"Species","coef","significant","significant2","ci.lower","ci.upper","chg_rad_inc_clim","chg_rad_inc_clim_ci.lower","chg_rad_inc_clim_ci.upper","chg_rad_inc_1SD_clim","variable","month"
"ACRU",0.24065834190811,TRUE,FALSE,0.0537608031924512,0.420737848029118,0.0166857541657501,0.00372744006590484,0.0291713482473886,0.039875078860822,"tmx","curr.jan"
"ACRU",-0.129540518288662,FALSE,FALSE,-0.304640143524041,0.0689179282406198,-0.00982783077233544,-0.0231120873728687,0.00522858596581707,-0.021724955133985,"tmx","curr.feb"
"ACRU",-0.148044937123853,FALSE,FALSE,-0.326159509099325,0.0325455496332026,-0.0108357491234773,-0.0238723639152896,0.00238208356031812,-0.0245208974719565,"tmx","curr.mar"
"ACRU",-0.235144665743713,TRUE,FALSE,-0.449161072020134,-0.0052129907091914,-0.0210876440995453,-0.0402805175281084,-0.000467498135337155,-0.0378610976058586,"tmx","curr.apr"
"ACRU",0.15320523188014,FALSE,FALSE,-0.0451297947615391,0.343845180490349,0.0141326062147963,-0.00416305376841433,0.031718424201906,0.02633449711061,"tmx","curr.may"
"ACRU",-0.14684831178997,FALSE,FALSE,-0.355862879810542,0.058747019877936,-0.0182854549595193,-0.0443118111554958,0.00731514018029969,-0.0264137029086949,"tmx","curr.jun"
"ACRU",-0.135758752131841,FALSE,FALSE,-0.326028623197158,0.0592442139265451,-0.0191531739314904,-0.0459969086978291,0.00835831735303204,-0.0233016282703584,"tmx","curr.jul"
"ACRU",-0.116368876402996,FALSE,FALSE,-0.306186899815856,0.0919153895779842,-0.0159813426183707,-0.0420497121091734,0.0126230602043432,-0.0212536568313957,"tmx","curr.aug"
"ACRU",0.179100303508037,FALSE,FALSE,-0.0170339077042697,0.382694055814661,0.00976405233741248,-0.000928641454410933,0.0208634196425207,0.0284127248768437,"tmn","curr.jan"
"ACRU",-0.0572943678323144,FALSE,FALSE,-0.24665865778368,0.132232218389217,-0.00368477579719713,-0.0158633716848137,0.00850425785927706,-0.009781750549071,"tmn","curr.feb"
"ACRU",-0.0924669564457198,FALSE,FALSE,-0.286425729441466,0.102270795420167,-0.00789344088669446,-0.024450729759898,0.00873034551059538,-0.015870825232754,"tmn","curr.mar"
"ACRU",-0.110523114272141,FALSE,FALSE,-0.342987456773099,0.104122200656684,-0.0144664602329089,-0.0448939069123325,0.0136286394487036,-0.0189277736810541,"tmn","curr.apr"
"ACRU",0.0850912907731391,FALSE,FALSE,-0.0990692232696135,0.300263002637836,0.0111347404172759,-0.0129638424147224,0.0392913371146033,0.0144939315378509,"tmn","curr.may"
"ACRU",-0.263714461413264,TRUE,FALSE,-0.438740797687228,-0.0557001067367997,-0.0415968267058662,-0.0692044904643641,-0.00878581961342669,-0.0508471514788733,"tmn","curr.jun"
"ACRU",-0.0502283907205532,FALSE,FALSE,-0.281070759392037,0.166246821954809,-0.00671811650899707,-0.0375936015822883,0.0222357416417461,-0.00829032409130871,"tmn","curr.jul"
"ACRU",-0.00917699181571904,FALSE,FALSE,-0.18624518876929,0.178538665447624,-0.00113978320010667,-0.023131669017763,0.0221745181354641,-0.00160943536389959,"tmn","curr.aug"
"BEAL",0.119374715980994,FALSE,FALSE,-0.124862943397133,0.366334186101887,0.00790407327310651,-0.00826746137652652,0.0242558252440505,0.0189289684717182,"tmx","curr.jan"
"BEAL",-0.0438932417493601,FALSE,FALSE,-0.280410449747098,0.230304023169839,-0.00302359755826094,-0.0193161479393018,0.0158645535021151,-0.00671332674841562,"tmx","curr.feb"
"BEAL",-0.239690020503254,FALSE,FALSE,-0.452621073628337,0.00720166905998785,-0.0184045303669084,-0.0347543809992804,0.000552978119942927,-0.0418339426024832,"tmx","curr.mar"
"BEAL",-0.148828977809365,FALSE,FALSE,-0.407565943559656,0.137866604492229,-0.013430958386293,-0.0367804799051407,0.0124416673086774,-0.0242058711991423,"tmx","curr.apr"
"BEAL",0.212091452744221,FALSE,FALSE,-0.015475620878772,0.429984708570993,0.0174128820240504,-0.00127056115239104,0.0353020968342459,0.0325072069497117,"tmx","curr.may"
"BEAL",-0.243967828858064,FALSE,FALSE,-0.451940805441821,0.00923889032551762,-0.0266443807859467,-0.049357667235318,0.00100900398640636,-0.0386238869750256,"tmx","curr.jun"
"BEAL",-0.206658721569965,FALSE,FALSE,-0.433480167917615,0.0411165456407096,-0.0252382392346166,-0.0529388554146392,0.00502136666431446,-0.0305821589206913,"tmx","curr.jul"
"BEAL",-0.141425981141532,FALSE,FALSE,-0.351230051781749,0.0716040910815319,-0.018523162715784,-0.0460020948577743,0.00937829258466801,-0.0247410065943049,"tmx","curr.aug"
"BEAL",0.106621837133392,FALSE,FALSE,-0.165612991288723,0.370021786230284,0.00535120187104242,-0.00831188593894147,0.0185708793624026,0.0156200406812093,"tmn","curr.jan"
"BEAL",-0.0207535986456415,FALSE,FALSE,-0.287610649411986,0.257458863841007,-0.00124900593316951,-0.017309162314062,0.0154945488719871,-0.00331611387816033,"tmn","curr.feb"
"BEAL",-0.153281432040356,FALSE,FALSE,-0.385645707603387,0.108400583927704,-0.0126962290071529,-0.0319428527916484,0.00897876944216495,-0.0256087923847149,"tmn","curr.mar"
"BEAL",0.0539171202293523,FALSE,FALSE,-0.247236878482341,0.340200564245792,0.00666944634197929,-0.0305827367593486,0.0420821698024068,0.00876115453440808,"tmn","curr.apr"
"BEAL",0.0977637213596938,FALSE,FALSE,-0.16062597038784,0.348424976261961,0.0111449267350131,-0.0183111347114791,0.0397199572508211,0.014544354903162,"tmn","curr.may"
"BEAL",-0.171763522073943,FALSE,FALSE,-0.346422136950012,0.0114440971741935,-0.0232412072315371,-0.046874147532799,0.00154849313050754,-0.0283024081931744,"tmn","curr.jun"
"BEAL",-0.0451535311256036,FALSE,FALSE,-0.318843511362613,0.19313970804581,-0.00546779030036074,-0.0386098144553063,0.0233879255053116,-0.00656192330171037,"tmn","curr.jul"
"BEAL",0.0198591715875525,FALSE,FALSE,-0.204925991995997,0.262468869594227,0.00225632150826839,-0.0232828907945796,0.0298206877918079,0.00319966584295963,"tmn","curr.aug"
"QURU",0.0262735569137405,FALSE,FALSE,-0.150317005477102,0.20453763228271,0.00112572734138723,-0.0064405426146367,0.00876370130466946,0.00269022700848244,"tmx","curr.jan"
"QURU",-0.133924306570798,FALSE,FALSE,-0.316202511811393,0.0541527461064429,-0.00620337798886861,-0.0146465100475157,0.00250835686094004,-0.0137129048728313,"tmx","curr.feb"
"QURU",-0.0766667287869051,FALSE,FALSE,-0.268878536463253,0.11809512284314,-0.00346896222037009,-0.0121660269013426,0.00534348505583807,-0.00785013255387077,"tmx","curr.mar"
"QURU",-0.119902213364141,FALSE,FALSE,-0.302456597047358,0.0759501627044987,-0.00683804760926928,-0.0172491612316303,0.00433145322286795,-0.0122771413793746,"tmx","curr.apr"
"QURU",0.0247339819432905,FALSE,FALSE,-0.194577535524512,0.240138820124602,0.00135913102122001,-0.010692025455919,0.0131956156747763,0.00253258538497916,"tmx","curr.may"
"QURU",-0.176167673558507,TRUE,FALSE,-0.316960332556757,-0.0251418882601973,-0.0124874211165811,-0.0224673293910152,-0.00178215072055681,-0.0180383278512533,"tmx","curr.jun"
"QURU",-0.0230320254595058,FALSE,FALSE,-0.202983299364392,0.159444803927082,-0.00193845923186812,-0.0170838145025391,0.0134194559957075,-0.00235831703924387,"tmx","curr.jul"
"QURU",-0.0374053200786363,FALSE,FALSE,-0.209828240372073,0.126763030102572,-0.00287993728567692,-0.0161552466805557,0.00975983031478697,-0.00383004108148948,"tmx","curr.aug"
"QURU",0.0440832810517191,FALSE,FALSE,-0.132758961278566,0.225329430228866,0.00155117637078796,-0.00467144365919727,0.00792875846523451,0.00451381720781913,"tmn","curr.jan"
"QURU",-0.0792096778695989,FALSE,FALSE,-0.266372521258221,0.101147750367882,-0.00305522211279291,-0.01027434070024,0.00390140260501952,-0.00811051261302754,"tmn","curr.feb"
