Base_period_dates, Base_period_tmin, Base_period_tmax, Base_period_prec
2012-09-23, 6.538682, 17.76452, NA
2012-09-24, 6.269781, 17.91178, NA
2012-09-25, 6.74893, 21.02855, NA
2012-09-26, 13.09128, 26.22759, NA
2012-09-27, 15.94161, 25.71274, NA
2012-09-28, 14.56572, 22.30502, NA
2012-09-29, 9.705272, 18.90513, NA
2012-09-30, 8.41342, 20.94641, NA
2012-10-01, 7.536071, 18.58857, NA
2012-10-02, 14.63825, 18.94404, NA
2012-10-03, 16.31952, 25.88612, NA
2012-10-04, 13.77118, 24.48077, NA
2012-10-05, 12.9132, 24.79618, NA
2012-10-06, 7.710755, 23.55599, NA
2012-10-07, 5.957782, 9.692891, NA
2012-10-08, 3.010763, 8.237173, NA
2012-10-09, 5.027621, 15.08266, NA
2012-10-10, 6.989926, 19.87323, NA
2012-10-11, 2.353879, 15.00611, NA
2012-10-12, 3.214599, 16.99719, NA
2012-10-13, 0.05757976, 13.16672, NA
2012-10-14, 9.074331, 21.25596, NA
2012-10-15, 9.397367, 20.09422, NA
2012-10-16, 6.273901, 16.66177, NA
2012-10-17, 4.152254, 17.87509, NA
2012-10-18, 9.499014, 17.63518, NA
2012-10-19, 10.08113, 18.94607, NA
2012-10-20, 6.317417, 17.74699, NA
2012-10-21, 4.544359, 17.19038, NA
2012-10-22, 4.643617, 21.33551, NA
2012-10-23, 11.54485, 25.78115, NA
2012-10-24, 13.87729, 26.01513, NA
2012-10-25, 12.84811, 20.02013, NA
2012-10-26, 14.69268, 18.76905, NA
2012-10-27, 13.34029, 19.63855, NA
2012-10-28, 10.19784, 14.07437, NA
2012-10-29, 4.801043, 10.18283, NA
2012-10-30, 3.750718, 5.400646, NA
2012-10-31, 3.177958, 11.54638, NA
2012-11-01, 2.883044, 10.38379, NA
2012-11-02, 0.8442965, 10.70759, NA
2012-11-03, 3.453761, 9.577127, NA
2012-11-04, 0.527158, 10.21507, NA
2012-11-05, -1.3883, 8.867283, NA
2012-11-06, -2.839728, 6.82928, NA
2012-11-07, 0.5051137, 4.823412, NA
2012-11-08, -1.72953, 11.66977, NA
2012-11-09, -0.6827629, 14.39951, NA
2012-11-10, 1.61382, 17.79467, NA
2012-11-11, 4.813247, 20.07063, NA
2012-11-12, 11.04766, 18.07598, NA
2012-11-13, -2.001693, 15.29012, NA
2012-11-14, -2.678691, 3.921976, NA
2012-11-15, -1.88549, 6.176795, NA
2012-11-16, -1.446557, 10.52702, NA
2012-11-17, -1.841951, 10.56639, NA
2012-11-18, -0.8470136, 10.04575, NA
2012-11-19, 1.104399, 9.329801, NA
2012-11-20, -0.02195614, 9.349787, NA
2012-11-21, -0.222326, 11.34739, NA
2012-11-22, -0.4808103, 14.02596, NA
2012-11-23, 1.629325, 17.85773, NA
2012-11-24, -0.1945813, 8.177781, NA
2012-11-25, -1.532313, 4.407445, NA
2012-11-26, -1.391998, 13.00456, NA
2012-11-27, 1.616723, 8.50443, NA
2012-11-28, -1.95996, 7.762512, NA
2012-11-29, -2.505233, 9.38966, NA
2012-11-30, -2.090986, 10.82277, NA
2012-12-01, -1.322461, 11.36568, NA
2012-12-02, 1.493459, 13.58073, NA
2012-12-03, 9.59666, 19.85865, NA
2012-12-04, 10.62216, 22.11045, NA
2012-12-05, 2.150597, 19.34234, NA
2012-12-06, -4.857669, 5.895704, NA
2012-12-07, 2.079646, 9.735834, NA
2012-12-08, 2.982364, 18.50545, NA
2012-12-09, 8.864836, 12.12931, NA
2012-12-10, 8.928303, 16.29232, NA
2012-12-11, -0.6620003, 13.56811, NA
2012-12-12, -0.9419104, 4.7032, NA
2012-12-13, -3.903029, 6.529947, NA
2012-12-14, -3.399573, 13.21205, NA
2012-12-15, 0.8592734, 10.69213, NA
2012-12-16, 4.843341, 7.449224, NA
2012-12-17, 4.061093, 9.647559, NA
2012-12-18, 2.485672, 11.94877, NA
2012-12-19, -0.2829674, 12.75216, NA
2012-12-20, 1.412502, 6.144656, NA
2012-12-21, 1.503512, 7.374785, NA
2012-12-22, -4.082878, 5.36616, NA
2012-12-23, -5.450109, 7.908547, NA
2012-12-24, -2.055316, 2.852944, NA
2012-12-25, -0.9712625, 6.505461, NA
2012-12-26, -0.7658454, 2.128511, NA
2012-12-27, -0.6286753, 3.216888, NA
2012-12-28, -2.205643, 3.49068, NA
2012-12-29, 0.0905129, 5.579902, NA
2012-12-30, -5.230767, 3.349126, NA
2012-12-31, -5.864638, 3.894046, NA
2013-01-01, 1.736374, 5.034818, NA
2013-01-02, -3.127836, 2.895269, NA
2013-01-03, -6.524441, 3.671398, NA
2013-01-04, -4.938649, 5.397751, NA
2013-01-05, -5.157617, 7.027575, NA
2013-01-06, -1.979187, 7.829641, NA
2013-01-07, -0.9989486, 4.904647, NA
2013-01-08, -2.438669, 11.60909, NA
2013-01-09, -0.2642663, 13.20399, NA
2013-01-10, 1.100975, 11.93893, NA
2013-01-11, 3.364739, 8.898173, NA
2013-01-12, 3.082429, 16.14662, NA
2013-01-13, 7.889775, 15.6196, NA
2013-01-14, 3.958993, 19.34943, NA
2013-01-15, 2.271233, 3.88821, NA
2013-01-16, 1.03623, 5.494202, NA
2013-01-17, 1.052564, 5.563083, NA
2013-01-18, -2.276216, 2.347434, NA
2013-01-19, -2.907608, 14.30709, NA
2013-01-20, -1.666306, 13.54132, NA
2013-01-21, -3.673116, 7.647387, NA
2013-01-22, -12.42922, -2.20411, NA
2013-01-23, -13.28806, -4.330103, NA
2013-01-24, -12.6498, -4.031116, NA
2013-01-25, -12.6502, -5.719471, NA
2013-01-26, -6.376318, 0.3307696, NA
2013-01-27, -5.270609, 2.076047, NA
2013-01-28, -0.9968279, 8.702123, NA
2013-01-29, 8.046328, 20.75129, NA
2013-01-30, 11.74489, 20.31305, NA
2013-01-31, -1.352717, 13.84311, NA
2013-02-01, -10.57901, -0.6299708, NA
2013-02-02, -11.42882, -2.15542, NA
2013-02-03, -3.86377, -0.06812945, NA
2013-02-04, -8.091096, 1.887925, NA
2013-02-05, -2.757631, 5.032591, NA
2013-02-06, -3.362628, 7.34037, NA
2013-02-07, -3.888793, 3.155878, NA
2013-02-08, 0.008351044, 3.995442, NA
2013-02-09, -4.963884, 4.818026, NA
2013-02-10, -6.646923, 5.517209, NA
2013-02-11, 1.689188, 18.33124, NA
2013-02-12, 1.329924, 14.05284, NA
2013-02-13, -1.395102, 5.574813, NA
2013-02-14, -3.313387, 8.403607, NA
2013-02-15, 0.5164301, 12.7069, NA
2013-02-16, -3.217757, 1.931982, NA
2013-02-17, -6.720977, -2.411292, NA
2013-02-18, -9.797342, 5.556914, NA
2013-02-19, 1.835639, 8.210027, NA
2013-02-20, -4.961711, 3.565452, NA
2013-02-21, -7.19017, 3.163954, NA
2013-02-22, -3.863143, 0.1457687, NA
2013-02-23, -0.3460335, 9.984864, NA
2013-02-24, -0.8148696, 10.76575, NA
2013-02-25, -5.244557, 6.656427, NA
2013-02-26, -2.691383, 4.551679, NA
2013-02-27, 3.226838, 12.52847, NA
2013-02-28, -0.3366098, 6.081564, NA
2013-03-01, -0.2414199, 4.759092, NA
2013-03-02, -2.643223, 1.417457, NA
2013-03-03, -4.056375, 2.91592, NA
2013-03-04, -5.40417, 6.027247, NA
2013-03-05, -3.424476, 9.298187, NA
2013-03-06, 0.3610309, 2.043911, NA
2013-03-07, 0.4676107, 5.938247, NA
2013-03-08, -0.163727, 5.398157, NA
2013-03-09, -4.498361, 12.12653, NA
2013-03-10, 0.4199439, 14.69985, NA
2013-03-11, 4.227474, 12.42551, NA
2013-03-12, 1.470266, 12.81196, NA
2013-03-13, -1.575777, 8.098242, NA
2013-03-14, -2.276148, 6.351964, NA
2013-03-15, -2.477073, 14.30277, NA
2013-03-16, 1.478876, 12.299, NA
2013-03-17, 0.9081609, 2.94493, NA
2013-03-18, -0.5151899, 1.007006, NA
2013-03-19, 0.9085675, 14.24363, NA
2013-03-20, -2.803154, 9.974383, NA
2013-03-21, -4.523181, 2.233874, NA
2013-03-22, -4.276181, 8.048145, NA
2013-03-23, -4.255432, 11.80801, NA
2013-03-24, -2.211402, 3.620605, NA
2013-03-25, -0.166567, 3.501013, NA
2013-03-26, 0.516837, 7.483592, NA
2013-03-27, -1.369036, 7.383705, NA
2013-03-28, 1.249859, 9.250212, NA
2013-03-29, 1.656647, 12.93829, NA
2013-03-30, 0.7417834, 14.32942, NA
2013-03-31, 5.052845, 10.49489, NA
2013-04-01, 3.246709, 15.97297, NA
2013-04-02, -3.697536, 9.327739, NA
2013-04-03, -3.68248, 10.46521, NA
2013-04-04, -5.378524, 7.406591, NA
2013-04-05, 2.363634, 17.71027, NA
2013-04-06, -2.409484, 12.80986, NA
2013-04-07, 4.081031, 20.39855, NA
2013-04-08, 10.16331, 26.78192, NA
2013-04-09, 14.33892, 28.64063, NA
2013-04-10, 17.80358, 31.81268, NA
2013-04-11, 14.85743, 28.76441, NA
2013-04-12, 11.6309, 25.70663, NA
2013-04-13, 5.384445, 20.09416, NA
2013-04-14, 4.545253, 19.41459, NA
2013-04-15, 10.9569, 16.60868, NA
2013-04-16, 11.47263, 21.62301, NA
2013-04-17, 13.48696, 24.25937, NA
2013-04-18, 14.99762, 23.73746, NA
2013-04-19, 11.29077, 22.77719, NA
2013-04-20, 4.802377, 14.79818, NA
2013-04-21, 0.218408, 10.96904, NA
2013-04-22, 1.490759, 13.16429, NA
2013-04-23, 3.965503, 14.00358, NA
2013-04-24, 8.552097, 24.06291, NA
2013-04-25, 4.617982, 17.67611, NA
2013-04-26, 2.759066, 17.55986, NA
2013-04-27, 5.572717, 20.15038, NA
2013-04-28, 10.71532, 14.34331, NA
2013-04-29, 11.01309, 15.52125, NA
2013-04-30, 11.35439, 15.54647, NA
2013-05-01, 10.14175, 20.34189, NA
2013-05-02, 4.897036, 19.34286, NA
2013-05-03, 6.304931, 19.1607, NA
2013-05-04, 4.061779, 19.25922, NA
2013-05-05, 2.478055, 16.63916, NA
2013-05-06, 7.644486, 14.62494, NA
2013-05-07, 13.03197, 16.59461, NA
2013-05-08, 10.00792, 18.91841, NA
2013-05-09, 9.206549, 22.99441, NA
2013-05-10, 12.93771, 27.48842, NA
2013-05-11, 14.98208, 24.73351, NA
2013-05-12, 6.668146, 16.80274, NA
2013-05-13, 2.954876, 13.88228, NA
2013-05-14, 0.418468, 18.19792, NA
2013-05-15, 9.113386, 32.22108, NA
2013-05-16, 17.2413, 25.41663, NA
2013-05-17, 12.60989, 26.19867, NA
2013-05-18, 14.92692, 20.80113, NA
2013-05-19, 14.92166, 19.82677, NA
2013-05-20, 18.28005, 25.44114, NA
2013-05-21, 16.75763, 27.59426, NA
2013-05-22, 18.22195, 29.43787, NA
2013-05-23, 15.61178, 24.22232, NA
2013-05-24, 5.514365, 16.36978, NA
2013-05-25, 3.240098, 17.51457, NA
2013-05-26, 4.414935, 21.19306, NA
2013-05-27, 5.887495, 17.46186, NA
2013-05-28, 12.37473, 26.48887, NA
2013-05-29, 16.75801, 28.90859, NA
2013-05-30, 17.58754, 31.02448, NA
2013-05-31, 16.89264, 30.40961, NA
2013-06-01, 18.49291, 29.949, NA
2013-06-02, 20.01969, 26.12706, NA
2013-06-03, 16.16207, 24.60844, NA
2013-06-04, 10.5572, 21.68548, NA
2013-06-05, 12.06461, 24.13807, NA
2013-06-06, 15.18343, 19.05775, NA
2013-06-07, 17.20306, 19.61307, NA
2013-06-08, 15.53723, 24.7998, NA
2013-06-09, 14.95143, 24.21566, NA
2013-06-10, 17.68316, 25.42336, NA
2013-06-11, 16.41584, 27.07846, NA
2013-06-12, 17.23154, 29.17852, NA
2013-06-13, 16.94552, 26.02798, NA
2013-06-14, 14.56053, 23.95618, NA
2013-06-15, 12.78347, 25.81315, NA
2013-06-16, 14.89524, 25.9199, NA
2013-06-17, 18.11794, 28.51815, NA
2013-06-18, 18.30989, 21.81996, NA
2013-06-19, 17.23862, 22.97946, NA
2013-06-20, 17.33814, 23.99318, NA
2013-06-21, 14.84778, 25.96298, NA
2013-06-22, 17.19217, 28.8235, NA
2013-06-23, 18.35346, 28.6961, NA
2013-06-24, 19.13504, 30.5348, NA
2013-06-25, 19.13504, 30.82655, NA
2013-06-26, 18.50024, 29.64791, NA
2013-06-27, 18.94012, 26.13562, NA
2013-06-28, 19.03778, 30.03432, NA
2013-06-29, 16.26922, 28.58478, NA
2013-06-30, 18.09616, 28.38583, NA
2013-07-01, 21.08991, 25.92231, NA
2013-07-02, 21.85412, 25.21905, NA
2013-07-03, 21.74343, 27.31634, NA
2013-07-04, 22.04456, 29.07348, NA
2013-07-05, 21.72309, 29.20539, NA
2013-07-06, 20.3554, 30.61163, NA
2013-07-07, 20.56335, 30.02129, NA
2013-07-08, 18.81682, 27.97015, NA
2013-07-09, 20.3558, 27.99213, NA
2013-07-10, 22.06491, 28.4469, NA
2013-07-11, 21.30395, 26.62091, NA
2013-07-12, 18.15937, 21.65716, NA
2013-07-13, 18.95236, 26.59077, NA
2013-07-14, 21.58915, 29.0629, NA
2013-07-15, 20.56539, 30.8799, NA
2013-07-16, 21.38127, 31.22938, NA
2013-07-17, 21.52427, 31.19757, NA
2013-07-18, 22.35586, 32.127, NA
2013-07-19, 21.47648, 32.24101, NA
2013-07-20, 20.79145, 30.9632, NA
2013-07-21, 19.62335, 29.30675, NA
2013-07-22, 20.3554, 28.23926, NA
2013-07-23, 20.75176, 28.23886, NA
2013-07-24, 17.47479, 25.5526, NA
2013-07-25, 14.18563, 23.34014, NA
2013-07-26, 12.89817, 26.09122, NA
2013-07-27, 19.25223, 24.45227, NA
2013-07-28, 17.96431, 27.30001, NA
2013-07-29, 13.28497, 24.84295, NA
2013-07-30, 13.48417, 25.46713, NA
2013-07-31, 16.29099, 24.12261, NA
2013-08-01, 18.25731, 27.29738, NA
2013-08-02, 16.69978, 27.89768, NA
2013-08-03, 17.27019, 22.89761, NA
2013-08-04, 14.55991, 25.47565, NA
2013-08-05, 12.55732, 24.27667, NA
2013-08-06, 18.03383, 24.1165, NA
2013-08-07, 20.01399, 26.86368, NA
2013-08-08, 22.11455, 26.46161, NA
2013-08-09, 22.26064, 29.57873, NA
2013-08-10, 19.37919, 25.7761, NA
2013-08-11, 19.52122, 26.78172, NA
2013-08-12, 20.0608, 28.46428, NA
2013-08-13, 20.01481, 27.58877, NA
2013-08-14, 10.97269, 21.49668, NA
2013-08-15, 10.60594, 22.57305, NA
2013-08-16, 11.43991, 23.75876, NA
2013-08-17, 11.53499, 23.52677, NA
2013-08-18, 16.02282, 18.74971, NA
2013-08-19, 16.07198, 22.59447, NA
2013-08-20, 17.44107, 26.84279, NA
2013-08-21, 19.6722, 28.48273, NA
2013-08-22, 19.37919, 27.9506, NA
2013-08-23, 15.6459, 20.94585, NA
2013-08-24, 13.38949, 24.67643, NA
2013-08-25, 13.96705, 25.39869, NA
2013-08-26, 15.82993, 27.63996, NA
2013-08-27, 18.1633, 27.48118, NA
2013-08-28, 21.00893, 23.9109, NA
2013-08-29, 19.13789, 26.32126, NA
2013-08-30, 18.40393, 27.88831, NA
2013-08-31, 20.6785, 29.43501, NA
2013-09-01, 18.7217, 29.48818, NA
2013-09-02, 20.10596, 29.11949, NA
2013-09-03, 14.91867, 26.66447, NA
2013-09-04, 12.60394, 24.58361, NA
2013-09-05, 13.67153, 26.69378, NA
2013-09-06, 9.813827, 21.48643, NA
2013-09-07, 11.34275, 25.12917, NA
2013-09-08, 14.9038, 28.70054, NA
2013-09-09, 15.33025, 23.19184, NA
2013-09-10, 19.03741, 30.6043, NA
2013-09-11, 21.08829, 31.03517, NA
2013-09-12, 19.05772, 30.05346, NA
2013-09-13, 11.93143, 23.01599, NA
2013-09-14, 7.163521, 17.25966, NA
2013-09-15, 8.019609, 22.0322, NA
2013-09-16, 13.09398, 18.64513, NA
2013-09-17, 8.058448, 17.69384, NA
2013-09-18, 7.315357, 19.09633, NA
2013-09-19, 10.2516, 21.66693, NA
2013-09-20, 13.53529, 24.10063, NA
2013-09-21, 14.93177, 19.53765, NA
2013-09-22, 9.483658, 19.22418, NA
2013-09-23, 7.841914, 17.02024, NA
2013-09-24, 6.003349, 19.72381, NA
2013-09-25, 8.417062, 21.44906, NA
2013-09-26, 10.21854, 22.36724, NA
2013-09-27, 9.300228, 20.6944, NA
2013-09-28, 10.40046, 17.57159, NA
2013-09-29, 8.469885, 20.44794, NA
2013-09-30, 10.12686, 22.17025, NA
2013-10-01, 13.4432, 25.40824, NA
2013-10-02, 14.32251, 27.37329, NA
2013-10-03, 15.24258, 25.99615, NA
2013-10-04, 15.90235, 28.10165, NA
2013-10-05, 17.65564, 28.68955, NA
2013-10-06, 17.96774, 29.05557, NA
2013-10-07, 8.904052, 21.83743, NA
2013-10-08, 6.904579, 17.96439, NA
2013-10-09, 7.345033, 13.93368, NA
2013-10-10, 10.47256, 12.17732, NA
2013-10-11, 11.85602, 14.9205, NA
2013-10-12, 14.2857, 16.90639, NA
2013-10-13, 13.88515, 15.24667, NA
2013-10-14, 11.46451, 18.37831, NA
2013-10-15, 10.09422, 19.83027, NA
2013-10-16, 11.74674, 20.38031, NA
2013-10-17, 14.24898, 22.24398, NA
2013-10-18, 7.080809, 17.82924, NA
2013-10-19, 7.020716, 16.38521, NA
2013-10-20, 2.730862, 15.25009, NA
2013-10-21, 4.321444, 18.32593, NA
2013-10-22, 4.82886, 16.73725, NA
2013-10-23, 4.241706, 10.99088, NA
2013-10-24, 0.608021, 10.16127, NA
2013-10-25, -1.068537, 11.08633, NA
2013-10-26, -1.643375, 12.5996, NA
2013-10-27, 4.099741, 15.09193, NA
2013-10-28, 2.469747, 16.64831, NA
2013-10-29, 3.06813, 16.52632, NA
2013-10-30, 11.43285, 20.10617, NA
2013-10-31, 14.17134, 19.00676, NA
2013-11-01, 10.92591, 23.65417, NA
2013-11-02, 5.889603, 17.63518, NA
2013-11-03, 1.56098, 12.70124, NA
2013-11-04, -3.149814, 6.675107, NA
2013-11-05, -0.2650025, 11.10787, NA
2013-11-06, 10.28046, 19.12548, NA
2013-11-07, 6.193882, 14.81514, NA
2013-11-08, -0.5515328, 9.496988, NA
2013-11-09, -1.704663, 11.58114, NA
2013-11-10, 3.64414, 16.87233, NA
2013-11-11, -0.1706828, 13.5622, NA
2013-11-12, -3.623063, 8.02564, NA
2013-11-13, -3.743089, 4.885312, NA
2013-11-14, -4.499581, 14.702, NA
2013-11-15, 0.4687557, 15.60663, NA
2013-11-16, 6.254892, 12.97872, NA
2013-11-17, 10.27802, 15.83717, NA
2013-11-18, 8.316493, 18.60447, NA
2013-11-19, -0.0480965, 8.517851, NA
2013-11-20, -2.977674, 6.910228, NA
2013-11-21, 0.3231337, 9.202129, NA
2013-11-22, 6.556796, 17.39231, NA
2013-11-23, -1.302119, 14.07701, NA
2013-11-24, -6.747019, -1.227883, NA
2013-11-25, -8.869547, 1.110331, NA
2013-11-26, -0.4700398, 1.201047, NA
2013-11-27, -3.689906, 2.763103, NA
2013-11-28, -7.740744, 2.491631, NA
2013-11-29, -6.227792, 4.322351, NA
2013-11-30, -6.669446, 1.398336, NA
2013-12-01, -5.353715, 8.523602, NA
2013-12-02, 2.763103, 9.405293, NA
2013-12-03, -0.1169493, 12.48512, NA
2013-12-04, 2.396938, 14.11922, NA
2013-12-05, 10.76861, 17.77427, NA
2013-12-06, 3.470845, 16.3803, NA
2013-12-07, -2.573168, 3.850272, NA
2013-12-08, -4.548003, -1.117706, NA
2013-12-09, -1.117706, 3.279281, NA
2013-12-10, -6.558142, 5.018477, NA
2013-12-11, -8.23475, 2.955107, NA
2013-12-12, -7.883977, -0.4827608, NA
2013-12-13, -8.154992, 3.711731, NA
2013-12-14, -0.867944, 2.35052, NA
2013-12-15, -1.703011, 6.360094, NA
2013-12-16, 0.157633, 2.602845, NA
2013-12-17, -1.166449, 7.029867, NA
2013-12-18, -3.421284, 4.363816, NA
2013-12-19, -3.272192, 12.33186, NA
2013-12-20, 2.763042, 13.07271, NA
2013-12-21, 8.55453, 20.77968, NA
2013-12-22, 14.8693, 22.50996, NA
2013-12-23, 1.456433, 15.69858, NA
2013-12-24, -7.487223, 2.677489, NA
2013-12-25, -9.197536, -1.167434, NA
2013-12-26, -4.616203, 7.499563, NA
2013-12-27, -3.34086, 9.595491, NA
2013-12-28, -1.240081, 13.92088, NA
2013-12-29, 2.943712, 8.165641, NA
2013-12-30, -0.4586471, 5.933202, NA
2013-12-31, -4.98911, 5.961132, NA
2014-01-01, -4.987483, 7.055925, NA
2014-01-02, -3.011933, 3.397687, NA
2014-01-03, -13.22326, -0.9216297, NA
2014-01-04, -13.55496, -0.825967, NA
2014-01-05, -3.826832, 4.097217, NA
2014-01-06, -13.88299, 7.53165, NA
2014-01-07, -17.21388, -8.631469, NA
2014-01-08, -15.09055, -2.095556, NA
2014-01-09, -6.489888, 1.851234, NA
2014-01-10, -0.0185038, 3.407228, NA
2014-01-11, 2.616657, 12.11207, NA
2014-01-12, 1.130263, 10.04377, NA
2014-01-13, -0.5798633, 11.17464, NA
2014-01-14, 1.074122, 9.743563, NA
2014-01-15, -0.3203392, 8.816706, NA
2014-01-16, -5.508344, 1.782106, NA
2014-01-17, -3.995953, 7.281136, NA
2014-01-18, -9.842513, 2.104107, NA
2014-01-19, -9.307405, 6.883878, NA
2014-01-20, -2.58167, 12.82457, NA
2014-01-21, -8.530997, 1.224158, NA
2014-01-22, -17.26084, -4.154378, NA
2014-01-23, -17.7095, -1.467125, NA
2014-01-24, -18.847, -3.199219, NA
2014-01-25, -9.280953, 0.4193965, NA
2014-01-26, -13.52891, -0.3061012, NA
2014-01-27, -9.519818, 9.381227, NA
2014-01-28, -13.63758, -9.606493, NA
2014-01-29, -18.05636, -5.270104, NA
2014-01-30, -15.92738, -2.024577, NA
2014-01-31, -4.315458, 8.543949, NA
2014-02-01, -1.487005, 9.241526, NA
2014-02-02, 2.079706, 16.9449, NA
2014-02-03, 0.8340613, 7.278782, NA
2014-02-04, -3.329302, 0.9324988, NA
2014-02-05, -1.068894, 4.738415, NA
2014-02-06, -4.493287, 1.479735, NA
2014-02-07, -6.915886, 4.176818, NA
2014-02-08, -5.270419, -0.5278005, NA
2014-02-09, -5.645479, 0.8292466, NA
2014-02-10, -7.556751, -0.5709945, NA
2014-02-11, -12.30508, -1.799293, NA
2014-02-12, -12.45688, -4.593297, NA
2014-02-13, -7.453443, 1.400769, NA
2014-02-14, -4.033481, 12.15486, NA
2014-02-15, -5.00986, 6.420052, NA
2014-02-16, -5.429399, 2.044723, NA
2014-02-17, -11.08137, 0.09097726, NA
2014-02-18, -3.904368, 13.36905, NA
2014-02-19, 2.648727, 17.22914, NA
2014-02-20, 0.4439462, 9.85055, NA
2014-02-21, 2.794358, 15.51342, NA
2014-02-22, 1.293729, 16.23845, NA
2014-02-23, 4.975551, 13.73465, NA
2014-02-24, -3.234178, 5.933983, NA
2014-02-25, -4.406391, 1.663564, NA
2014-02-26, -7.360267, 1.304581, NA
2014-02-27, -8.6905, 3.438108, NA
2014-02-28, -14.36431, -2.918081, NA
2014-03-01, -7.431472, 5.704126, NA
2014-03-02, 1.785999, 14.21227, NA
2014-03-03, -15.87988, 1.832315, NA
2014-03-04, -16.54841, 0.8071002, NA
2014-03-05, -10.18799, 5.864038, NA
2014-03-06, -6.816039, 0.4273358, NA
2014-03-07, -3.052381, 4.117459, NA
2014-03-08, -3.776863, 16.50659, NA
2014-03-09, 1.292909, 9.568545, NA
2014-03-10, 1.541054, 18.07187, NA
2014-03-11, 8.21846, 18.97089, NA
2014-03-12, -0.8257083, 20.02984, NA
2014-03-13, -8.000766, 0.2442826, NA
2014-03-14, -5.120954, 14.39958, NA
2014-03-15, 4.938939, 17.56805, NA
2014-03-16, -2.16301, 5.004436, NA
2014-03-17, -4.767738, 0.5538776, NA
2014-03-18, -2.82613, 4.044568, NA
2014-03-19, 0.7157465, 4.956314, NA
2014-03-20, 1.5761, 12.92202, NA
2014-03-21, 1.295356, 12.52225, NA
2014-03-22, 6.666562, 21.29607, NA
2014-03-23, -2.271487, 8.912843, NA
2014-03-24, -8.524892, 3.714575, NA
2014-03-25, -5.327223, 0.703886, NA
2014-03-26, -6.502876, 0.4964928, NA
2014-03-27, -6.645238, 9.000734, NA
2014-03-28, 7.075856, 17.77108, NA
2014-03-29, 8.070796, 11.70625, NA
2014-03-30, 1.576851, 8.060629, NA
2014-03-31, 1.494333, 18.75766, NA
2014-04-01, 2.997349, 19.298, NA
2014-04-02, 9.304173, 22.10674, NA
2014-04-03, 10.18405, 17.68948, NA
2014-04-04, 9.49454, 14.8645, NA
2014-04-05, 3.470845, 14.0202, NA
2014-04-06, -1.948854, 14.37258, NA
2014-04-07, 3.535934, 8.830672, NA
2014-04-08, 5.914827, 16.82662, NA
2014-04-09, 2.671512, 18.01576, NA
2014-04-10, 2.81266, 21.07016, NA
2014-04-11, 12.18158, 27.31752, NA
2014-04-12, 8.539412, 23.02052, NA
2014-04-13, 14.03844, 27.78963, NA
2014-04-14, 16.44732, 23.00409, NA
2014-04-15, 1.510641, 20.28425, NA
2014-04-16, -3.111155, 7.545491, NA
2014-04-17, -1.182636, 12.477, NA
2014-04-18, 2.383503, 13.64893, NA
2014-04-19, 4.42355, 18.84017, NA
2014-04-20, 4.060688, 17.05582, NA
2014-04-21, 2.472188, 20.82102, NA
2014-04-22, 12.11019, 21.85835, NA
2014-04-23, 6.821147, 14.97155, NA
2014-04-24, 0.684298, 17.07083, NA
2014-04-25, 10.50622, 16.82466, NA
2014-04-26, 5.20091, 23.57161, NA
2014-04-27, 6.76826, 19.40646, NA
2014-04-28, 8.161106, 14.40125, NA
2014-04-29, 7.68923, 10.40697, NA
2014-04-30, 8.619549, 12.95386, NA
2014-05-01, 11.17513, 24.40669, NA
2014-05-02, 7.605027, 19.81122, NA
2014-05-03, 10.27924, 21.01425, NA
2014-05-04, 9.330211, 25.12073, NA
2014-05-05, 3.642514, 15.56838, NA
2014-05-06, 9.391632, 22.29266, NA
2014-05-07, 11.10177, 18.73248, NA
2014-05-08, 10.18283, 30.34496, NA
2014-05-09, 14.68421, 26.84134, NA
2014-05-10, 17.36581, 24.95776, NA
2014-05-11, 12.55927, 25.96687, NA
2014-05-12, 15.53719, 29.80917, NA
2014-05-13, 16.98499, 30.66253, NA
2014-05-14, 15.95606, 19.08297, NA
2014-05-15, 17.94883, 24.23148, NA
2014-05-16, 10.38669, 19.44278, NA
2014-05-17, 6.979066, 17.54887, NA
2014-05-18, 4.220539, 16.97796, NA
2014-05-19, 4.835399, 20.48285, NA
2014-05-20, 8.659531, 23.46021, NA
2014-05-21, 13.04707, 25.38787, NA
2014-05-22, 16.75756, 28.0984, NA
2014-05-23, 10.46044, 23.72294, NA
2014-05-24, 8.068081, 22.7676, NA
2014-05-25, 10.39924, 25.0343, NA
2014-05-26, 13.0997, 28.06827, NA
2014-05-27, 17.23966, 29.1659, NA
2014-05-28, 17.38554, 29.21761, NA
2014-05-29, 13.48962, 19.42913, NA
2014-05-30, 13.17052, 19.69339, NA
2014-05-31, 11.53357, 24.09723, NA
2014-06-01, 13.73226, 22.59312, NA
2014-06-02, 14.15176, 25.43435, NA
2014-06-03, 17.92495, 26.63984, NA
2014-06-04, 16.79742, 28.0642, NA
2014-06-05, 13.97321, 24.48218, NA
2014-06-06, 10.85005, 24.01362, NA
2014-06-07, 11.72337, 25.98903, NA
2014-06-08, 17.47523, 26.42214, NA
2014-06-09, 18.16149, 26.90952, NA
2014-06-10, 18.06638, 27.88017, NA
2014-06-11, 18.64225, 27.71243, NA
2014-06-12, 18.66545, 25.27603, NA
2014-06-13, 17.02689, 26.63923, NA
2014-06-14, 13.22848, 23.18596, NA
2014-06-15, 10.94745, 26.10507, NA
2014-06-16, 16.99216, 30.42498, NA
