"deltaAICc","WindowOpen","WindowClose","ModelBeta","Std.Error","ModelBetaQ","ModelBetaC","ModelInt","Function","Furthest","Closest","Statistics","Type","K","ModWeight","sample.size","Reference.day","Reference.month","Randomised"
-167.913400121481,9,5,-3.79900627959326,0.274445174787068,NA,NA,256.362397162265,"lin",21.7142857142857,0,"mean","absolute",0,0.383163303411909,5,"03","07","no"
-166.28753708564,9,3,-3.11571931391823,0.226303845283332,NA,NA,245.411700947214,"lin",21.7142857142857,0,"mean","absolute",0,0.169954331045651,5,"03","07","no"
-166.099356462353,9,2,-3.43920097430406,0.249956377110996,NA,NA,253.969014629827,"lin",21.7142857142857,0,"mean","absolute",0,0.154692526751832,5,"03","07","no"
-164.902440837604,10,5,-3.22254744553691,0.23515224713247,NA,NA,241.737971747325,"lin",21.7142857142857,0,"mean","absolute",0,0.0850280869006363,5,"03","07","no"
-164.85857689051,3,2,-2.77956762223186,0.202857537522611,NA,NA,248.551799986676,"lin",21.7142857142857,0,"mean","absolute",0,0.0831835542053082,5,"03","07","no"
-164.82639492804,9,6,-3.05423759197471,0.222927556473103,NA,NA,240.029584736736,"lin",21.7142857142857,0,"mean","absolute",0,0.0818557605957366,5,"03","07","no"
-162.684830106154,10,2,-3.10361757651865,0.228179781452754,NA,NA,244.349613430755,"lin",21.7142857142857,0,"mean","absolute",0,0.0280552637492624,5,"03","07","no"
-159.952692014299,10,4,-3.17544796357416,0.235658595234712,NA,NA,242.312222248218,"lin",21.7142857142857,0,"mean","absolute",0,0.00715711684345113,5,"03","07","no"
-159.185776633522,10,3,-2.78205880564703,0.207013098056157,NA,NA,236.229932787117,"lin",21.7142857142857,0,"mean","absolute",0,0.00487758165236481,5,"03","07","no"
-156.355826217332,16,16,3.38573975552777,0.254438771805797,NA,NA,159.94477654869,"lin",21.7142857142857,0,"mean","absolute",0,0.00118491889107918,5,"03","07","no"
-154.600738749655,9,1,-3.66561104234903,0.277189198130221,NA,NA,261.620779953645,"lin",21.7142857142857,0,"mean","absolute",0,0.000492692807367355,5,"03","07","no"
-152.780944842958,9,4,-3.460015407623,0.263351864477494,NA,NA,251.03306557044,"lin",21.7142857142857,0,"mean","absolute",0,0.000198341227318834,5,"03","07","no"
-151.603415019703,10,1,-3.2647042966831,0.249544667398483,NA,NA,250.210978074285,"lin",21.7142857142857,0,"mean","absolute",0,0.000110081830852624,5,"03","07","no"
-149.15429927851,4,2,-2.73603263944664,0.211011566847909,NA,NA,245.535398454984,"lin",21.7142857142857,0,"mean","absolute",0,3.23516859487186e-05,5,"03","07","no"
-146.07136521629,13,7,-4.58541640788701,0.357708728991274,NA,NA,254.520388815356,"lin",21.7142857142857,0,"mean","absolute",0,6.92542279998555e-06,5,"03","07","no"
-144.418912516278,3,3,-1.386482641099,0.108834152958095,NA,NA,213.975838836149,"lin",21.7142857142857,0,"mean","absolute",0,3.03124296341469e-06,5,"03","07","no"
-143.339560192489,15,8,-9.03534150011259,0.712153758482421,NA,NA,304.366926137292,"lin",21.7142857142857,0,"mean","absolute",0,1.76702367640497e-06,5,"03","07","no"
-141.50773441271,10,6,-2.38210583582387,0.189075792229211,NA,NA,224.740485763084,"lin",21.7142857142857,0,"mean","absolute",0,7.07076583315419e-07,5,"03","07","no"
-141.239542305708,4,3,-1.88375798102561,0.149674848196961,NA,NA,224.18447926726,"lin",21.7142857142857,0,"mean","absolute",0,6.1834275784188e-07,5,"03","07","no"
-141.114548860518,8,6,-3.75272557085936,0.298318354644471,NA,NA,253.265372591772,"lin",21.7142857142857,0,"mean","absolute",0,5.80881167792545e-07,5,"03","07","no"
-139.436470652325,11,3,-3.18353098114205,0.254724224316466,NA,NA,242.918842467149,"lin",21.7142857142857,0,"mean","absolute",0,2.51013595087079e-07,5,"03","07","no"
-138.876018952917,11,2,-3.41570829938801,0.273900736041073,NA,NA,249.356097874995,"lin",21.7142857142857,0,"mean","absolute",0,1.89669152491515e-07,5,"03","07","no"
-132.591822265669,14,7,-6.92064401273351,0.569070659848664,NA,NA,285.841117157372,"lin",21.7142857142857,0,"mean","absolute",0,8.19220348962501e-09,5,"03","07","no"
-130.538667646201,17,15,2.94360045110715,0.244096936546626,NA,NA,165.5106714034,"lin",21.7142857142857,0,"mean","absolute",0,2.93470107084808e-09,5,"03","07","no"
-130.136424544057,10,0,-3.46608077496462,0.287902854950375,NA,NA,256.32079181434,"lin",21.7142857142857,0,"mean","absolute",0,2.40003674397143e-09,5,"03","07","no"
-129.449348749868,11,6,-3.26312395359964,0.271820295823219,NA,NA,239.473689474537,"lin",21.7142857142857,0,"mean","absolute",0,1.70224190539325e-09,5,"03","07","no"
-127.96186769538,13,6,-3.83064433931976,0.321090324577196,NA,NA,243.470295761704,"lin",21.7142857142857,0,"mean","absolute",0,8.09131056325268e-10,5,"03","07","no"
-126.290785584546,13,3,-3.31128527686233,0.27952912216788,NA,NA,240.784046884708,"lin",21.7142857142857,0,"mean","absolute",0,3.50871425222754e-10,5,"03","07","no"
-126.182368614659,11,5,-3.65179959303325,0.308416896511642,NA,NA,248.596357065648,"lin",21.7142857142857,0,"mean","absolute",0,3.32357554740436e-10,5,"03","07","no"
-125.782086586342,15,7,-7.79436353725557,0.659408380002312,NA,NA,291.895935463197,"lin",21.7142857142857,0,"mean","absolute",0,2.72072982235979e-10,5,"03","07","no"
-124.925783907482,11,4,-3.48125215292247,0.295600383478795,NA,NA,247.030246415414,"lin",21.7142857142857,0,"mean","absolute",0,1.77313438934246e-10,5,"03","07","no"
-124.579103123709,8,3,-2.83377747478914,0.240981712041933,NA,NA,240.563883860852,"lin",21.7142857142857,0,"mean","absolute",0,1.49094243995559e-10,5,"03","07","no"
-124.38220453679,11,1,-3.43304315045416,0.292190997780739,NA,NA,252.375047943803,"lin",21.7142857142857,0,"mean","absolute",0,1.35115412763814e-10,5,"03","07","no"
-124.37593453307,9,0,-3.80069898382947,0.323491452752743,NA,NA,266.571657339064,"lin",21.7142857142857,0,"mean","absolute",0,1.34692488973323e-10,5,"03","07","no"
-122.205412566822,15,6,-6.36428009258368,0.546832355554477,NA,NA,273.867509861126,"lin",21.7142857142857,0,"mean","absolute",0,4.5500956039316e-11,5,"03","07","no"
-121.606109998998,13,2,-3.39114614443546,0.292143729715782,NA,NA,244.290946964759,"lin",21.7142857142857,0,"mean","absolute",0,3.37196938421279e-11,5,"03","07","no"
-121.452506856622,8,2,-3.08608560091531,0.266043316339365,NA,NA,247.710179262474,"lin",21.7142857142857,0,"mean","absolute",0,3.12269181006719e-11,5,"03","07","no"
-120.110077843348,16,8,-13.5637721814441,1.17628208359308,NA,NA,355.265859808574,"lin",21.7142857142857,0,"mean","absolute",0,1.59596869290104e-11,5,"03","07","no"
-118.99940497077,3,1,-3.21354614123904,0.28007565181122,NA,NA,263.508205050813,"lin",21.7142857142857,0,"mean","absolute",0,9.15893164794385e-12,5,"03","07","no"
-114.525279205447,12,3,-3.09255044484501,0.27510364552784,NA,NA,239.515249236111,"lin",21.7142857142857,0,"mean","absolute",0,9.77914199764343e-13,5,"03","07","no"
-113.891933069661,19,19,1.52741202935208,0.136275967840073,NA,NA,179.398251261446,"lin",21.7142857142857,0,"mean","absolute",0,7.12477881385058e-13,5,"03","07","no"
-112.820328781839,12,2,-3.2479769499993,0.291247663166131,NA,NA,244.311514873362,"lin",21.7142857142857,0,"mean","absolute",0,4.16941833508319e-13,5,"03","07","no"
-112.562599608121,4,1,-2.89576829355405,0.259981219898467,NA,NA,252.92812532219,"lin",21.7142857142857,0,"mean","absolute",0,3.66530646506444e-13,5,"03","07","no"
-112.296405247937,19,15,2.38685054741251,0.21456089280458,NA,NA,171.332597671061,"lin",21.7142857142857,0,"mean","absolute",0,3.20853604106673e-13,5,"03","07","no"
-111.135159642167,13,1,-3.41339072615977,0.308540475167881,NA,NA,247.303963634257,"lin",21.7142857142857,0,"mean","absolute",0,1.79533560000541e-13,5,"03","07","no"
-110.085357402064,14,6,-5.02468009711322,0.456482973279622,NA,NA,258.940222311932,"lin",21.7142857142857,0,"mean","absolute",0,1.06214542471433e-13,5,"03","07","no"
-107.604067216339,8,1,-3.2001601915108,0.294266199619981,NA,NA,252.914811465147,"lin",21.7142857142857,0,"mean","absolute",0,3.07169906027235e-14,5,"03","07","no"
-106.721418855809,14,3,-3.69288212699181,0.341058636036592,NA,NA,245.100966178753,"lin",21.7142857142857,0,"mean","absolute",0,1.97566819570162e-14,5,"03","07","no"
-106.713160899279,15,3,-4.08371110305961,0.377169366286413,NA,NA,248.53594212395,"lin",21.7142857142857,0,"mean","absolute",0,1.96752752255891e-14,5,"03","07","no"
-105.343991810862,15,2,-4.19549445325103,0.390150842962056,NA,NA,252.982244817278,"lin",21.7142857142857,0,"mean","absolute",0,9.92223539939295e-15,5,"03","07","no"
-104.483348092705,11,7,-2.79958764040465,0.261473150773811,NA,NA,231.698443678645,"lin",21.7142857142857,0,"mean","absolute",0,6.45242726074863e-15,5,"03","07","no"
-103.989032548425,16,6,-7.89879895987703,0.739575223760631,NA,NA,290.453818074173,"lin",21.7142857142857,0,"mean","absolute",0,5.03945835656642e-15,5,"03","07","no"
-103.434502906996,9,7,-1.95129180278783,0.183218764191388,NA,NA,220.696455160154,"lin",21.7142857142857,0,"mean","absolute",0,3.81917254026538e-15,5,"03","07","no"
-103.161358546146,10,7,-1.70985879932984,0.160773431519561,NA,NA,213.301072600304,"lin",21.7142857142857,0,"mean","absolute",0,3.3316297751573e-15,5,"03","07","no"
-103.003883277151,14,2,-3.74180062641511,0.352115296523405,NA,NA,248.259684332661,"lin",21.7142857142857,0,"mean","absolute",0,3.07936673934028e-15,5,"03","07","no"
