"deltaAICc","WindowOpen","WindowClose","ModelBeta","Std.Error","ModelBetaQ","ModelBetaC","ModelInt","Function","Furthest","Closest","Statistics","Type","K","ModWeight","sample.size","Reference.day","Reference.month","Randomised"
-130.338922742033,11,10,-1.90287824967165,0.157926007063661,NA,NA,238.126770419772,"lin",24.7142857142857,0,"mean","absolute",0,0.783668111036735,5,"21","07","no"
-127.580082120004,12,10,-1.77000159402478,0.148603284167413,NA,NA,231.407756712474,"lin",24.7142857142857,0,"mean","absolute",0,0.197268410639931,5,"21","07","no"
-122.386320598715,11,11,-1.31546389970837,0.11293775944443,NA,NA,224.98979072433,"lin",24.7142857142857,0,"mean","absolute",0,0.0146976046467136,5,"21","07","no"
-119.733325579853,12,8,-2.62389679713902,0.227933602651982,NA,NA,246.40450488305,"lin",24.7142857142857,0,"mean","absolute",0,0.00390082091445998,5,"21","07","no"
-114.307045342159,11,8,-3.08012844406728,0.274277333613354,NA,NA,257.984199283608,"lin",24.7142857142857,0,"mean","absolute",0,0.000258734433402785,5,"21","07","no"
-112.627980568314,13,9,-3.43827175502144,0.30859163844537,NA,NA,260.175686292477,"lin",24.7142857142857,0,"mean","absolute",0,0.00011175062150961,5,"21","07","no"
-111.331864839718,12,9,-2.10109405520688,0.189741952841884,NA,NA,237.601405099053,"lin",24.7142857142857,0,"mean","absolute",0,5.84523522430368e-05,5,"21","07","no"
-109.61755397633,2,1,3.65437883477155,0.332745148747275,NA,NA,107.386249673568,"lin",24.7142857142857,0,"mean","absolute",0,2.48052791406747e-05,5,"21","07","no"
-106.883235634526,13,10,-2.60098570061545,0.240023136140373,NA,NA,245.149728094792,"lin",24.7142857142857,0,"mean","absolute",0,6.32112581886961e-06,5,"21","07","no"
-104.772615997413,21,16,2.46416411600819,0.229809507570767,NA,NA,186.448210185364,"lin",24.7142857142857,0,"mean","absolute",0,2.20028634702832e-06,5,"21","07","no"
-103.075921720116,18,13,3.49878718034473,0.329125480337977,NA,NA,164.581672051297,"lin",24.7142857142857,0,"mean","absolute",0,9.41990933662828e-07,5,"21","07","no"
-103.056970977814,13,8,-3.49454436279733,0.328758271769891,NA,NA,260.920476591702,"lin",24.7142857142857,0,"mean","absolute",0,9.33107373924046e-07,5,"21","07","no"
-101.078757468343,12,11,-1.19507883406155,0.113585267268953,NA,NA,219.36802536928,"lin",24.7142857142857,0,"mean","absolute",0,3.4703079558126e-07,5,"21","07","no"
-101.056649404511,11,9,-2.29188345612047,0.217855253555605,NA,NA,244.668980920738,"lin",24.7142857142857,0,"mean","absolute",0,3.43215830311301e-07,5,"21","07","no"
-97.8458689327363,5,5,-1.38109076975191,0.13352908157013,NA,NA,231.332391548067,"lin",24.7142857142857,0,"mean","absolute",0,6.89215744691139e-08,5,"21","07","no"
-97.0346651025156,19,12,5.14266840254131,0.49939150868337,NA,NA,149.899942674657,"lin",24.7142857142857,0,"mean","absolute",0,4.59414307733811e-08,5,"21","07","no"
-96.2704052077552,20,16,2.34326276406954,0.228494641858768,NA,NA,185.652062737959,"lin",24.7142857142857,0,"mean","absolute",0,3.13507250307136e-08,5,"21","07","no"
-96.2617201254161,2,2,2.04601141633146,0.19951871505391,NA,NA,146.179765288435,"lin",24.7142857142857,0,"mean","absolute",0,3.12148783898674e-08,5,"21","07","no"
-95.6690076474824,5,4,-2.58514785404696,0.252911124071679,NA,NA,261.474926339443,"lin",24.7142857142857,0,"mean","absolute",0,2.32089647030993e-08,5,"21","07","no"
-93.9404284450602,19,13,2.88644392119476,0.285098442549035,NA,NA,173.37800519267,"lin",24.7142857142857,0,"mean","absolute",0,9.7791152277154e-09,5,"21","07","no"
-92.7899128777199,21,17,2.59771952332533,0.258240558442234,NA,NA,187.735275851497,"lin",24.7142857142857,0,"mean","absolute",0,5.50133741350611e-09,5,"21","07","no"
-92.1208006684046,12,7,-2.94548484634243,0.293922146435789,NA,NA,254.203687584133,"lin",24.7142857142857,0,"mean","absolute",0,3.93706343405007e-09,5,"21","07","no"
-90.4539412167933,19,16,2.29080376432896,0.230783709823065,NA,NA,184.808944469387,"lin",24.7142857142857,0,"mean","absolute",0,1.71087579172089e-09,5,"21","07","no"
-89.4426562431545,20,17,2.74006189328608,0.277667222638792,NA,NA,185.354409413081,"lin",24.7142857142857,0,"mean","absolute",0,1.03185990975924e-09,5,"21","07","no"
-86.1530057347391,21,13,2.4255021749498,0.25063263739029,NA,NA,181.008735761539,"lin",24.7142857142857,0,"mean","absolute",0,1.99196731376247e-10,5,"21","07","no"
-85.2891708992838,21,12,3.51354902427593,0.364968789818046,NA,NA,170.543056253888,"lin",24.7142857142857,0,"mean","absolute",0,1.29331065826802e-10,5,"21","07","no"
-85.003266727289,18,14,3.35604368998713,0.349216309185074,NA,NA,170.063251953514,"lin",24.7142857142857,0,"mean","absolute",0,1.12103598743411e-10,5,"21","07","no"
-84.7856599813331,14,9,-3.57924157895514,0.37293729123396,NA,NA,260.178941304906,"lin",24.7142857142857,0,"mean","absolute",0,1.00546475114668e-10,5,"21","07","no"
-83.1072213274529,15,9,-4.21735686475268,0.44400598651015,NA,NA,266.292722604088,"lin",24.7142857142857,0,"mean","absolute",0,4.34408712845273e-11,5,"21","07","no"
-82.6454171762143,21,14,2.43534005065891,0.257135402445771,NA,NA,183.402679486255,"lin",24.7142857142857,0,"mean","absolute",0,3.44841106473347e-11,5,"21","07","no"
-82.1367739483176,20,13,2.42210920453515,0.256557320458045,NA,NA,179.355332381313,"lin",24.7142857142857,0,"mean","absolute",0,2.67404404482631e-11,5,"21","07","no"
-81.7760519720878,16,16,1.11994737387938,0.118898877574096,NA,NA,189.889223173322,"lin",24.7142857142857,0,"mean","absolute",0,2.23274319539338e-11,5,"21","07","no"
-80.8899476932093,19,14,2.72694595787772,0.291141664488282,NA,NA,177.991412518466,"lin",24.7142857142857,0,"mean","absolute",0,1.43358574903259e-11,5,"21","07","no"
-80.2803653721676,20,12,3.71479308431068,0.398162783368869,NA,NA,166.330770421795,"lin",24.7142857142857,0,"mean","absolute",0,1.05695027470425e-11,5,"21","07","no"
-79.7502678789697,12,5,-2.41723005682902,0.259974326614385,NA,NA,246.786677464827,"lin",24.7142857142857,0,"mean","absolute",0,8.10859011999242e-12,5,"21","07","no"
