"cur_sp","variable","p-value","est","lat","lon"
"Fiddler<U+393C><U+3E32>s_Green_QURU_QURU","jj_apr_jun_jul",0.00101821321069156,-0.0425596277608311,37.7694333,-79.2415167
"Green_Ridge,_MD_CAOV","apr_jun_jul_apr",0.629749844544329,-0.00366400468049848,39.6569,-78.4005333333333
"Green_Ridge,_MD_CAOV","jj_apr_jun_jul",0.0124681163361253,-0.0325997852381603,39.6569,-78.4005333333333
"FRICK_CREEK_LITU","apr_jun_jul_apr",0.0904118671043906,-0.0155939453167691,34.76,-84.3
"FRICK_CREEK_LITU","jj_apr_jun_jul",0.179347901769316,-0.0166168645715098,34.76,-84.3
"Goose_Egg_FAGR","apr_jun_jul_apr",0.511899658110278,0.00458442237148366,43.069875,-73.286652
"Goose_Egg_FAGR","jj_apr_jun_jul",0.00415093373560956,-0.0393736380984055,43.069875,-73.286652
"Goodnow_Mtn_QURU","apr_jun_jul_apr",0.225838752495473,0.00906874790815367,43.9077167,-74.2180333
"Goodnow_Mtn_QURU","jj_apr_jun_jul",0.0544707584785418,-0.0273165761980014,43.9077167,-74.2180333
"Goose_Egg_Ridge,_NY_<U+393C><U+3E36>_QURU_QURU","apr_jun_jul_apr",0.0223753994863432,-0.0132781144408779,43.0683333333333,-73.29
"Goose_Egg_Ridge,_NY_<U+393C><U+3E36>_QURU_QURU","jj_apr_jun_jul",0.0305327731977959,-0.0242496734670267,43.0683333333333,-73.29
"Goose_Egg_Ridge,_NY_QUAL_QUAL","apr_jun_jul_apr",0.440717439960089,-0.00524405604031338,43.0683333333333,-73.29
"Goose_Egg_Ridge,_NY_QUAL_QUAL","jj_apr_jun_jul",0.000251183762904051,-0.0494530221410457,43.0683333333333,-73.29
"Goose_Egg_Ridge,_NY_QUAL_QUMO","apr_jun_jul_apr",0.197824636192773,-0.00907346404819738,43.0683333333333,-73.29
"Goose_Egg_Ridge,_NY_QUAL_QUMO","jj_apr_jun_jul",0.0119216023523183,-0.0344540323189748,43.0683333333333,-73.29
"Greenbrook_Sanctuary,_NJ_LITU_LITU","apr_jun_jul_apr",0.831305313512055,0.00938121436239886,40.9216,-73.9297
"Greenbrook_Sanctuary,_NJ_LITU_LITU","jj_apr_jun_jul",0.909394627542412,-0.00784983217398877,40.9216,-73.9297
"IA_Geo_QUAL","apr_jun_jul_apr",0.695285011580639,-0.00198876631747194,40.82469,-91.391817
"IA_Geo_QUAL","jj_apr_jun_jul",1.66485149980907e-14,-0.0643522705316151,40.82469,-91.391817
"IA_Lac_CAOV","apr_jun_jul_apr",0.148189168210905,0.00939526410860533,40.71661,-91.981867
"IA_Lac_CAOV","jj_apr_jun_jul",5.19883815810341e-05,-0.0385397767352139,40.71661,-91.981867
"IA_Lac_QUAL","apr_jun_jul_apr",0.774755105227859,-0.00149171613196684,40.71661,-91.981867
"IA_Lac_QUAL","jj_apr_jun_jul",1.61357186054355e-10,-0.0518563648933268,40.71661,-91.981867
"IA_Pal_CAOV","apr_jun_jul_apr",0.798353625095581,-0.00165176461675675,41.908174,-91.512774
"IA_Pal_CAOV","jj_apr_jun_jul",3.00365369110961e-05,-0.041486664186004,41.908174,-91.512774
"IA_Pal_QUAL","apr_jun_jul_apr",0.116346907361736,-0.00846429526616145,41.908174,-91.512774
"IA_Pal_QUAL","jj_apr_jun_jul",2.83051753246654e-07,-0.0432088217287587,41.908174,-91.512774
"IL_Bea_ACSA","apr_jun_jul_apr",0.0222930748856607,0.0196751329392015,38.349771,-87.828127
"IL_Bea_ACSA","jj_apr_jun_jul",8.89556557983886e-07,-0.0633222811613065,38.349771,-87.828127
"IL_Bea_FRAM","apr_jun_jul_apr",0.147302707135016,-0.00918833370010666,38.349771,-87.828127
"IL_Bea_FRAM","jj_apr_jun_jul",9.8955455493654e-07,-0.0473235872056821,38.349771,-87.828127
"IL_Bea_LITU","apr_jun_jul_apr",0.2497521088773,0.0107042054225153,38.349771,-87.828127
"IL_Bea_LITU","jj_apr_jun_jul",2.44850649312312e-06,-0.0658675807545715,38.349771,-87.828127
"IL_Bea_QUAL","apr_jun_jul_apr",0.837079805076615,0.00135303457564534,38.349771,-87.828127
"IL_Bea_QUAL","jj_apr_jun_jul",3.74474564362598e-07,-0.0507657766841293,38.349771,-87.828127
"IL_Bea_QURU","apr_jun_jul_apr",0.000567748462164231,0.0171455372800266,38.349771,-87.828127
"IL_Bea_QURU","jj_apr_jun_jul",3.05092936603563e-12,-0.0548359145980234,38.349771,-87.828127
"IL_Fer_LITU","apr_jun_jul_apr",0.545759976907496,0.00609646077409318,37.5294,-88.9828
"IL_Fer_LITU","jj_apr_jun_jul",9.22680598730727e-11,-0.101293012430188,37.5294,-88.9828
"IL_Fer_QUAL","apr_jun_jul_apr",0.631441020700423,-0.00277426733910803,37.5294,-88.9828
"IL_Fer_QUAL","jj_apr_jun_jul",7.9840114559725e-12,-0.0618069877421036,37.5294,-88.9828
"IL_Fox_ACSA","apr_jun_jul_apr",0.175402057671109,0.0141086816154394,39.395555,-88.161265
"IL_Fox_ACSA","jj_apr_jun_jul",3.07561740191953e-08,-0.0861189663126665,39.395555,-88.161265
"IL_Fox_CAOV","apr_jun_jul_apr",0.400910870267262,0.00546563710739409,39.395555,-88.161265
"IL_Fox_CAOV","jj_apr_jun_jul",0.000280526292564777,-0.0340079779578874,39.395555,-88.161265
"IL_Fox_QUAL","apr_jun_jul_apr",0.296316507967413,-0.00640610577250141,39.395555,-88.161265
"IL_Fox_QUAL","jj_apr_jun_jul",6.56084108816501e-11,-0.0616644860049636,39.395555,-88.161265
"IL_Gia_QUAL","apr_jun_jul_apr",0.873418377231367,0.00096259884918784,37.6,-89.2
"IL_Gia_QUAL","jj_apr_jun_jul",5.27611178943363e-11,-0.059945722051253,37.6,-89.2
"IL_Kic_ACSA","apr_jun_jul_apr",0.116083667866334,0.0115470382148855,40.138291,-87.745765
"IL_Kic_ACSA","jj_apr_jun_jul",4.86229274917779e-09,-0.0651785641899723,40.138291,-87.745765
"IL_Kic_CAOV","apr_jun_jul_apr",0.983374978598572,0.000138186103926993,40.138291,-87.745765
"IL_Kic_CAOV","jj_apr_jun_jul",9.91877218820583e-09,-0.057749047815079,40.138291,-87.745765
"IL_Kic_QUAL","apr_jun_jul_apr",0.470043585664679,-0.0046289640247417,40.138291,-87.745765
"IL_Kic_QUAL","jj_apr_jun_jul",2.19400624926803e-11,-0.067093013467369,40.138291,-87.745765
"IL_Lin_CAOV","apr_jun_jul_apr",0.525198266924059,0.00336988422436773,39.982858,-89.852411
"IL_Lin_CAOV","jj_apr_jun_jul",1.28790524319746e-08,-0.0456189582339173,39.982858,-89.852411
"IL_Lin_QUAL","apr_jun_jul_apr",0.468643682530892,-0.00433352703820033,39.982858,-89.852411
"IL_Lin_QUAL","jj_apr_jun_jul",2.51498608348518e-12,-0.0657159985167108,39.982858,-89.852411
"IL_Sta_QUAL","apr_jun_jul_apr",0.453089945510503,-0.00399347084176317,41.307161,-88.993812
"IL_Sta_QUAL","jj_apr_jun_jul",1.05347818004757e-07,-0.0451846558270703,41.307161,-88.993812
"IL_Sta_QURU","apr_jun_jul_apr",0.694480986938029,-0.00228303667444955,41.307161,-88.993812
"IL_Sta_QURU","jj_apr_jun_jul",2.00355772773712e-07,-0.0481488016056278,41.307161,-88.993812
"IN_Ben_ACSA","apr_jun_jul_apr",0.176271195200628,0.0117548598958132,41.664711,-86.508244
"IN_Ben_ACSA","jj_apr_jun_jul",1.93204074624287e-06,-0.0651492353455257,41.664711,-86.508244
"IN_Bro_QURU","apr_jun_jul_apr",0.669317992887738,0.00290944388720894,39.060237,-86.279252
"IN_Bro_QURU","jj_apr_jun_jul",1.3917745770432e-05,-0.0445169722612817,39.060237,-86.279252
"IN_Can_LITU","apr_jun_jul_apr",0.351332059576372,0.0071999795675929,41.126197,-85.109915
"IN_Can_LITU","jj_apr_jun_jul",6.64682489680446e-10,-0.0782425127755575,41.126197,-85.109915
"IN_Don_ACSA","apr_jun_jul_apr",0.20961659601508,0.0109848293115848,38.73,-86.42
"IN_Don_ACSA","jj_apr_jun_jul",8.48852822513166e-06,-0.0574624543591367,38.73,-86.42
"IN_Don_CAOV","apr_jun_jul_apr",0.216207930384752,0.00957074626968734,38.73,-86.42
"IN_Don_CAOV","jj_apr_jun_jul",1.74949181005488e-06,-0.0551815135079921,38.73,-86.42
"IN_Don_LITU","apr_jun_jul_apr",0.342239111345023,0.0103590956886682,38.73,-86.42
"IN_Don_LITU","jj_apr_jun_jul",0.000149985476924944,-0.0605480675653971,38.73,-86.42
"IN_Don_QUAL","apr_jun_jul_apr",0.633002659375107,-0.00308840867494127,38.73,-86.42
"IN_Don_QUAL","jj_apr_jun_jul",2.2949167416292e-08,-0.0551561217787184,38.73,-86.42
"IN_Don_QUVE","apr_jun_jul_apr",0.231111557619644,-0.00676477809936533,38.73,-86.42
"IN_Don_QUVE","jj_apr_jun_jul",4.45898565559906e-08,-0.0468954760330611,38.73,-86.42
"IN_Don_QURU","apr_jun_jul_apr",0.541077831855185,0.00339844279338551,38.73,-86.42
"IN_Don_QURU","jj_apr_jun_jul",2.66161207459068e-07,-0.0431608232312327,38.73,-86.42
"IN_Dou_QUAL","apr_jun_jul_apr",0.574352678600619,0.0032147020998335,41.518301,-84.866101
"IN_Dou_QUAL","jj_apr_jun_jul",2.16470946595627e-05,-0.0379759522539246,41.518301,-84.866101
"IN_Gin_LITU","apr_jun_jul_apr",0.203208090634612,0.0148254401522681,40.348062,-85.438848
"IN_Gin_LITU","jj_apr_jun_jul",1.08528648344695e-08,-0.104076570193048,40.348062,-85.438848
"IN_Hem_CAOV","apr_jun_jul_apr",0.350651026476646,0.00736965795853503,38.229087,-87.366519
"IN_Hem_CAOV","jj_apr_jun_jul",6.21830283755751e-07,-0.0584105224867191,38.229087,-87.366519
"IN_Hem_QUAL","apr_jun_jul_apr",0.83931289938456,-0.00149506110014156,38.229087,-87.366519
"IN_Hem_QUAL","jj_apr_jun_jul",1.48566241462672e-10,-0.072937846649049,38.229087,-87.366519
"IN_Hoo_CAOV","apr_jun_jul_apr",0.99418415727285,-5.68298385489844e-05,39.25,-86.89
"IN_Hoo_CAOV","jj_apr_jun_jul",1.61195174628157e-06,-0.0564291075444777,39.25,-86.89
"IN_Hoo_FRAM","apr_jun_jul_apr",0.250538262457295,-0.00872120818657171,39.25,-86.89
"IN_Hoo_FRAM","jj_apr_jun_jul",2.62239274953347e-06,-0.0535265910118671,39.25,-86.89
"IN_Hoo_LITU","apr_jun_jul_apr",0.43596737712767,0.00742385163600867,39.25,-86.89
"IN_Hoo_LITU","jj_apr_jun_jul",1.67726663923855e-05,-0.0611530627535364,39.25,-86.89
"IN_Hoo_QURU","apr_jun_jul_apr",0.140813364629263,0.00871212908216647,39.25,-86.89
"IN_Hoo_QURU","jj_apr_jun_jul",1.30587941749978e-05,-0.038351947971895,39.25,-86.89
"IN_Lat_ACSA","apr_jun_jul_apr",0.397387670736919,0.00647390327467147,39.158303,-86.493394
"IN_Lat_ACSA","jj_apr_jun_jul",2.02059619850784e-07,-0.0598292077792046,39.158303,-86.493394
"IN_Lat_LITU","apr_jun_jul_apr",0.411338530338352,0.0088609362661681,39.158303,-86.493394
"IN_Lat_LITU","jj_apr_jun_jul",2.23293175553596e-06,-0.0759738437336824,39.158303,-86.493394
"IN_Lil_ACSA","apr_jun_jul_apr",0.811590298613091,0.00202014792341763,39.2361,-86.2204
"IN_Lil_ACSA","jj_apr_jun_jul",0.021905509652753,-0.0278642179880898,39.2361,-86.2204
"IN_Lil_CAOV","apr_jun_jul_apr",0.75064022982463,0.00232634840585633,39.2361,-86.2204
"IN_Lil_CAOV","jj_apr_jun_jul",0.385498458573253,0.00905567360006481,39.2361,-86.2204
"IN_Lil_LITU","apr_jun_jul_apr",0.379226511196546,0.00803259346019023,39.2361,-86.2204
"IN_Lil_LITU","jj_apr_jun_jul",6.86462177093419e-08,-0.0749374510679426,39.2361,-86.2204
"IN_Lil_QUAL","apr_jun_jul_apr",0.82995273753721,-0.00158827801897052,39.2361,-86.2204
"IN_Lil_QUAL","jj_apr_jun_jul",1.93353965145611e-09,-0.0687569527515611,39.2361,-86.2204
"IN_Lil_QUMO","apr_jun_jul_apr",0.804792052088197,-0.00165341100053302,39.2361,-86.2204
"IN_Lil_QUMO","jj_apr_jun_jul",6.72906689155226e-06,-0.0449247443575515,39.2361,-86.2204
"IN_Lil_QUVE","apr_jun_jul_apr",0.882302021997467,0.00091743356691604,39.2361,-86.2204
"IN_Lil_QUVE","jj_apr_jun_jul",3.40159307868666e-07,-0.0477840807510632,39.2361,-86.2204
"IN_Mel_CAOV","apr_jun_jul_apr",0.913524380626656,0.000712963254150798,39.505057,-85.669107
"IN_Mel_CAOV","jj_apr_jun_jul",2.15974409510613e-06,-0.0471351508307723,39.505057,-85.669107
"IN_Mel_FRNI","apr_jun_jul_apr",0.857258310166933,-0.00114212182632472,39.505057,-85.669107
"IN_Mel_FRNI","jj_apr_jun_jul",3.40201045341116e-05,-0.0394016138066524,39.505057,-85.669107
"IN_Mel_QUMA","apr_jun_jul_apr",0.62770995237866,0.00263647248706676,39.505057,-85.669107
"IN_Mel_QUMA","jj_apr_jun_jul",1.43861769098523e-06,-0.039755476873891,39.505057,-85.669107
"IN_MMS_CAOV","apr_jun_jul_apr",0.34772909808592,0.00647526209942166,39.3232,-86.4131
"IN_MMS_CAOV","jj_apr_jun_jul",2.53462493736194e-06,-0.0482596256979284,39.3232,-86.4131
"IN_Opp_ACSA","apr_jun_jul_apr",0.799797264502685,0.00167951587451895,41.339479,-85.763455
"IN_Opp_ACSA","jj_apr_jun_jul",0.591369544689107,0.00542342853253119,41.339479,-85.763455
"IN_Opp_CAOV","apr_jun_jul_apr",0.289682468212702,0.00648753005710335,41.339479,-85.763455
"IN_Opp_CAOV","jj_apr_jun_jul",0.000439798775246975,-0.0336748541001445,41.339479,-85.763455
"IN_Opp_LITU","apr_jun_jul_apr",0.24472894477323,0.00978109568503977,41.339479,-85.763455
"IN_Opp_LITU","jj_apr_jun_jul",2.87638839883919e-05,-0.0556131539117298,41.339479,-85.763455
"IN_Opp_QURU","apr_jun_jul_apr",0.840324592796499,-0.00127814671304829,41.339479,-85.763455
"IN_Opp_QURU","jj_apr_jun_jul",0.586963353745656,-0.00525745409911715,41.339479,-85.763455
"IN_Pio_ACSA","apr_jun_jul_apr",0.27229019292121,0.00814103697378152,38.54,-86.45
"IN_Pio_ACSA","jj_apr_jun_jul",3.72885747950166e-07,-0.0566546545835669,38.54,-86.45
"IN_Pio_CAOV","apr_jun_jul_apr",0.824450438841583,0.00181554180624801,38.54,-86.45
"IN_Pio_CAOV","jj_apr_jun_jul",1.83452572358748e-06,-0.0588161239541658,38.54,-86.45
"IN_Pio_JUNI","apr_jun_jul_apr",0.132520596735921,0.0113806987203213,38.54,-86.45
"IN_Pio_JUNI","jj_apr_jun_jul",4.43119115414184e-11,-0.0779774370808841,38.54,-86.45
"IN_Pio_LITU","apr_jun_jul_apr",0.702277515626793,0.00302337332665805,38.54,-86.45
"IN_Pio_LITU","jj_apr_jun_jul",3.56936354883153e-09,-0.0723839711897309,38.54,-86.45
"IN_Pio_QUAL","apr_jun_jul_apr",0.301671731908402,-0.00640832544153613,38.54,-86.45
"IN_Pio_QUAL","jj_apr_jun_jul",1.02411277218565e-09,-0.059610898568443,38.54,-86.45
"IN_Pio_QURU","apr_jun_jul_apr",0.040724372481148,0.0116370590566838,38.54,-86.45
"IN_Pio_QURU","jj_apr_jun_jul",5.86124055286554e-11,-0.0583163299362802,38.54,-86.45
"IN_Sau_CAOV","apr_jun_jul_apr",0.668727594973431,-0.00328599489873569,38.37071,-87.717271
"IN_Sau_CAOV","jj_apr_jun_jul",1.06203409870606e-05,-0.0506331590482847,38.37071,-87.717271
"IN_Wes_LITU","apr_jun_jul_apr",0.0919964032387929,0.0178258653295003,37.984732,-87.512485
"IN_Wes_LITU","jj_apr_jun_jul",7.37317782597035e-07,-0.0776096829026799,37.984732,-87.512485
"Irish_Creek,_VA_QUAL","apr_jun_jul_apr",0.763994659434836,0.00218123015166565,37.6754666666667,-79.2880333333333
"Irish_Creek,_VA_QUAL","jj_apr_jun_jul",0.0278444631953192,-0.0295930058427085,37.6754666666667,-79.2880333333333
"Irish_Creek,_VA_QUMO","apr_jun_jul_apr",0.332138824863777,0.00950627874153874,37.6754666666667,-79.2880333333333
"Irish_Creek,_VA_QUMO","jj_apr_jun_jul",0.36195930248585,0.016066294578039,37.6754666666667,-79.2880333333333
"Blanton_Forest_QUAL","apr_jun_jul_apr",0.524645862365708,-0.00347699527510311,36.875187,-83.360369
"Blanton_Forest_QUAL","jj_apr_jun_jul",0.00281732396526912,-0.0294161886368562,36.875187,-83.360369
"Blanton_Forest_QUMO","apr_jun_jul_apr",0.889377251960376,-0.000750271576349246,36.875187,-83.360369
"Blanton_Forest_QUMO","jj_apr_jun_jul",0.0613614013900971,-0.0177411392383929,36.875187,-83.360369
"DanielBoone_London_District_LITU","apr_jun_jul_apr",0.448229001726827,-0.00684168190487856,37.13,-84.27
"DanielBoone_London_District_LITU","jj_apr_jun_jul",0.00581154325709303,-0.0410590093268462,37.13,-84.27
"MAMMOTH_CAVE_LITU","apr_jun_jul_apr",0.343295828653347,-0.00914163518363213,37.187032,-86.103961
"MAMMOTH_CAVE_LITU","jj_apr_jun_jul",0.000699615831417042,-0.0480848890843808,37.187032,-86.103961
"Hague,_Lake_George,_NY_QUVE_QUVE","apr_jun_jul_apr",0.621552122361958,-0.0038262679709205,43.6844,-73.6024666666667
"Hague,_Lake_George,_NY_QUVE_QUVE","jj_apr_jun_jul",0.00397375587737982,-0.0438944961324572,43.6844,-73.6024666666667
"HF_LyfordPlots_ACRU","apr_jun_jul_apr",0.291629787487683,-0.00707019682507414,42.53,-72.18
"HF_LyfordPlots_ACRU","jj_apr_jun_jul",0.130953103564484,-0.0172465335956709,42.53,-72.18
"HF_LyfordPlots_QURU","apr_jun_jul_apr",0.125376242706115,-0.00926159045581991,42.53,-72.18
"HF_LyfordPlots_QURU","jj_apr_jun_jul",0.951576424268985,0.000620076293732876,42.53,-72.18
"Lincoln_coln_Mtn_Sta._Forest,_NY_NYSY_NYSY","apr_jun_jul_apr",0.0940848263561325,0.00982900290225932,43.1746666666667,-73.8168333333333
"Lincoln_coln_Mtn_Sta._Forest,_NY_NYSY_NYSY","jj_apr_jun_jul",0.82924624398392,-0.00238973055709117,43.1746666666667,-73.8168333333333
"Lisha_Kill,_NY_CAGL_CAGL","apr_jun_jul_apr",0.617643264986071,-0.0029755107568533,42.7949666666667,-73.86005
"Lisha_Kill,_NY_CAGL_CAGL","jj_apr_jun_jul",4.83385183399013e-05,-0.0485372665403861,42.7949666666667,-73.86005
"Lisha_Kill,_NY_QUAL_QUAL","apr_jun_jul_apr",0.00771366733157731,-0.0153912247250475,42.7914666666667,-73.85855
"Lisha_Kill,_NY_QUAL_QUAL","jj_apr_jun_jul",0.0138286646697333,-0.027256713120196,42.7914666666667,-73.85855
"Black_Rock_Lucky_Streak_Red,_Black_Rock_Forest_QURU","apr_jun_jul_apr",0.946773090489936,0.000619548704031003,41.383,-74.017
"Black_Rock_Lucky_Streak_Red,_Black_Rock_Forest_QURU","jj_apr_jun_jul",0.000210390362310163,-0.0581516992113229,41.383,-74.017
"Mashomack_Preserve,_Long_Island,_NY_QUST","apr_jun_jul_apr",0.323106431198709,0.00776029333491253,41.0415,-72.2845333333333
"Mashomack_Preserve,_Long_Island,_NY_QUST","jj_apr_jun_jul",0.303280851439237,-0.0127190962057116,41.0415,-72.2845333333333
"MI_War_FAGR","apr_jun_jul_apr",0.12731189619921,0.0105803731143641,41.827776,-86.623331
"MI_War_FAGR","jj_apr_jun_jul",2.65395683572668e-09,-0.0671101440021293,41.827776,-86.623331
"Middleburgh,_Breglia_Cliffs,_NY_QUMO","apr_jun_jul_apr",0.6928395536819,0.00221520147910292,42.6085833333333,-74.31815
"Middleburgh,_Breglia_Cliffs,_NY_QUMO","jj_apr_jun_jul",0.000420795300570713,-0.0393149109603018,42.6085833333333,-74.31815
"MO_Bab_ACSA","apr_jun_jul_apr",0.0373042682903202,0.0174951440264114,38.620428,-90.694719
"MO_Bab_ACSA","jj_apr_jun_jul",3.81752228391457e-05,-0.0485712841810138,38.620428,-90.694719
"MO_Bab_CAOV","apr_jun_jul_apr",0.554277538919592,0.00429060162171971,38.620428,-90.694719
"MO_Bab_CAOV","jj_apr_jun_jul",2.72567671682001e-06,-0.0487856812228713,38.620428,-90.694719
"MO_Bab_QUAL","apr_jun_jul_apr",0.440992046960448,0.00416616246018519,38.620428,-90.694719
"MO_Bab_QUAL","jj_apr_jun_jul",1.34261681937527e-15,-0.0683700943819801,38.620428,-90.694719
"MO_Flu_ACSA","apr_jun_jul_apr",0.548414807485883,0.00582062134842486,38.7441,-92.2
"MO_Flu_ACSA","jj_apr_jun_jul",0.000240330254435576,-0.0471108342438743,38.7441,-92.2
"Mohawk_Trail_St._Forest,_MA_<U+393C><U+3E36>_QURU_QURU","apr_jun_jul_apr",0.570315766946957,-0.0208243638105708,42.0609,-72.3009
"Mohawk_Trail_St._Forest,_MA_<U+393C><U+3E36>_QURU_QURU","jj_apr_jun_jul",0.498878208338786,-0.0404536120158623,42.0609,-72.3009
"Mohonk_Preserve,_Bonticou_Crag,_NY_CAGL","apr_jun_jul_apr",0.62653077350981,0.00367149086033469,41.8012,-74.1056833333333
"Mohonk_Preserve,_Bonticou_Crag,_NY_CAGL","jj_apr_jun_jul",0.00181048458770155,-0.0406158094654939,41.8012,-74.1056833333333
"Mohonk_Preserve,_NY_LITU","apr_jun_jul_apr",0.0597479690284003,0.0164952495280809,41.7986333333333,-74.11255
"Mohonk_Preserve,_NY_LITU","jj_apr_jun_jul",0.0027704974378828,-0.0447682958963357,41.7986333333333,-74.11255
"Mohonk,_Lenape_Lane,_Mohonk_Presever,_NY_QUMO","apr_jun_jul_apr",0.367351278514591,-0.00658953097377657,41.7638,-74.12465
"Mohonk,_Lenape_Lane,_Mohonk_Presever,_NY_QUMO","jj_apr_jun_jul",0.00787299910515111,-0.0332425720952316,41.7638,-74.12465
"Mohonk,_Lenape_Lane,_Mohonk_Presever,_NY_QUVE","apr_jun_jul_apr",0.866348171685013,-0.00104543319676283,41.7638,-74.12465
"Mohonk,_Lenape_Lane,_Mohonk_Presever,_NY_QUVE","jj_apr_jun_jul",7.46571870964624e-05,-0.0431391676677294,41.7638,-74.12465
"Mohonk_Preserve,_NY_BELE","apr_jun_jul_apr",0.518858026324614,-0.023518058586333,41.7986333333333,-74.11255
"Mohonk_Preserve,_NY_BELE","jj_apr_jun_jul",0.843969517604794,-0.0119925745370144,41.7986333333333,-74.11255
"Montgomery_Place,_NY_LITU","apr_jun_jul_apr",0.00215376240006742,0.0260893478196198,42.0088,-73.91875
"Montgomery_Place,_NY_LITU","jj_apr_jun_jul",0.00400663860619736,-0.0453183355506048,42.0088,-73.91875
"Montgomery_Place,_NY_QUMO","apr_jun_jul_apr",0.806939877981722,-0.00285628060175706,42.0088,-73.91875
"Montgomery_Place,_NY_QUMO","jj_apr_jun_jul",0.954965120312635,0.00121976997123847,42.0088,-73.91875
"Montgomery_Place,_NY_QURU","apr_jun_jul_apr",0.7439837456512,0.00209103586634416,42.0088,-73.91875
"Montgomery_Place,_NY_QURU","jj_apr_jun_jul",0.0147603653525506,-0.0294321008276384,42.0088,-73.91875
"Mt._Agamenticus,_ME_QUMO","apr_jun_jul_apr",0.952278973851214,-0.000522760959341043,43.22805,-70.6892
"Mt._Agamenticus,_ME_QUMO","jj_apr_jun_jul",0.0197187147412853,-0.0292980331507835,43.22805,-70.6892
