"group","Location","Species","wood_type","tmn","tmx","Latitude","Longitude"
28,"Mohawk_Trail_St._Forest,_MA_<U+393C><U+3E36>_QURU","QURU","RP",1.46470591015126,13.9126052847059,"42.060899999999997","-72.3009"
29,"Lisha_Kill,_NY_CAGL","CAGL","RP",1.74369750783193,14.2714288205042,"42.794966666666667","-73.86005"
30,"Lisha_Kill,_NY_QUAL","QUAL","RP",1.74369750783193,14.2714288205042,"42.791466666666665","-73.85855"
31,"HF_LyfordPlots","QURU","RP",0.596638666554622,14.3882355080672,"42.53","-72.18"
31,"HF_LyfordPlots","QURU","RP",0.596638666554622,14.3882355080672,"42.53","-72.18"
32,"HF","QURU","RP",0.596638666554622,14.3882355080672,"42.5388","-72.1755"
33,"NorthRoundPondPlot2","FRAM","RP",0.596638666554622,14.3882355080672,"42.847709999999999","-72.4475"
34,"NorthRoundPondPlot3","QURU","RP",0.596638666554622,14.3882355080672,"42.844169999999998","-72.44976"
34,"NorthRoundPondPlot3","QURU","RP",0.596638666554622,14.3882355080672,"42.844169999999998","-72.44976"
34,"NorthRoundPondPlot3","QURU","RP",0.596638666554622,14.3882355080672,"42.844169999999998","-72.44976"
34,"NorthRoundPondPlot3","QURU","RP",0.596638666554622,14.3882355080672,"42.844169999999998","-72.44976"
35,"PA_Ala","QUAL","RP",2.96218493135294,14.6873952070588,"40.69","-77.75"
36,"PA_Ala","QURU","RP",2.96218493135294,14.6873952070588,"40.69","-77.75"
37,"IN_Dou","QUAL","RP",2.37310927872269,14.6941178658067,"41.518301000000001","-84.866101"
38,"Bronx,_Hunter_Island,_NY","QUST","RP",5.64537825302521,14.7907565531933,"40.875455600000002","-73.7900333"
39,"Montgomery_Place,_NY","QUMO","RP",1.97815128513445,14.8050422658824,"42.008800000000001","-73.91875"
39,"Montgomery_Place,_NY","QUMO","RP",1.97815128513445,14.8050422658824,"42.011366666666667","-73.9207333333333"
39,"Montgomery_Place,_NY","QUMO","RP",1.97815128513445,14.8050422658824,"42.011366666666667","-73.9207333333333"
40,"Montgomery_Place,_NY","QURU","RP",1.97815128513445,14.8050422658824,"42.008800000000001","-73.91875"
40,"Montgomery_Place,_NY","QURU","RP",1.97815128513445,14.8050422658824,"42.011366666666667","-73.9207333333333"
40,"Montgomery_Place,_NY","QURU","RP",1.97815128513445,14.8050422658824,"42.011366666666667","-73.9207333333333"
41,"RamsHornSwamp","QUAL","RP",1.97815128513445,14.8050422658824,"42.199420000000003","-73.864775"
41,"RamsHornSwamp","QUAL","RP",1.97815128513445,14.8050422658824,"42.199420000000003","-73.864775"
42,"OH_Gol","CAOV","RP",2.35882356545378,15.0579834934454,"41.553987999999997","-84.36205"
43,"OH_Gol","QUAL","RP",2.35882356545378,15.0579834934454,"41.553987999999997","-84.36205"
44,"OH_Joh","CAOV","RP",3.27394963240336,15.1369750709244,"40.880000000000003","-81.75"
45,"OH_Joh","QUAL","RP",3.27394963240336,15.1369750709244,"40.880000000000003","-81.75"
46,"OH_Joh","QURU","RP",3.27394963240336,15.1369750709244,"40.880000000000003","-81.75"
47,"Black_Rock_Blueberry_Fields,_Black_Rock_Forest","QURU","RP",2.65714290763025,15.2168069398319,"41.383000000000003","-74.017"
48,"Black_Rock_Lucky_Streak_Red,_Black_Rock_Forest","QURU","RP",2.65714290763025,15.2168069398319,"41.383000000000003","-74.017"
49,"Schunemunk","QUAL","RP",2.65714290763025,15.2168069398319,"41.376069999999999","-74.115522"
50,"UTTERTOWN","QURU","RP",2.65714290763025,15.2168069398319,"41.117066700000002","-74.4169833"
51,"Mohonk,_Lenape_Lane,_Mohonk_Presever,_NY","QUMO","RP",2.05294120846218,15.3000003097479,"41.763800000000003","-74.12465"
51,"Mohonk,_Lenape_Lane,_Mohonk_Presever,_NY","QUMO","RP",2.05294120846218,15.3000003097479,"41.789633333333335","-74.1256166666667"
52,"Mohonk,_Lenape_Lane,_Mohonk_Presever,_NY","QUVE","RP",2.05294120846218,15.3000003097479,"41.763800000000003","-74.12465"
52,"Mohonk,_Lenape_Lane,_Mohonk_Presever,_NY","QUVE","RP",2.05294120846218,15.3000003097479,"41.789633333333335","-74.1256166666667"
53,"Mohonk_Preserve,_Bonticou_Crag,_NY","CAGL","RP",2.05294120846218,15.3000003097479,"41.801199999999994","-74.1056833333333"
54,"Palmaghatt5","QUMO","RP",2.05294120846218,15.3000003097479,"41.705475","-74.251715"
54,"Palmaghatt5","QUMO","RP",2.05294120846218,15.3000003097479,"41.705475","-74.251715"
55,"Palmaghatt5","QURU","RP",2.05294120846218,15.3000003097479,"41.705475","-74.251715"
55,"Palmaghatt5","QURU","RP",2.05294120846218,15.3000003097479,"41.705475","-74.251715"
56,"IN_Opp","CAOV","RP",3.52689080478151,15.4151263026891,"41.339478999999997","-85.763455"
57,"IN_Opp","QURU","RP",3.52689080478151,15.4151263026891,"41.339478999999997","-85.763455"
58,"OH_Dav","QURU","RP",2.83193281543697,15.5571431461345,"40.137555999999996","-83.907942"
59,"IL_Sta","QUAL","RP",4.0151261109916,16.1546221089916,"41.307161000000001","-88.993812"
60,"IL_Sta","QURU","RP",4.0151261109916,16.1546221089916,"41.307161000000001","-88.993812"
61,"IA_Pal","CAOV","RP",3.79747904887395,16.5226894332773,"41.908174000000002","-91.512774"
62,"IA_Pal","QUAL","RP",3.79747904887395,16.5226894332773,"41.908174000000002","-91.512774"
63,"IN_Mel","CAOV","RP",4.64789922596639,16.8092440663025,"39.505057000000001","-85.669107"
64,"IN_Mel","FRNI","RP",4.64789922596639,16.8092440663025,"39.505057000000001","-85.669107"
65,"IN_Mel","QUMA","RP",4.64789922596639,16.8092440663025,"39.505057000000001","-85.669107"
66,"WV_Ced","QUMO","RP",2.67815129614286,17.1882356182353,"38.65","-79.3667"
67,"IA_Geo","QUAL","RP",4.53193286534454,17.2655465489916,"40.824689999999997","-91.391817"
68,"IA_Lac","CAOV","RP",4.83865552489916,17.3327734557143,"40.716610000000003","-91.981867"
69,"IA_Lac","QUAL","RP",4.83865552489916,17.3327734557143,"40.716610000000003","-91.981867"
70,"Green_Ridge,_MD","CAOV","RP",4.27310930779832,17.4647062591597,"39.6569","-78.4005333333333"
71,"IL_Kic","CAOV","RP",4.78067235734454,17.5084036487395,"40.138291000000002","-87.745765"
72,"IL_Kic","QUAL","RP",4.78067235734454,17.5084036487395,"40.138291000000002","-87.745765"
73,"Otter_Creek,_PA","QUAL","RP",4.13949588468067,17.6260508113445,"39.878466666666668","-76.3863666666667"
73,"Otter_Creek,_PA","QUAL","RP",4.13949588468067,17.6260508113445,"39.881033333333335","-76.3907333333333"
73,"Otter_Creek,_PA","QUAL","RP",4.13949588468067,17.6260508113445,"39.878466666666668","-76.3863666666667"
73,"Otter_Creek,_PA","QUAL","RP",4.13949588468067,17.6260508113445,"39.883333333333333","-76.38975"
74,"Otter_Creek,_PA","QURU","RP",4.13949588468067,17.6260508113445,"39.878466666666668","-76.3863666666667"
74,"Otter_Creek,_PA","QURU","RP",4.13949588468067,17.6260508113445,"39.881033333333335","-76.3907333333333"
74,"Otter_Creek,_PA","QURU","RP",4.13949588468067,17.6260508113445,"39.878466666666668","-76.3863666666667"
74,"Otter_Creek,_PA","QURU","RP",4.13949588468067,17.6260508113445,"39.883333333333333","-76.38975"
75,"Otter_Creek,_PA","QUVE","RP",4.13949588468067,17.6260508113445,"39.878466666666668","-76.3863666666667"
75,"Otter_Creek,_PA","QUVE","RP",4.13949588468067,17.6260508113445,"39.881033333333335","-76.3907333333333"
75,"Otter_Creek,_PA","QUVE","RP",4.13949588468067,17.6260508113445,"39.878466666666668","-76.3863666666667"
75,"Otter_Creek,_PA","QUVE","RP",4.13949588468067,17.6260508113445,"39.883333333333333","-76.38975"
76,"IN_Bro","QURU","RP",5.06218494691597,18.00672301,"39.060237000000001","-86.279252"
77,"IN_Lil","CAOV","RP",5.06218494691597,18.00672301,"39.2361","-86.2204"
78,"IN_Lil","QUAL","RP",5.06218494691597,18.00672301,"39.2361","-86.2204"
79,"IN_Lil","QUMO","RP",5.06218494691597,18.00672301,"39.2361","-86.2204"
80,"IN_Lil","QUVE","RP",5.06218494691597,18.00672301,"39.2361","-86.2204"
81,"IN_MMS","CAOV","RP",5.06218494691597,18.00672301,"39.3232","-86.4131"
82,"IN_MMS","QUAL","RP",5.06218494691597,18.00672301,"39.3232","-86.4131"
83,"IL_Lin","CAOV","RP",5.92184883705882,18.069748299916,"39.982858","-89.852411"
84,"IL_Lin","QUAL","RP",5.92184883705882,18.069748299916,"39.982858","-89.852411"
85,"OH_Rid","QUAL","RP",4.15294123745378,18.1260508193277,"39.349398999999998","-82.072414"
86,"OH_Rid","QUMO","RP",4.15294123745378,18.1260508193277,"39.349398999999998","-82.072414"
87,"MurphyTract","QUAL","RP",3.42857148968908,18.1554625441176,"39.262112999999999","-80.997378"
88,"IN_Hoo","CAOV","RP",5.34033621463866,18.3117650044538,"39.25","-86.89"
89,"IN_Hoo","FRAM","RP",5.34033621463866,18.3117650044538,"39.25","-86.89"
90,"IN_Hoo","QURU","RP",5.34033621463866,18.3117650044538,"39.25","-86.89"
91,"Bent_Creek","QUST","RP",4.32857148689076,18.5025213612605,"35.5","-82.6"
92,"Potomac_River,_Dranesville,_VA","QUMO","RP",5.26638664116807,18.5344541998319,"39.058116666666663","-77.3299166666667"
93,"IL_Fox","CAOV","RP",6.356302629,18.641176807479,"39.395555000000002","-88.161265"
94,"IL_Fox","QUAL","RP",6.356302629,18.641176807479,"39.395555000000002","-88.161265"
95,"NC_Lil","QUAL","RP",4.49495805213445,18.7168070835294,"35.031278","-83.257678"
96,"MO_Flu","CAOV","RP",6.8890757540084,19.0974794178992,"38.744100000000003","-92.2"
97,"MO_Flu","QUAL","RP",6.8890757540084,19.0974794178992,"38.744100000000003","-92.2"
98,"IN_Don","CAOV","RP",5.52100848952101,19.1109247832773,"38.729999999999997","-86.42"
99,"IN_Don","QUAL","RP",5.52100848952101,19.1109247832773,"38.729999999999997","-86.42"
100,"IN_Don","QURU","RP",5.52100848952101,19.1109247832773,"38.729999999999997","-86.42"
101,"IN_Don","QUVE","RP",5.52100848952101,19.1109247832773,"38.729999999999997","-86.42"
102,"IN_Pio","CAOV","RP",5.52100848952101,19.1109247832773,"38.54","-86.45"
103,"IN_Pio","QUAL","RP",5.52100848952101,19.1109247832773,"38.54","-86.45"
104,"IN_Pio","QURU","RP",5.52100848952101,19.1109247832773,"38.54","-86.45"
105,"MO_Bab","CAOV","RP",7.33613454191597,19.2193280935294,"38.620427999999997","-90.694719"
106,"MO_Bab","QUAL","RP",7.33613454191597,19.2193280935294,"38.620427999999997","-90.694719"
107,"IL_Bea","FRAM","RP",7.31764717458824,19.2235297183193,"38.349770999999997","-87.828127"
108,"IL_Bea","QUAL","RP",7.31764717458824,19.2235297183193,"38.349770999999997","-87.828127"
109,"IN_Sau","CAOV","RP",7.31764717458824,19.2235297183193,"38.370710000000003","-87.717271"
110,"IN_Sau","QUPA","RP",7.31764717458824,19.2235297183193,"38.370710000000003","-87.717271"
111,"NC_Joy","QURU","RP",5.2689076652437,19.399160015126,"35.358468000000002","-83.930323"
112,"NC_Sho","QURU","RP",5.30420175219328,19.6159668032773,"35.598030000000001","-83.422387"
113,"TN_Gre","QUMO","RP",5.30420175219328,19.6159668032773,"35.706690999999999","-83.33878"
114,"Blanton_Forest","QUAL","RP",5.65630263039496,19.767227307479,"36.875186999999997","-83.360369"
114,"Blanton_Forest","QUAL","RP",5.65630263039496,19.767227307479,"36.875186999999997","-83.360369"
114,"Blanton_Forest","QUAL","RP",5.65630263039496,19.767227307479,"36.875186999999997","-83.360369"
115,"Blanton_Forest","QUMO","RP",5.65630263039496,19.767227307479,"36.875186999999997","-83.360369"
115,"Blanton_Forest","QUMO","RP",5.65630263039496,19.767227307479,"36.875186999999997","-83.360369"
115,"Blanton_Forest","QUMO","RP",5.65630263039496,19.767227307479,"36.875186999999997","-83.360369"
116,"IN_Hem","CAOV","RP",7.34873962794958,19.7991601141176,"38.229087","-87.366519"
117,"IN_Hem","QUAL","RP",7.34873962794958,19.7991601141176,"38.229087","-87.366519"
118,"Bear_Island,_MD","CAGL","RP",7.00420179889076,19.7991601460504,"38.984566666666666","-77.2423166666667"
118,"Bear_Island,_MD","CAGL","RP",7.00420179889076,19.7991601460504,"38.989266666666666","-77.2458"
119,"SCBI","CACO","RP",5.00689662119828,19.8094830993103,"38.8935","-78.1454"
120,"SCBI","CAGL","RP",5.00689662119828,19.8094830993103,"38.8935","-78.1454"
121,"SCBI","CAOV","RP",5.00689662119828,19.8094830993103,"38.8935","-78.1454"
122,"SCBI","CATO","RP",5.00689662119828,19.8094830993103,"38.8935","-78.1454"
123,"SCBI","FRAM","RP",5.00689662119828,19.8094830993103,"38.8935","-78.1454"
124,"SCBI","FRNI","RP",5.00689662119828,19.8094830993103,"38.8935","-78.1454"
125,"SCBI","QUAL","RP",5.00689662119828,19.8094830993103,"38.8935","-78.1454"
126,"SCBI","QUPR","RP",5.00689662119828,19.8094830993103,"38.8935","-78.1454"
127,"SCBI","QURU","RP",5.00689662119828,19.8094830993103,"38.8935","-78.1454"
128,"SCBI","QUVE","RP",5.00689662119828,19.8094830993103,"38.8935","-78.1454"
129,"Blue_Ridge_Parkway/Patty's_Oaks_update","QUMO","RP",5.06722697085714,19.8554626494958,"37.536433333333335","-79.4948833333333"
130,"Fiddler<U+393C><U+3E32>s_Green,_VA_CAOV","CAOV","RP",5.06722697085714,19.8554626494958,NA,NA
131,"Fiddler<U+393C><U+3E32>s_Green_QURU","QURU","RP",5.06722697085714,19.8554626494958,NA,NA
132,"Irish_Creek,_VA","QUAL","RP",5.06722697085714,19.8554626494958,"37.675466666666665","-79.2880333333333"
132,"Irish_Creek,_VA","QUAL","RP",5.06722697085714,19.8554626494958,"37.674866666666667","-79.2841333333333"
133,"Irish_Creek,_VA","QUMO","RP",5.06722697085714,19.8554626494958,"37.675466666666665","-79.2880333333333"
133,"Irish_Creek,_VA","QUMO","RP",5.06722697085714,19.8554626494958,"37.674866666666667","-79.2841333333333"
134,"Mt_Pleasant,_VA","CAGL","RP",5.06722697085714,19.8554626494958,"37.735050000000001","-79.2239666666667"
134,"Mt_Pleasant,_VA","CAGL","RP",5.06722697085714,19.8554626494958,"37.730766666666668","-79.2238833333333"
135,"Mt_Pleasant,_VA","QUVE","RP",5.06722697085714,19.8554626494958,"37.735050000000001","-79.2239666666667"
135,"Mt_Pleasant,_VA","QUVE","RP",5.06722697085714,19.8554626494958,"37.730766666666668","-79.2238833333333"
136,"IL_Fer","QUAL","RP",7.63361360236975,20.577311329916,"37.529400000000003","-88.9828"
137,"IL_Gia","QUAL","RP",7.57899171956303,20.5966391105042,"37.6","-89.2"
138,"TN_Chi","QUAL","RP",6.67899169841176,20.9857146705042,"35.689200999999997","-83.61108"
139,"Big_Canoe","QUAL","RP",8.69159675631933,21.9806725786555,"34.475662999999997","-84.329251"
140,"ThreePonds","CATO","RP",9.17983210942857,22.2647063294118," 36.670247","-89.127605"
141,"SIPSEY_WILDERNESS","CAGL","RP",9.51344554931933,22.9159667378151,"34.357419","-87.427427"
141,"SIPSEY_WILDERNESS","CAGL","RP",9.51344554931933,22.9159667378151,"34.357419","-87.427427"
142,"MI_Flu","ACRU","DP",-1.48823532361345,10.0554623400504,"45.559800000000003","-84.7138"
143,"MI_Flu","POGR","DP",-1.48823532361345,10.0554623400504,"45.559800000000003","-84.7138"
144,"Goose_Egg","FAGR","DP",-0.58991597412605,12.4747901156218,"43.069875000000003","-73.286652"
144,"Goose_Egg","FAGR","DP",-0.58991597412605,12.4747901156218,"43.069875000000003","-73.286652"
144,"Goose_Egg","FAGR","DP",-0.58991597412605,12.4747901156218,"43.069875000000003","-73.286652"
145,"Lincoln_coln_Mtn_Sta._Forest,_NY_NYSY","NYSY","DP",0.289915971470588,13.0176473095882,"43.174666666666667","-73.8168333333333"
145,"Lincoln_coln_Mtn_Sta._Forest,_NY_NYSY","NYSY","DP",0.289915971470588,13.0176473095882,"43.174666666666667","-73.8168333333333"
146,"Prospect_Mtn._ADKs,_NY","BELE","DP",0.289915971470588,13.0176473095882,"43.417499999999997","-73.729"
147,"HF","ACRU","DP",0.596638666554622,14.3882355080672,"42.5388","-72.1755"
148,"HF","BEAL","DP",0.596638666554622,14.3882355080672,"42.5388","-72.1755"
149,"HF_LyfordPlots","ACRU","DP",0.596638666554622,14.3882355080672,"42.53","-72.18"
149,"HF_LyfordPlots","ACRU","DP",0.596638666554622,14.3882355080672,"42.53","-72.18"
150,"NorthRoundPondPlot1","ACSA","DP",0.596638666554622,14.3882355080672,"42.845140000000001","-72.4473"
150,"NorthRoundPondPlot1","ACSA","DP",0.596638666554622,14.3882355080672,"42.845140000000001","-72.4473"
151,"NorthRoundPondPlot1","FAGR","DP",0.596638666554622,14.3882355080672,"42.845140000000001","-72.4473"
151,"NorthRoundPondPlot1","FAGR","DP",0.596638666554622,14.3882355080672,"42.845140000000001","-72.4473"
152,"NorthRoundPondPlot3","ACRU","DP",0.596638666554622,14.3882355080672,"42.844169999999998","-72.44976"
152,"NorthRoundPondPlot3","ACRU","DP",0.596638666554622,14.3882355080672,"42.844169999999998","-72.44976"
152,"NorthRoundPondPlot3","ACRU","DP",0.596638666554622,14.3882355080672,"42.844169999999998","-72.44976"
152,"NorthRoundPondPlot3","ACRU","DP",0.596638666554622,14.3882355080672,"42.844169999999998","-72.44976"
153,"NorthRoundPondPlot3","BELE","DP",0.596638666554622,14.3882355080672,"42.844169999999998","-72.44976"
153,"NorthRoundPondPlot3","BELE","DP",0.596638666554622,14.3882355080672,"42.844169999999998","-72.44976"
153,"NorthRoundPondPlot3","BELE","DP",0.596638666554622,14.3882355080672,"42.844169999999998","-72.44976"
153,"NorthRoundPondPlot3","BELE","DP",0.596638666554622,14.3882355080672,"42.844169999999998","-72.44976"
154,"IN_Ben","ACSA","DP",3.58319336226891,14.6420170510168,"41.664710999999997","-86.508244"
155,"MI_War","FAGR","DP",3.58319336226891,14.6420170510168,"41.827776","-86.623331"
156,"PA_Ala","LITU","DP",2.96218493135294,14.6873952070588,"40.69","-77.75"
157,"Montgomery_Place,_NY","LITU","DP",1.97815128513445,14.8050422658824,"42.008800000000001","-73.91875"
157,"Montgomery_Place,_NY","LITU","DP",1.97815128513445,14.8050422658824,"42.011366666666667","-73.9207333333333"
157,"Montgomery_Place,_NY","LITU","DP",1.97815128513445,14.8050422658824,"42.011366666666667","-73.9207333333333"
158,"Mohonk_Preserve,_NY","BELE","DP",2.05294120846218,15.3000003097479,"41.798633333333335","-74.11255"
158,"Mohonk_Preserve,_NY","BELE","DP",2.05294120846218,15.3000003097479,"41.809999999999995","-74.09905"
159,"Mohonk_Preserve,_NY","LITU","DP",2.05294120846218,15.3000003097479,"41.798633333333335","-74.11255"
159,"Mohonk_Preserve,_NY","LITU","DP",2.05294120846218,15.3000003097479,"41.809999999999995","-74.09905"
160,"Palmaghatt1","BEAL","DP",2.05294120846218,15.3000003097479,"41.710008000000002","-74.247273"
160,"Palmaghatt1","BEAL","DP",2.05294120846218,15.3000003097479,"41.710008000000002","-74.247273"
161,"IN_Can","LITU","DP",3.49663873227731,15.3554624578992,"41.126196999999998","-85.109915"
162,"IN_Opp","ACSA","DP",3.52689080478151,15.4151263026891,"41.339478999999997","-85.763455"
163,"IN_Opp","LITU","DP",3.52689080478151,15.4151263026891,"41.339478999999997","-85.763455"
164,"IN_Gin","LITU","DP",3.68151267238655,15.5462187827731,"40.348061999999999","-85.438848"
165,"OH_Dav","LITU","DP",2.83193281543697,15.5571431461345,"40.137555999999996","-83.907942"
166,"OH_Heu","FAGR","DP",4.35294125105882,16.6000003001681,"39.578251999999999","-84.738961"
167,"OH_Heu","LITU","DP",4.35294125105882,16.6000003001681,"39.578251999999999","-84.738961"
168,"IN_Mel","ACSA","DP",4.64789922596639,16.8092440663025,"39.505057000000001","-85.669107"
169,"IN_Mel","LITU","DP",4.64789922596639,16.8092440663025,"39.505057000000001","-85.669107"
170,"IL_Kic","ACSA","DP",4.78067235734454,17.5084036487395,"40.138291000000002","-87.745765"
171,"Otter_Creek,_PA","LITU","DP",4.13949588468067,17.6260508113445,"39.878466666666668","-76.3863666666667"
171,"Otter_Creek,_PA","LITU","DP",4.13949588468067,17.6260508113445,"39.881033333333335","-76.3907333333333"
171,"Otter_Creek,_PA","LITU","DP",4.13949588468067,17.6260508113445,"39.878466666666668","-76.3863666666667"
171,"Otter_Creek,_PA","LITU","DP",4.13949588468067,17.6260508113445,"39.883333333333333","-76.38975"
172,"IN_Lat","ACSA","DP",5.06218494691597,18.00672301,"39.158302999999997","-86.493394"
173,"IN_Lat","LITU","DP",5.06218494691597,18.00672301,"39.158302999999997","-86.493394"
174,"IN_Lil","ACSA","DP",5.06218494691597,18.00672301,"39.2361","-86.2204"
175,"IN_Lil","LITU","DP",5.06218494691597,18.00672301,"39.2361","-86.2204"
176,"IN_MMS","ACSA","DP",5.06218494691597,18.00672301,"39.3232","-86.4131"
177,"IN_MMS","LITU","DP",5.06218494691597,18.00672301,"39.3232","-86.4131"
178,"IL_Lin","ACSA","DP",5.92184883705882,18.069748299916,"39.982858","-89.852411"
179,"OH_Rid","LITU","DP",4.15294123745378,18.1260508193277,"39.349398999999998","-82.072414"
180,"IN_Hoo","LITU","DP",5.34033621463866,18.3117650044538,"39.25","-86.89"
181,"IL_Fox","ACSA","DP",6.356302629,18.641176807479,"39.395555000000002","-88.161265"
182,"MO_Flu","ACSA","DP",6.8890757540084,19.0974794178992,"38.744100000000003","-92.2"
183,"IN_Don","ACSA","DP",5.52100848952101,19.1109247832773,"38.729999999999997","-86.42"
184,"IN_Don","LITU","DP",5.52100848952101,19.1109247832773,"38.729999999999997","-86.42"
185,"IN_Pio","ACSA","DP",5.52100848952101,19.1109247832773,"38.54","-86.45"
186,"IN_Pio","LITU","DP",5.52100848952101,19.1109247832773,"38.54","-86.45"
187,"MO_Bab","ACSA","DP",7.33613454191597,19.2193280935294,"38.620427999999997","-90.694719"
188,"IL_Bea","ACSA","DP",7.31764717458824,19.2235297183193,"38.349770999999997","-87.828127"
189,"IL_Bea","LITU","DP",7.31764717458824,19.2235297183193,"38.349770999999997","-87.828127"
190,"NC_Joy","LITU","DP",5.2689076652437,19.399160015126,"35.358468000000002","-83.930323"
191,"TN_Boo","LITU","DP",5.30420175219328,19.6159668032773,"35.621211000000002","-83.086317"
192,"TN_Por","LITU","DP",5.30420175219328,19.6159668032773,"35.677073","-83.397134"
193,"TN_Rai","LITU","DP",5.30420175219328,19.6159668032773,"35.664957000000001","-83.463175"
194,"IN_Hem","ACSA","DP",7.34873962794958,19.7991601141176,"38.229087","-87.366519"
195,"SCBI","FAGR","DP",5.00689662119828,19.8094830993103,"38.8935","-78.1454"
196,"SCBI","LITU","DP",5.00689662119828,19.8094830993103,"38.8935","-78.1454"
197,"Fiddler<U+393C><U+3E32>s_Green,_VA_LITU","LITU","DP",5.06722697085714,19.8554626494958,NA,NA
198,"Fiddler<U+393C><U+3E32>s_Green,_VA_MAAC","MAAC","DP",5.06722697085714,19.8554626494958,NA,NA
199,"IN_Wes","LITU","DP",7.78319336984034,20.1210087993277,"37.984732000000001","-87.512485"
200,"DanielBoone_London_District","FAGR","DP",5.92857152677311,20.2983197268908,"37.130000000000003","-84.27"
200,"DanielBoone_London_District","FAGR","DP",5.92857152677311,20.2983197268908,"37.130000000000003","-84.27"
200,"DanielBoone_London_District","FAGR","DP",5.92857152677311,20.2983197268908,"37.130000000000003","-84.27"
201,"DanielBoone_London_District","LITU","DP",5.92857152677311,20.2983197268908,"37.130000000000003","-84.27"
201,"DanielBoone_London_District","LITU","DP",5.92857152677311,20.2983197268908,"37.130000000000003","-84.27"
201,"DanielBoone_London_District","LITU","DP",5.92857152677311,20.2983197268908,"37.130000000000003","-84.27"
202,"MAMMOTH_CAVE","LITU","DP",7.27563038386555,20.4873953651261,"37.187032000000002","-86.103961"
