"term","estimate","std.error","conf.low","conf.high"
<<<<<<< Updated upstream
"(Intercept)",48.3961704688627,8.09093449383636,35.3101947402845,61.6512134367054
"wood_typering-porous",38.1161038011972,10.5616614743044,20.7086501099571,55.3477737357194
"wood_typediffuse-porous:climwinmean",-0.564060628056964,0.337355521427499,-1.11543199373851,-0.0132444745632664
"wood_typering-porous:climwinmean",-1.25654606360282,0.292292678670121,-1.73472531531365,-0.777886608094037
=======
"(Intercept)",49.4481957396661,8.2376034963566,36.039586520811,62.8214341050192
"wood_typering-porous",39.0708835308672,10.6975520036822,21.3858373040808,56.5475013744686
"wood_typediffuse-porous:climwinmean",-0.608339830942703,0.342106652470368,-1.16350978215138,-0.0436153791332224
"wood_typering-porous:climwinmean",-1.31924690107323,0.290589963020218,-1.7936446104892,-0.846077461974809
>>>>>>> Stashed changes
