"term","estimate","std.error","conf.low","conf.high"
"(Intercept)",0.371865127954447,0.035341484149265,0.313362537912072,0.429125236587893
"wood_typering-porous",0.116870345518331,0.0487826470624828,0.0371446524380614,0.198535339430793
"wood_typediffuse-porous:climwinmean",-0.00371421026208552,0.00384405503681882,-0.0099980658930534,0.0026797078698834
"wood_typering-porous:climwinmean",-0.00851408949479788,0.00418376922101621,-0.0152930130252118,-0.00163906860389525
