"term","estimate","std.error","conf.low","conf.high"
<<<<<<< Updated upstream
"(Intercept)",43.8095669912516,11.4699147414105,25.1511660319746,62.5408169407513
"wood_typering-porous",5.64874900692381,11.4668663819997,-13.4025313616401,24.6340618866856
"wood_typediffuse-porous:climwinmean",-0.452453760202929,0.59295737819585,-1.41976483715689,0.506227743319375
"wood_typering-porous:climwinmean",0.514693389887926,0.123106860583882,0.316648084395879,0.717437042871531
=======
"(Intercept)",41.3175264394073,11.469173135113,22.4998020026183,59.9073715847018
"wood_typering-porous",-3.00483687545896,11.6414292901407,-21.9024995956712,16.2661791122522
"wood_typediffuse-porous:climwinmean",-0.321316725592001,0.586498620419003,-1.27360475385731,0.647318368537223
"wood_typering-porous:climwinmean",1.60581222722436,0.182645182675934,1.30259298455817,1.90913434210928
>>>>>>> Stashed changes
