"term","estimate","std.error","conf.low","conf.high"
"(Intercept)",191.000971729442,1.76909862409625,188.045805280899,193.936697811196
"wood_typering-porous",-21.2984810195439,2.7073044837556,-25.688825799244,-16.8439881778929
"wood_typediffuse-porous:climwinmean",-1.30834521287276,0.263263171439639,-1.74652113662404,-0.87323294810259
"wood_typering-porous:climwinmean",-1.53549106963548,0.352441072931185,-2.09945444467734,-0.97423268393809
