"term","estimate","std.error","conf.low","conf.high"
"(Intercept)",183.736901974586,2.26392725554806,180.010481001087,187.336685850173
"wood_typering-porous",-21.6657818139595,3.34468875920304,-27.111480927046,-16.1667111297678
"wood_typediffuse-porous:climwinmean",-1.8591290745668,0.338959457950444,-2.41239913668643,-1.30291456201491
"wood_typering-porous:climwinmean",-1.68806104996337,0.376964106721333,-2.31747450616252,-1.06893479731691
