"term","estimate","std.error","conf.low","conf.high"
"(Intercept)",46.7998102450013,1.99931282000337,43.5079909586355,50.0231073516823
"wood_typering-porous",21.9322449762854,3.11791386450597,16.7511795776282,26.9193774271639
"wood_typediffuse-porous:climwinmean",-2.01085054416468,0.333048685914884,-2.55508184527753,-1.46771495082716
"wood_typering-porous:climwinmean",-2.49555223745219,0.412720344353039,-3.17549705822865,-1.81824142417484
