"term","estimate","std.error","conf.low","conf.high"
"(Intercept)",0.501596103519634,0.0889157540889041,0.354945412980576,0.649709946682822
"wood_typering-porous",0.0964600157172732,0.123112342176538,-0.107764794942205,0.297741250180854
"wood_typediffuse-porous:climwinmean",-0.00719768572210787,0.00445565013636507,-0.0145708000410636,7.72177942159155e-05
"wood_typering-porous:climwinmean",-0.0084102038160669,0.00419720092589965,-0.0153572777411467,-0.00154574996324541
