"term","estimate","std.error","conf.low","conf.high"
"(Intercept)",22.395684488876,10.0675146770474,5.9969305234642,38.6577348622323
"wood_typering-porous",20.7471813083535,10.5980666969893,2.92182019792942,38.3487823602668
"wood_typediffuse-porous:climwinmean",0.822123230242779,0.603835870557017,-0.151908930700567,1.81714246278045
"wood_typering-porous:climwinmean",0.875481279901055,0.266750584851024,0.449034310007147,1.31827729804755
