"term","estimate","std.error","conf.low","conf.high"
<<<<<<< Updated upstream
"(Intercept)",202.073387918123,9.15808921814175,187.402443589174,216.777710024707
"wood_typering-porous",-90.5991627946132,11.7300535421838,-109.591423029405,-70.7542251844975
"wood_typediffuse-porous:climwinmean",-1.24876202151473,0.380719500327225,-1.85766716314028,-0.635337374665623
"wood_typering-porous:climwinmean",1.36854112321653,0.314223189795873,0.838267145471874,1.88798289871773
=======
"(Intercept)",199.696255820653,9.86520151743131,183.260305039728,215.690812241551
"wood_typering-porous",-93.9006983161071,12.9855504276656,-115.178241519877,-72.8308449157761
"wood_typediffuse-porous:climwinmean",-1.15701726235243,0.417258616396726,-1.8192659977085,-0.469149529443967
"wood_typering-porous:climwinmean",1.57997413011445,0.345781799309362,1.00833486668869,2.1637876756589
>>>>>>> Stashed changes
