"term","estimate","std.error","conf.low","conf.high"
<<<<<<< Updated upstream
"(Intercept)",36.4431745553223,2.41667094134809,32.5113071977372,40.4035756361029
"wood_typering-porous",27.9388109200793,17.0543281820077,-0.196190226973971,56.6901343592324
"wood_typediffuse-porous:climwinmean",-0.106866112511169,0.124957241644637,-0.310776805608006,0.0930478076868338
"wood_typering-porous:climwinmean",-0.976008333429989,1.28586422837542,-3.16703971280417,1.131399709237
=======
"(Intercept)",-33.21006889667,5.56251607130326,-42.4083391909146,-24.1646161033082
"wood_typering-porous",83.9406054818692,16.6631152230156,56.1892890841306,111.713339713469
"wood_typediffuse-porous:climwinmean",3.42870948393263,0.277340880226467,2.97465966249605,3.88851232834203
"wood_typering-porous:climwinmean",0.0477942338279465,1.21343285861034,-1.98779251517992,2.07260892586189
>>>>>>> Stashed changes
