"coefficient","mean","sd","2.5%","97.5%"
"y1|(Intercept)",209.393297561938,8.67541618155212,192.077885419685,226.08860070003
"y1|wood_typering-porous",-69.0095769615017,9.3908468343933,-86.5870287510934,-50.0484574076715
"y1|wood_typediffuse-porous:climwinmean",-3.3282240455113,0.521958981143031,-4.36212984551014,-2.2749766442933
"y1|wood_typering-porous:climwinmean",-1.19249876267025,0.23033515232996,-1.6325273433226,-0.728415927007336
"y2|(Intercept)",219.54221177021,7.29470329745244,205.444939564064,233.697722560851
"y2|wood_typering-porous",-57.3838545742057,7.96484597728536,-73.2485261391228,-41.3236023424989
"y2|wood_typediffuse-porous:climwinmean",-2.86156553159761,0.436903457382342,-3.72765446213941,-2.02124631126247
"y2|wood_typering-porous:climwinmean",-0.780538542298374,0.206286378749361,-1.16628379013554,-0.385817763537502
"y3|(Intercept)",229.657913971966,9.17926077932092,212.48196165374,248.010224483426
"y3|wood_typering-porous",-46.0702937709097,10.0785210203183,-65.769476587908,-27.117600513442
"y3|wood_typediffuse-porous:climwinmean",-2.39075641423169,0.550985551720474,-3.49723442022569,-1.35162120176192
"y3|wood_typering-porous:climwinmean",-0.335133604108031,0.252574825433732,-0.83152976159792,0.177822398056921
