tmax_q5, tmax_q10, tmax_q50, tmax_q90, tmax_q95, tmin_q5, tmin_q10, tmin_q50, tmin_q90, tmin_q95, tavg_q5, tavg_q10, tavg_q50, tavg_q90, tavg_q95, prec_q5, prec_q10, prec_q50, prec_q90, prec_q95, prec_q99, HW_TN90, HW_TX90, HW_TAVG90
-8.4050342279, -4.51030920706667, 7.3331495, 16.3608526666667, 20.2417945, -14.901525, -13.33333333, -3.451016, 3.6990368, 6.9077278, -11.3307660297, -8.8443766903, 1.767857, 9.49092785, 12.422966275, NA, NA, NA, NA, NA, NA, 4.45468903333331, 19.4007643333333, 11.2163226333333
-9.2944245498, -5.22222222193334, 7.464498, 18.286913, 21.0536365, -15.461645502, -13.6069812196667, -3.65094, 3.6990368, 5.82957174999999, -12.3780350259, -9.27777777596667, 1.95474625, 11.1727613, 13.120950375, NA, NA, NA, NA, NA, NA, 4.37418633333332, 19.0422533333333, 11.2140746666667
-9.308062722, -5.55555555533333, 8.357235, 21.0479233333333, 22.48597, -15.47018278, -13.33333333, -2.895783, 4.401764, 7.80254749999999, -12.389122751, -9.44444444266667, 3.0555555555, 12.2198616666667, 14.62360625, NA, NA, NA, NA, NA, NA, 4.95765933333333, 19.1568566666667, 11.6133916666667
-9.308062722, -3.13999281466667, 8.333333333, 21.0479233333333, 22.48597, -15.47018278, -13.7037037, -1.800228, 5.50028266666667, 7.80254749999999, -12.389122751, -7.77777777566667, 3.611111111, 13.1066788333333, 14.7133725, NA, NA, NA, NA, NA, NA, 5.13258633333333, 19.7303933333333, 11.8460421481667
-5.966105722, -0.01966773, 8.118104, 21.0479233333333, 22.48597, -15.98197778, -12.50376148, -2.338063, 4.42097466666667, 7.25065199999999, -10.555555556, -6.27154847, 2.736397, 12.2198616666667, 14.7133725, NA, NA, NA, NA, NA, NA, 5.77329223333331, 20.1460983333333, 12.0199779352167
-4.6182718499, -0.0137674110000001, 8.9719264445, 21.220017, 24.0757005, -16.305555557, -12.212659036, -2.011225111, 5.36556866666667, 8.4275112, -10.23611110995, -6.1289474075, 3.33333333325, 13.136337, 16.28767065, NA, NA, NA, NA, NA, NA, 5.15699143333333, 19.340777, 11.8608024926167
-0.527053645, 0, 9.6412585, 20.6500616666667, 24.0757005, -15.694444441, -10.6617088513333, -0.773529950000003, 6.57523356666667, 8.4275112, -7.8472222205, -3.37038445286667, 4.68334575, 12.8588653833333, 16.28767065, NA, NA, NA, NA, NA, NA, 4.97169583333333, 19.340777, 11.8608024926167
-0.49776464, 0, 9.054964, 20.0449533333333, 24.492732, -15.555555552, -12.22222222, 0.712898299999998, 7.263551, 8.743988, -7.777777776, -3.35450540106667, 4.781613, 13.0962172666667, 16.708143, NA, NA, NA, NA, NA, NA, 4.98573233333333, 19.8112753333333, 12.0374087407667
-0.49776464, 0, 9.743155, 20.527324, 24.492732, -16.88888889, -12.22222222, 0.712898299999998, 7.97944013333333, 10.1463468, -8.444444445, -3.35450540106667, 4.714278, 13.5228060666667, 17.1042394, NA, NA, NA, NA, NA, NA, 5.88360113333332, 20.1798133333333, 12.4308757
-1.7170779851, -0.0614722733333336, 9.9192115, 20.156996, 24.0353315, -16.66666667, -12.22222222, 1.0075681055, 7.84825873333333, 10.2014429, -8.95833333505, -3.37038445286667, 5.60437952775, 12.7857569166667, 17.1273207, NA, NA, NA, NA, NA, NA, 4.98573233333333, 20, 11.8755628370667
-0.527053645, 0.904462733333332, 9.0906149445, 18.4602976666667, 22.1497805, -14.2222222225, -9.24074073996667, 0.529439449999999, 7.30981876666667, 8.74575319999999, -5.67066811825, -3.31185989413333, 4.556543725, 12.2553064, 14.7937576, NA, NA, NA, NA, NA, NA, 4.97169583333333, 19.594295, 11.7048705592833
0.6488537, 2.06510180353333, 9.0906149445, 18.3811853333333, 22.1497805, -14.2222222225, -8.45959062196667, -0.824613100000001, 5.44889106666667, 8.74575319999999, -5.56792847575, -2.13779110745, 4.2228631695, 11.1618187166667, 14.7937576, NA, NA, NA, NA, NA, NA, 4.80783343333333, 19.2057763333333, 11.5141683
-1.388888889, 1.15685970366667, 9.162899, 18.4402866666667, 21.490515, -15.706788335, -9.80517955666667, -1.082247, 4.55886733333333, 6.24212099999998, -8.6186086675, -3.9628089265, 3.888888889, 10.83363, 12.47435375, NA, NA, NA, NA, NA, NA, 4.689764, 18.48025, 11.243552074
-2.2222222225, 1.15685970366667, 7.838411, 18.48633, 21.490515, -14.040121665, -9.80517955666667, -1.082247, 4.02787333333334, 7.716689, -8.20194199925, -3.9628089265, 3.006738, 11.0831966666667, 12.47435375, NA, NA, NA, NA, NA, NA, 4.63536466666667, 18.1828366666667, 11.0772227036667
-1.3611111112, 1.16372199256667, 9.1841135, 18.366672, 21.0386855, -12.416666667, -8.45959062196667, -0.825833050000001, 3.58716973333333, 5.96855909999999, -6.27777777805, -3.31185989448333, 4.715678825, 10.8842121925667, 12.10311845, NA, NA, NA, NA, NA, NA, 4.63536466666667, 18.1828366666667, 11.0772227036667
-1.3611111112, 1.18661005923333, 9.0242055, 18.366672, 21.0386855, -13.9694428315, -9.52595648966667, -0.825833050000001, 3.58716973333333, 5.96855909999999, -7.473403924325, -3.78703703756667, 4.1380821, 10.8842121925667, 12.10311845, NA, NA, NA, NA, NA, NA, 4.63536466666667, 18.1077933333333, 11.0772227036667
-1.3611111112, 0.980880308433333, 7.277090111, 18.366672, 21.0386855, -15.4386275, -12.0555555573333, -2.16484950000001, 3.58716973333333, 5.96855909999999, -7.821158451675, -5.78501311428334, 2.426260825, 10.8842121925667, 12.10311845, NA, NA, NA, NA, NA, NA, 4.689764, 18.3416933333333, 11.243552074
-0.1126569844, 1.35794833333333, 6.801536, 16.2718566666667, 19.57043, -14.513623998, -9.43468593333333, -3.319141, 3.32324406666667, 5.28739559999999, -7.4709860994, -2.54366971113333, 2.029185, 9.27608356666667, 11.2700402666, NA, NA, NA, NA, NA, NA, 4.63536466666667, 18.3010466666667, 11.243552074
-0.19469972, 0.509541566666667, 5.734274, 14.2218226666667, 16.43019, -14.846957334, -9.5661246, -3.815535, 1.4802304, 2.6626057332, -7.147324067, -3.67815306, 1.0526425, 8.144687582, 8.684028793, NA, NA, NA, NA, NA, NA, 4.76214399999999, 18.3010466666667, 11.5318058333333
-0.19469972, 0.509541566666667, 5.734274, 13.539704, 17.577082, -15.846957336, -11.0200065186667, -4.108514, 0.61455106, 3.3233702, -7.75646028, -5.214670256, 0.8863365, 8.43164746666667, 10.391710683, NA, NA, NA, NA, NA, NA, 4.71889599999999, 19.4149686666667, 11.6700903666667
-0.19469972, 0.509541566666667, 6.176817, 16.9593393333333, 19.505376, -14.555555558, -10.797784296, -3.815535, 1.40611682953333, 5.9974802, -7.452140847, -3.67815306, 1.099231, 9.630542231, 13.3505201, NA, NA, NA, NA, NA, NA, 5.41349903333332, 19.8812663333333, 12.1806255166667
-0.19469972, 0.575487966666667, 8.556385, 18.9872586666667, 22.545304, -12.888888888, -9.5661246, -2.874993, 5.33267473333333, 8.0715799776, -5.746908468, -2.56358622666667, 2.7065485, 12.1814025, 15.8483792, NA, NA, NA, NA, NA, NA, 7.26435283333333, 20.3117343333333, 13.22761535
-0.19469972, 0.575487966666667, 10.38292, 20.7028333333333, 26.333333332, -12.888888888, -9.3648608, -0.555555556, 7.3893674, 9.6666666664, -5.746908468, -1.84281379333333, 4.976081, 13.7284358666667, 16.7998421888, NA, NA, NA, NA, NA, NA, 7.96926146666667, 20.7028333333333, 13.600789126
1.90190324, 3.88340586666667, 12.27947, 21.454328, 27.666666664, -10.503606088, -6.0785192, 0.0811601899999998, 8.97611559253333, 10.05298, -1.302875666, -1.08202166, 6.1071395, 15.5506564, 17.9999999992, NA, NA, NA, NA, NA, NA, 7.96926146666667, 20.2648553333333, 13.600789126
2.9046934, 5.20641786666667, 14.54561, 21.7157377806667, 25.888888888, -6.2730378, -5.28377553333333, 1.06348, 8.97611559253333, 10.05298, -1.09030098, -0.1038071, 8.0555555535, 15.2943134089, 17.9999999992, NA, NA, NA, NA, NA, NA, 8.10654465186665, 21.7157377806667, 14.6248416294
2.9046934, 5.54982793333333, 14.54561, 22.4300733333333, 26.826454888, -7.0158524, -6.0785192, 1.069586, 9.51851851813333, 11.501260668, -0.8457474, -0.1038071, 8.05842, 15.5370370385, 19.052746666, NA, NA, NA, NA, NA, NA, 8.89091237046667, 22.2078511106666, 14.7962962950333
2.8797862, 5.12717586666667, 14.24379, 23.9544033333333, 26.826454888, -7.2206996, -6.1933186, 0.4346591, 10.1641506666667, 11.501260668, -1.4678548, -0.4161047, 7.7777777765, 16.1866234, 19.052746666, NA, NA, NA, NA, NA, NA, 8.97611559253332, 23.2289317773333, 15.2943134089
1.65823272, 4.10605773333333, 13.33333333, 25.63565, 26.826454888, -8.0788772, -6.4979276, 1.495554, 11.2524446666667, 11.573506668, -2.89016104, -0.742576466666667, 7.7777777765, 18.2338746666667, 19.325676, NA, NA, NA, NA, NA, NA, 9.51851851813332, 23.3354675526667, 15.4540672666667
1.65823272, 4.21830773333333, 13.43225, 23.8601433333333, 26.374048, -8.0788772, -6.640639, 1.06348, 10.8320993333333, 11.439154, -2.89016104, -0.783370933333334, 7.424073, 16.1087987333333, 18.834561, NA, NA, NA, NA, NA, NA, 10.0004053333333, 23.362812, 15.4540672666667
0.22290618, 2.68136493333333, 13.33333333, 25.0721853333333, 26.374048, -8.0788772, -6.640639, 0.561981999999999, 10.8320993333333, 11.439154, -3.11719891, -1.47303696666667, 6.83423395, 16.9302626666667, 18.834561, NA, NA, NA, NA, NA, NA, 10.004884, 23.362812, 15.4540672666667
0.51587142, 2.68136493333333, 13.43225, 25.0721853333333, 26.23442, -6.687771, -5.4140998, 0.561981999999999, 10.03249, 10.954878, -2.20417258, -0.5041903, 6.83423395, 16.8429888, 18.389524, NA, NA, NA, NA, NA, NA, 10.004884, 23.4601613333333, 15.9202160666666
0.51587142, 3.68774, 14.16812, 23.569428, 25.81489, -6.6369104668, -5.40992506666667, 0.561982, 10.03249, 11.066986, -1.80278848, 0.27409036, 6.879766, 16.8429888, 18.037754, NA, NA, NA, NA, NA, NA, 10.1902247413333, 23.4601613333333, 16.7576866666667
1.84718772, 3.90467753333333, 13.43225, 23.3354675526667, 24.114244, -6.0228768, -5.18748906666667, 0.1177023, 10.004884, 11.162376, -0.62491943, 0.596624166666666, 6.6294095, 14.9914832577667, 17.6844536, NA, NA, NA, NA, NA, NA, 10.5842428186667, 23.5341066666667, 16.9097956296
1.31730732, 2.5273784, 12.77433, 23.362812, 24.114244, -5.4766392, -4.95729173333333, 0.492830799999999, 10.03249, 12.729806, -0.7109429, 0.27409036, 6.1111111115, 15.4500043333333, 17.6844536, NA, NA, NA, NA, NA, NA, 10.1902247413333, 23.4601613333333, 16.7576866666667
1.7904422, 3.83586971106667, 12.77433, 23.244538, 23.976224, -4.9044292, -4.3308774, 0.555555556, 10.3752753333333, 13.15083, -0.12721903, 1.4332071, 6.625815, 15.5513131333333, 18.451594, NA, NA, NA, NA, NA, NA, 10.1902247413333, 23.4601613333333, 16.7576866666667
2.7259299998, 4.97572733333333, 12.36561, 23.244538, 23.976224, -5.6385128668, -4.63659306666667, 0.492830799999999, 12.4228706666667, 13.15083, 0.4337666, 1.66337326666667, 6.1111111115, 15.612299, 19.200536, NA, NA, NA, NA, NA, NA, 10.03249, 23.362812, 16.736298
2.7259299998, 3.55381266666667, 12.04063, 23.4601613333333, 24.79297, -6.051749, -4.89824906666667, 0, 12.4311693333333, 13.210632, -0.7109429, 0.761088933333333, 5.3832515, 16.983869704, 19.200536, NA, NA, NA, NA, NA, NA, 10.004884, 23.3354675526667, 15.6526744333333
1.7904422, 3.30166955526667, 12.04063, 24.7009566666667, 25.276996, -6.2785502, -5.010889, 0.555555555999998, 11.5658273333333, 12.807018, -2.00696206, 0.3316436, 5.5555555555, 17.2962962964, 18.816202, NA, NA, NA, NA, NA, NA, 9.51892385146665, 23.33333333, 15.3761863333333
2.03102408, 3.55381266666667, 12.04063, 24.7009566666667, 25.276996, -6.959768, -5.43706726666667, -0.5090865, 10.673568152, 12.574416, -2.67200479, 0.761088933333333, 5.5555555555, 17.2962962964, 18.816202, NA, NA, NA, NA, NA, NA, 9.35601459253333, 23.33333333, 15.3761863333333
2.03102408, 3.3868318, 11.71689, 23.5555555526667, 25.276996, -7.0344428, -5.91605073333333, -0.971669300000001, 9.5925925928, 11.816182, -2.67200479, 0.5029306, 4.227097, 16.9097956296, 18.093294668, NA, NA, NA, NA, NA, NA, 9.35601459253333, 22.064216, 15.3761863333333
2.03102408, 3.3868318, 11.32794, 23.300076444, 25, -6.9498152, -5.43706726666667, 0.175937399999998, 9.5925925928, 11.99905, -2.67200479, 0.5029306, 5.00740395, 16.7523046666667, 17.4444444452, NA, NA, NA, NA, NA, NA, 9.35601459253333, 22.1734593333333, 15.4666004666667
