Base_period_dates, Base_period_tmin, Base_period_tmax, Base_period_prec
2019-07-19, 21.2708, 35.7431, NA
2019-07-20, 22.14824, 35.61908, NA
2019-07-21, 20.48973, 36.08458, NA
2019-07-22, 19.76005, 32.48698, NA
2019-07-23, 17.92722, 24.23021, NA
2019-07-24, 14.76466, 29.37865, NA
2019-07-25, 13.20206, 30.13421, NA
2019-07-26, 14.73454, 31.25348, NA
2019-07-27, 16.62879, 31.50344, NA
2019-07-28, 17.86536, 32.75145, NA
2019-07-29, 18.48707, 33.82202, NA
2019-07-30, 19.0227, 34.35844, NA
2019-07-31, 18.62976, 26.91808, NA
2019-08-01, 16.79115, 31.76786, NA
2019-08-02, 19.55255, 29.00508, NA
2019-08-03, 19.13232, 31.24199, NA
2019-08-04, 17.47308, 30.92052, NA
2019-08-05, 16.69186, 29.65732, NA
2019-08-06, 18.0582, 32.96125, NA
2019-08-07, 18.83654, 30.75505, NA
2019-08-08, 18.01621, 32.02394, NA
2019-08-09, 16.69471, 32.30106, NA
2019-08-10, 13.88, 27.90216, NA
2019-08-11, 13.47226, 29.37721, NA
2019-08-12, 14.95998, 31.58571, NA
2019-08-13, 22.15231, 28.52832, NA
2019-08-14, 20.50019, 30.95322, NA
2019-08-15, 19.52302, 27.25481, NA
2019-08-16, 18.59632, 30.08155, NA
2019-08-17, 20.11011, 31.79853, NA
2019-08-18, 20.42991, 34.01649, NA
2019-08-19, 18.77985, 34.19386, NA
2019-08-20, 19.91593, 33.61821, NA
2019-08-21, 20.22499, 33.49002, NA
2019-08-22, 19.67177, 33.21032, NA
2019-08-23, 16.0896, 21.70828, NA
2019-08-24, 12.95994, 25.39312, NA
2019-08-25, 12.1294, 24.49661, NA
2019-08-26, 12.97987, 23.37905, NA
2019-08-27, 17.229, 23.89878, NA
2019-08-28, 17.34533, 27.61594, NA
2019-08-29, 13.10363, 27.9335, NA
2019-08-30, 13.37298, 30.95621, NA
2019-08-31, 17.98385, 30.38036, NA
2019-09-01, 18.03883, 24.29118, NA
2019-09-02, 20.0559, 30.31117, NA
2019-09-03, 16.98646, 30.2695, NA
2019-09-04, 19.52338, 34.10159, NA
2019-09-05, 16.79685, 25.29039, NA
2019-09-06, 16.1075, 27.67742, NA
2019-09-07, 14.34959, 28.38502, NA
2019-09-08, 13.76362, 27.77513, NA
2019-09-09, 17.08291, 26.81917, NA
2019-09-10, 18.40216, 29.00834, NA
2019-09-11, 18.84358, 34.34741, NA
2019-09-12, 20.20876, 34.43621, NA
2019-09-13, 17.55454, 22.88004, NA
2019-09-14, 17.59849, 24.938, NA
2019-09-15, 16.02206, 29.56733, NA
2019-09-16, 15.42388, 32.51728, NA
2019-09-17, 16.23447, 24.3471, NA
2019-09-18, 10.97784, 23.2987, NA
2019-09-19, 12.51845, 20.97838, NA
2019-09-20, 8.718585, 25.19298, NA
2019-09-21, 13.98417, 31.84989, NA
2019-09-22, 17.61313, 30.49136, NA
2019-09-23, 18.18283, 32.54239, NA
2019-09-24, 12.32554, 24.32915, NA
2019-09-25, 11.15755, 26.96602, NA
2019-09-26, 14.48429, 30.01575, NA
2019-09-27, 11.7903, 25.44429, NA
2019-09-28, 18.64713, 27.89198, NA
2019-09-29, 17.87764, 30.79982, NA
2019-09-30, 19.3723, 21.46587, NA
2019-10-01, 18.30491, 26.28191, NA
2019-10-02, 19.91302, 33.28341, NA
2019-10-03, 19.0606, 30.4657, NA
2019-10-04, 10.83349, 24.05637, NA
2019-10-05, 5.136268, 16.39928, NA
2019-10-06, 13.71375, 21.1145, NA
2019-10-07, 14.09931, 23.45473, NA
2019-10-08, 11.57703, 15.88212, NA
2019-10-09, 8.96498, 20.19674, NA
2019-10-10, 6.626823, 21.72431, NA
2019-10-11, 8.469276, 20.76251, NA
2019-10-12, NA, NA, NA
2019-10-13, NA, NA, NA
2019-10-14, NA, NA, NA
2019-10-15, NA, NA, NA
2019-10-16, NA, NA, NA
2019-10-17, NA, NA, NA
2019-10-18, NA, NA, NA
2019-10-19, NA, NA, NA
2019-10-20, NA, NA, NA
2019-10-21, NA, NA, NA
2019-10-22, NA, NA, NA
2019-10-23, NA, NA, NA
2019-10-24, NA, NA, NA
2019-10-25, NA, NA, NA
2019-10-26, NA, NA, NA
2019-10-27, NA, NA, NA
2019-10-28, NA, NA, NA
2019-10-29, NA, NA, NA
2019-10-30, NA, NA, NA
2019-10-31, NA, NA, NA
2019-11-01, NA, NA, NA
2019-11-02, NA, NA, NA
2019-11-03, NA, NA, NA
2019-11-04, NA, NA, NA
2019-11-05, NA, NA, NA
2019-11-06, NA, NA, NA
2019-11-07, NA, NA, NA
2019-11-08, NA, NA, NA
2019-11-09, NA, NA, NA
2019-11-10, NA, NA, NA
2019-11-11, NA, NA, NA
2019-11-12, NA, NA, NA
2019-11-13, NA, NA, NA
2019-11-14, NA, NA, NA
2019-11-15, NA, NA, NA
2019-11-16, NA, NA, NA
2019-11-17, NA, NA, NA
2019-11-18, NA, NA, NA
2019-11-19, NA, NA, NA
2019-11-20, NA, NA, NA
2019-11-21, NA, NA, NA
2019-11-22, NA, NA, NA
2019-11-23, NA, NA, NA
2019-11-24, NA, NA, NA
2019-11-25, NA, NA, NA
2019-11-26, NA, NA, NA
2019-11-27, NA, NA, NA
2019-11-28, NA, NA, NA
2019-11-29, NA, NA, NA
2019-11-30, NA, NA, NA
2019-12-01, NA, NA, NA
2019-12-02, NA, NA, NA
2019-12-03, NA, NA, NA
2019-12-04, NA, NA, NA
2019-12-05, NA, NA, NA
2019-12-06, NA, NA, NA
2019-12-07, NA, NA, NA
2019-12-08, NA, NA, NA
2019-12-09, NA, NA, NA
2019-12-10, NA, NA, NA
2019-12-11, NA, NA, NA
2019-12-12, NA, NA, NA
2019-12-13, NA, NA, NA
2019-12-14, NA, NA, NA
2019-12-15, NA, NA, NA
2019-12-16, NA, NA, NA
2019-12-17, NA, NA, NA
2019-12-18, NA, NA, NA
2019-12-19, NA, NA, NA
2019-12-20, NA, NA, NA
2019-12-21, NA, NA, NA
2019-12-22, NA, NA, NA
2019-12-23, NA, NA, NA
2019-12-24, NA, NA, NA
2019-12-25, NA, NA, NA
2019-12-26, NA, NA, NA
2019-12-27, NA, NA, NA
2019-12-28, NA, NA, NA
2019-12-29, NA, NA, NA
2019-12-30, NA, NA, NA
2019-12-31, NA, NA, NA
