2011,1,7,-99.9,39,22
2011,1,8,-99.9,35,22
2011,1,9,-99.9,29,19
2011,1,10,-99.9,30,19
2011,1,11,-99.9,33,19
2011,1,12,-99.9,31,24
2011,1,13,-99.9,32,23
2011,1,14,-99.9,33,22
2011,1,15,-99.9,37,21
2011,1,16,-99.9,45,26
2011,1,17,-99.9,37,27
2011,1,18,-99.9,32,24
2011,1,19,-99.9,39,24
2011,1,20,-99.9,46,32
2011,1,21,-99.9,40,29
2011,1,22,-99.9,30,12
2011,1,23,-99.9,26,11
2011,1,25,-99.9,31,7
2011,1,26,-99.9,50,28
2011,1,27,-99.9,32,27
2011,1,28,-99.9,36,22
2011,1,29,-99.9,35,19
2011,1,30,-99.9,40,17
2011,1,31,-99.9,44,19
2011,2,1,-99.9,31,25
2011,2,2,-99.9,40,25
2011,2,3,-99.9,60,25
2011,10,7,-99.9,69,46
2011,10,8,-99.9,72,45
2011,10,9,-99.9,72,46
2011,10,10,-99.9,77,45
2011,10,11,-99.9,71,50
2011,10,12,-99.9,66,52
2011,10,13,-99.9,61,56
2011,10,14,-99.9,64,56
2011,10,15,-99.9,67,49
2011,10,16,-99.9,67,49
2011,10,17,-99.9,74,46
2011,10,18,-99.9,74,47
2011,10,19,-99.9,73,49
2011,10,20,-99.9,72,49
2011,10,21,-99.9,57,45
2011,10,22,-99.9,58,39
2011,10,23,-99.9,60,37
2011,10,24,-99.9,63,35
2011,10,25,-99.9,65,35
2011,10,26,-99.9,69,50
2011,10,27,-99.9,67,56
2011,10,28,-99.9,72,36
2011,10,29,-99.9,46,31
2011,10,30,-99.9,46,30
2011,10,31,-99.9,49,28
2011,11,1,-99.9,52,28
2011,11,2,-99.9,55,27
2011,11,3,-99.9,61,32
2011,11,4,-99.9,63,43
2011,11,5,-99.9,56,30
2011,11,6,-99.9,50,29
2011,11,7,-99.9,57,28
2011,11,8,-99.9,68,35
2011,11,9,-99.9,68,35
2011,11,10,-99.9,66,33
2011,11,11,-99.9,54,37
2011,11,12,-99.9,44,30
2011,11,13,-99.9,64,32
2011,11,14,-99.9,64,41
2011,11,15,-99.9,75,52
2011,11,16,-99.9,62,54
2011,11,17,-99.9,56,42
2011,11,18,-99.9,44,29
2011,11,19,-99.9,45,28
2011,11,20,-99.9,59,28
2011,11,21,-99.9,64,52
2011,11,22,-99.9,59,45
2011,11,23,-99.9,54,45
2011,11,24,-99.9,57,36
2011,11,25,-99.9,61,33
2011,11,26,-99.9,69,36
2011,11,27,-99.9,67,39
2011,11,28,-99.9,71,57
2011,11,29,-99.9,68,58
2011,11,30,-99.9,60,36
2013,11,24,-99.9,49,20
2014,1,7,-99.9,46,1
2014,1,8,-99.9,16,1
2014,1,22,-99.9,33,4
2014,1,23,-99.9,17,2
2014,1,24,-99.9,21,5
2014,1,28,-99.9,47,7
2014,1,29,-99.9,13,6
2014,1,30,-99.9,24,3
2014,2,11,-99.9,33,13
2014,2,12,-99.9,30,11
2014,2,28,-99.9,36,7
2014,3,3,-99.9,58,19
2014,3,16,-99.9,64,36
2014,9,23,-99.9,69,46
2015,1,7,-99.9,27,19
2015,1,8,-99.9,24,5
2015,1,10,-99.9,33,14
2015,2,13,-99.9,39,8
2015,2,14,-99.9,28,7
2015,2,15,-99.9,42,5
2015,2,16,-99.9,15,4
2015,2,17,-99.9,15,4
2015,2,19,-99.9,32,6
2015,2,20,-99.9,32,1
2015,2,21,-99.9,19,1
2015,2,22,-99.9,42,10
2015,2,23,-99.9,48,10
2015,2,24,-99.9,32,2
2015,2,25,-99.9,27,2
