"X1","tag","year","L","K","doy_ip","r","theta","a","b","ML_value","tag_year"
91,102264,2019,471.523061317534,472.611704770978,161.140766695177,0.0947378754635923,27.1164227600642,471.558379433206,472.611235612393,32.3283859344616,"1022642019"
92,122482,2011,537.503582246948,541.053676200032,167.250801219093,0.101298573701077,2.71900628712922,537.692686333343,540.971083584376,438.608348233418,"1224822011"
93,122482,2012,540.651278711736,544.018526410486,169.803973566634,0.0502338699595219,1.10273501439084,540.769396893384,544.008027258614,239.677001116564,"1224822012"
94,122482,2013,544.203685099793,547.763582556221,180.652373834249,0.0890791808608784,1.90706694117617,544.236506525064,547.763544838949,333.60423185122,"1224822013"
95,122482,2014,562.436151445839,566.870974254535,174.086075981509,0.0666056512620511,1.102184686597,562.606454039147,566.855991884814,348.49547245755,"1224822014"
96,122482,2015,566.598654743244,571.051736121261,183.412318348759,0.0555821572691002,2.31407731992645,566.659099564057,571.04962297472,314.91149170411,"1224822015"
97,122482,2016,570.642373303691,573.626584904221,186.746477305345,0.064525855607179,2.94862059753238,570.675203393262,573.624646261073,203.835488161952,"1224822016"
98,122482,2017,573.018223965955,576.924142858508,178.423054464868,0.0554006187102788,2.94912093140765,573.274586527353,576.850300767872,207.991449592641,"1224822017"
99,122482,2018,576.681691133485,580.431526433579,177.332519300807,0.0707033478173748,2.06260676687267,576.684854748261,580.429096949644,294.395380377233,"1224822018"
100,122482,2019,579.640334925971,582.378507313594,173.155116923723,0.0945626981043954,8.52256742612274,579.647076128456,582.37466303685,179.78818646634,"1224822019"
101,82203,2011,611.084943039532,616.261836456481,167.10914353301,0.0963266341903617,2.11253053645041,611.29938055485,616.261836396222,933.873335046206,"822032011"
102,82203,2012,615.831208496664,619.553035715958,179.961465015027,0.064003885532785,3.28622795273197,615.912057849346,619.543174324508,378.526006724304,"822032012"
103,82203,2013,619.324151130852,623.784246510575,175.950021651666,0.0802611547531967,0.980185899083909,619.352079784549,623.774082107446,502.347167548631,"822032013"
104,82203,2014,627.689819282748,631.076461606594,190.383038538649,0.0741024012054064,2.73963508970164,627.742647561341,631.07609490939,241.280266857666,"822032014"
105,82203,2015,631.200284439805,635.964361339226,180.809105034679,0.0596587356803913,1.09603858819771,631.289631971201,635.961882214291,378.032702471717,"822032015"
106,82203,2016,635.85449858245,640.576574302084,195.616705778546,0.0663202772062859,2.95485259546194,635.874562184063,640.572819341035,492.284551008696,"822032016"
107,82203,2017,640.507537265134,644.459597615281,189.815858872868,0.0719214342417232,3.30121714191351,640.549302984355,644.45948719214,229.387807818835,"822032017"
108,82203,2018,644.268091776901,648.698560532875,178.209628684373,0.0893699826509856,2.3587864157827,644.392448242714,648.640260168672,431.960172697832,"822032018"
117,162543,2011,870.132778416403,873.815825363218,231.29606384595,0.0168390096784323,1.50830659827585,870.3,873.473924859404,138.387079139367,"1625432011"
118,162543,2012,872.270182046727,875.279988860446,191.3227287714,0.0151523362547171,2.08109680956318,873.072882653432,875.115210902171,104.731820397942,"1625432012"
119,162543,2013,873.417123898672,879.04928488801,86.2883605890115,0.012273757655209,0.457735718209387,875.317281889719,878.294630201949,172.799388014608,"1625432013"
120,162543,2014,888.572299277567,893.105890600941,174.438642211401,0.0148637970240132,1.67868077897657,890,892.723365690451,122.249709248481,"1625432014"
121,162543,2015,892.194267313478,894.515054669543,180.113197677849,0.0295962132158737,2.94475517080918,892.564655390324,894.496219711974,61.454398099102,"1625432015"
125,162543,2019,902.052990976491,903.051456012197,170.955357414699,0.019549963759855,1.58956641412144,902.288066257618,903.011659993491,13.276097637053,"1625432019"
126,160910,2011,915.852515270161,925.054044115135,174.684884326225,0.05007198175137,1.61418467167073,916.2,925.05029470105,2107.23605170613,"1609102011"
127,160910,2012,924.540895942373,933.268504043177,174.121376897107,0.0564139390900293,1.36990249292701,924.685095825524,933.262166549468,2149.95834187338,"1609102012"
128,160910,2013,933.824482379357,941.833521787901,191.392897055025,0.0700143569012473,1.90841696683689,933.852229436861,941.799584443742,1547.72804944325,"1609102013"
129,160910,2014,973.076020410009,981.9206906688,187.53559801306,0.0605490728663213,1.1305964471421,973.093812757262,981.812731072884,1461.23252679343,"1609102014"
130,160910,2015,980.953005144015,990.175000640644,177.407390346316,0.0445261602837058,1.80249776552797,981.233595670708,990.158346968715,1185.09760332942,"1609102015"
131,160910,2016,989.722793151092,997.696510022091,196.973435456815,0.0484793670380588,1.93828583087499,989.842369049479,997.644398194413,1210.24955181457,"1609102016"
132,160910,2017,996.949036891992,1003.90191596502,190.382117637093,0.0511812598434905,1.86688630695963,997.135381145567,1003.89702236343,595.998634322843,"1609102017"
133,160910,2018,1003.99996227305,1010.73818445268,174.504322029463,0.0606662639952161,1.18463346905495,1004.06720583591,1010.73682841413,877.553235513208,"1609102018"
134,160910,2019,1010.6115133027,1015.44832974919,185.574312265881,0.0746018840803314,2.84077692662793,1010.63646831388,1015.43222641038,557.745429042944,"1609102019"
135,60458,2013,268.631061470415,273.245173673203,200.250164224594,0.0591448877242244,3.3889874846583,269.5,273.241861373167,289.804119447188,"604582013"
136,60458,2014,273.613324103848,278.256096879149,214.901055522598,0.0668845565154405,12.859065353463,273.723762107954,278.254879195337,420.590408219194,"604582014"
137,60458,2015,278.206745747262,282.955382058139,179.756300045355,0.063419727143706,2.20162215823063,278.289688004221,282.954663187655,387.873039340592,"604582015"
138,60458,2016,283.007869260572,287.629531192032,201.024918986005,0.0629746390776274,4.46714546826865,283.089881000819,287.628741372233,451.498193019016,"604582016"
139,60458,2017,287.5881033733,291.566131009485,190.98519596384,0.0645683992099981,4.22401599395804,287.701525564715,291.565903958657,222.455098071933,"604582017"
140,60458,2018,291.663266997614,295.929265329962,179.853375777957,0.0648946030382038,2.19815838806823,291.694164405161,295.902062217447,365.629632814047,"604582018"
141,60458,2019,295.740002499713,300.318087974626,197.624683586306,0.0610312141105745,5.69444676477344,295.765240409247,300.199650613428,452.652058588926,"604582019"
142,60459,2013,99.2669361482511,101.602997132234,211.815299220992,0.048607935674895,3.42109429892815,99.7,101.594506803153,65.9623423509743,"604592013"
143,60459,2014,99.6429917635935,104.369229560408,231.395197885329,0.0433997794181759,4.96406408600186,99.69999695,104.321238220608,344.215726176193,"604592014"
144,60459,2016,106.278572129944,109.382641776897,201.002244874338,0.0403920161846884,1.66136816956084,106.434499108994,109.364059204434,163.735879517954,"604592016"
145,60459,2018,110.155524574608,112.611997959467,160.359700802465,0.0557031691270804,0.47927688011526,110.192813205353,112.610898667851,114.252765732359,"604592018"
146,60459,2019,112.68666404997,113.688944657712,183.098622485244,0.10845650641775,16.8060393938707,112.696766179881,113.688944594876,29.7643395623218,"604592019"
147,60462,2013,208.696029595725,213.295245791366,205.341510346578,0.0575561776489042,3.84666440169731,209.5,213.29066374901,283.66410653691,"604622013"
148,60462,2014,213.314495742037,217.840486735208,203.38132650774,0.0676689820160979,5.9508285500349,213.41039594326,217.839386272294,404.617708523997,"604622014"
149,60462,2015,217.929348180987,222.841454244113,174.929734446577,0.0632599445383208,1.12205627702745,218.000518188462,222.840357249776,415.583423613482,"604622015"
150,60462,2016,222.805703153972,228.064102624107,202.52336455705,0.0526659491063181,2.77569731255157,222.858593492998,228.059039276493,541.99773020078,"604622016"
151,60462,2017,228.068885053842,232.092837922546,194.166321659902,0.0624812379096861,1.88197488121251,228.163685796023,232.092014882355,219.973680505897,"604622017"
152,60462,2018,232.151791276312,236.821820750528,195.934594461018,0.0584210098496368,1.97371134051746,232.193114757491,236.754295483493,411.785813663382,"604622018"
153,60462,2019,236.87973420276,241.571842634472,191.82564703316,0.0733452062497513,4.81156272295666,236.958835205325,241.518946136053,516.290310542436,"604622019"
163,92139,2013,111.211439725975,111.532757577346,197.475586591566,0.0723082669966279,68.0192142643934,111.21526326907,111.531042145233,6.67574632106503,"921392013"
165,92139,2015,113.939246752425,114.35920842714,150.142828983592,0.0873098793657048,10.0359361398705,113.95305532917,114.358490960133,6.65725167930331,"921392015"
168,92139,2018,115.59974146463,115.867689990062,185.1268438907,0.0593771282279271,1.91853986145083,115.607767646273,115.867615300279,4.80551719307424,"921392018"
170,181030,2011,742.963400232932,747.664657086981,175.008274388039,0.0248531089196814,2.53043034912934,744,747.558040964122,472.504377685309,"1810302011"
171,181030,2012,746.911149838868,751.822654868821,238.931085458311,0.0226549136828024,7.15540235940802,747.71856427213,751.646124776521,382.098267956398,"1810302012"
172,181030,2013,751.084727510492,754.315283542553,179.674840539518,0.0470995431786983,2.54613957520637,751.250472778672,754.311296151835,214.594270095224,"1810302013"
173,181030,2014,764.754798860281,768.930624386506,171.264972450052,0.0318360374093295,2.05146264026453,765.25434970001,768.838912965355,221.968260365443,"1810302014"
174,181030,2015,768.310719190302,771.546224165259,165.900010582135,0.0352744608633774,2.92955853475247,768.816256358545,771.538356963239,138.61908192813,"1810302015"
176,181030,2017,776.075945518122,777.771238334713,193.84083977897,0.0397858044540677,1.22913970802386,776.191930195712,777.761805855923,32.7059963208568,"1810302017"
177,181030,2018,777.442221939139,781.591529270917,178.855031251027,0.0352826131534186,1.85079982402943,777.734992256929,781.517697200127,255.159198571342,"1810302018"
178,172470,2011,666.083055077946,676.650777768257,162.390699518633,0.0420043378766061,2.32602867660794,667,676.648986672455,3096.57573860405,"1724702011"
179,172470,2012,674.351388232017,685.76315450346,168.607169583567,0.0235346261819275,2.67470318361865,676.983647945135,685.676796014786,2358.15817106248,"1724702012"
180,172470,2013,685.074607741498,694.273602704747,184.872940273462,0.0377148975889592,2.3817988179129,685.765208777887,694.175977007567,1500.37306519185,"1724702013"
181,172470,2014,709.33255537836,718.002034294348,173.629456242171,0.0328737000545033,1.8356768972749,710.141931549308,717.725819403792,940.977949923266,"1724702014"
182,172470,2015,717.444183792355,725.429852587697,178.39460128872,0.0445746028714883,1.82871124223818,717.685112861061,725.415091681287,889.717195556669,"1724702015"
183,172470,2016,727.519541894799,732.05583089941,200.002604145386,0.0377989989272948,2.40595674779912,727.731535641374,732.015024566574,343.763859651789,"1724702016"
184,172470,2017,731.726203774102,738.811702301235,188.12701229923,0.0303160989385134,2.53752843805652,733.020949599798,738.751235897631,466.968145185056,"1724702017"
185,172470,2018,738.801237627343,747.96867759049,179.526795773304,0.0371193029374641,1.42133111102146,738.996924154474,747.921714100406,1252.61751593151,"1724702018"
186,172470,2019,748.388379290908,758.573331079,169.64302038705,0.0393758378173914,1.68044230900956,749.171190835666,758.549270597073,1770.30285910761,"1724702019"
187,190067,2011,690.526520485852,695.714347376568,176.591471919779,0.0674769958638832,1.85703670640355,690.799861539037,695.713973011389,827.543076183977,"1900672011"
188,190067,2012,695.081525797416,701.196914164023,179.451903544757,0.0605576705633284,2.70413844452416,695.197070736195,701.192516624548,1007.25494396117,"1900672012"
189,190067,2013,700.849834846651,705.813814822145,181.839142080054,0.0845421710230536,2.17874486909901,700.881497345261,705.813726561718,629.531783019247,"1900672013"
190,190067,2014,725.796141039905,731.062645040615,177.63853278556,0.0564516836474697,0.649397335093819,725.849967585158,731.021667897212,502.776680495643,"1900672014"
191,190067,2015,730.034785621846,736.142005574771,176.511529819327,0.067492967223287,2.20137180376652,730.297745260913,736.141561377971,657.740948237462,"1900672015"
192,190067,2016,735.519419040615,739.963257096246,182.514936215086,0.0610024958058971,1.81833888137126,735.562831882732,739.95373159874,433.804335455975,"1900672016"
193,190067,2017,739.123016313316,743.753308064151,192.325679564927,0.0430858104765059,2.13403323942081,739.385253482591,743.744466193557,238.846249196545,"1900672017"
194,190067,2018,743.567087443797,748.408188665369,179.157983787252,0.078497247106986,2.35437487348435,743.594831473185,748.38217001336,505.12593089805,"1900672018"
195,72324,2011,644.617347060897,650.02610099621,162.2502314689,0.0712906293452893,1.08008087880343,644.8,650.026092723325,907.104019884561,"723242011"
196,72324,2012,649.813781496884,654.752802257833,180.386502268173,0.0571003979501251,1.90601620487631,649.902454424685,654.752400363537,591.77616202221,"723242012"
197,72324,2013,654.542936401869,661.840020780364,180.772778565136,0.0677986528189646,1.3444326405139,654.640308461668,661.83724173214,1269.88776023081,"723242013"
198,72324,2014,667.187222735538,672.936897446673,174.742023028269,0.0702872056420457,0.907652081361464,667.317161732427,672.935946603244,656.922011446549,"723242014"
199,72324,2015,672.654427425377,677.499428437859,180.856196969845,0.0753310551005976,2.50719395837576,672.726486647023,677.499272875449,435.009939450483,"723242015"
200,72324,2016,677.392895605126,681.513139857975,185.263912974671,0.0805269977825119,2.39400966143185,677.400956713509,681.512415291706,402.133723550819,"723242016"
201,72324,2017,681.05730351803,685.558279601904,186.591768043335,0.0655026222633864,2.92379640699607,681.149829085099,685.478106355263,286.549014770253,"723242017"
202,72324,2018,685.358813011237,689.335322598455,179.099128845876,0.0668818562810458,1.14465295122312,685.38514976254,689.327993740266,320.518363382527,"723242018"
203,72324,2019,688.899223068181,693.446462129353,182.457428101122,0.0863979709418784,3.70039884669016,688.913959150677,693.445923131901,513.721852430721,"723242019"
204,142380,2011,545.401915252936,551.667779800327,125.133651363769,0.0241841423314473,0.541966897415917,545.7,551.522431795187,753.75377459853,"1423802011"
205,142380,2012,551.318462384954,556.147610026512,159.175568776968,0.0344653413987964,1.26652494362208,551.632737687197,556.094962170615,510.819107477674,"1423802012"
206,142380,2013,555.705452416594,560.781846335893,173.78116892209,0.041138286500541,2.19303362769914,556.022034326221,560.770023464459,485.567544034508,"1423802013"
207,142380,2014,573.548177461106,580.473095923475,169.481529431741,0.0292683239721958,2.7671749877091,574.9000244,580.291289690868,600.521262059729,"1423802014"
208,142380,2015,579.014017365604,583.647735042994,129.024086830617,0.0293692635089922,0.877744844667192,579.956937835645,583.618726744458,252.199138212922,"1423802015"
211,142380,2018,589.13486527325,593.787354683872,255.485710824908,0.0222032731922819,3.94279533354895,589.580778902541,593.47358991148,158.8353284028,"1423802018"
212,30339,2013,148.254839667913,149.161853874264,198.214858111013,0.111322265842655,4.03819645402684,148.280303477429,149.125958337486,17.5258982774917,"303392013"
213,30339,2014,587.800334507019,591.48153112366,188.076393027245,0.0687732541304892,1.4621387173881,587.817223235554,591.461223310961,273.492202339954,"303392014"
214,30339,2015,591.231603035919,595.481025620163,182.997870448351,0.0618045646138519,0.941994309951251,591.296081558112,595.478773951983,311.718640721744,"303392015"
215,30339,2016,594.876670633058,599.67837251077,201.140896572723,0.0504505573172529,1.88398484560232,594.92121024328,599.644992177706,447.277951409612,"303392016"
216,30339,2017,599.082457639871,603.798319059793,193.524426434439,0.049843363945179,1.49059411559839,599.17941415546,603.792539556406,271.899348756494,"303392017"
217,30339,2018,603.248283648324,606.979121454598,193.277958652072,0.04915076007988,1.22783048995062,603.257958533833,606.914170143019,245.238401537229,"303392018"
218,30339,2019,606.1465155655,611.292013483749,188.376938348689,0.0780906950357994,1.503537830747,606.181640572059,611.291756726136,639.595062332432,"303392019"
219,172202,2011,538.802595750103,540.073735700276,204.677550964307,0.0454355865569927,2.23723586151979,538.813791929415,540.050114348392,46.6214451234668,"1722022011"
221,172202,2013,542.635048113954,543.814906871696,175.069134074268,0.0634391074198897,4.50606398679677,542.673649357811,543.707847891122,34.3232949247077,"1722022013"
222,172202,2014,554.941285064823,558.372185957312,164.193482478426,0.0464247828553689,2.80688200878422,555.178925018513,558.343978991394,175.630153101357,"1722022014"
223,172202,2015,558.405163096699,561.687944405345,181.33131547242,0.0349383599821755,2.4904494677176,558.697463553821,561.671115062108,130.166149342417,"1722022015"
225,172202,2017,563.576445907766,567.928080017322,148.710484137992,0.0199888635799899,1.47733478353971,565.298281121264,567.832312820243,163.24866093442,"1722022017"
226,172202,2018,566.981897659999,571.875335706911,90.7754980111124,0.0208102864129566,0.402416244314563,567.994772004213,571.756517728671,253.832332220609,"1722022018"
227,172202,2019,570.148766145782,574.535051195095,165.978352819344,0.0300038411382832,4.95426896581976,571.638249785489,574.503583024449,324.094410390184,"1722022019"
228,82365,2011,427.935783624298,430.225275739698,193.151189307063,0.0263075190315785,2.84713443745419,428,430.16214153502,108.984286235289,"823652011"
