"X1","tag","year","L","K","doy_ip","r","theta","a","b","ML_value","tag_year"
1,192244,2011,42.2857348763248,42.5030447249767,219.11800787665,0.0326824712681537,4.85670866648762,42.3,42.4982686684657,-31.6898,"1922442011"
2,192244,2012,42.4616448399608,42.8964386342997,188.292354986385,0.0354052204214027,4.34548746532868,42.49712995,42.8954780441846,-24.7864,"1922442012"
3,192244,2013,42.8686300621114,43.2360147172745,194.67396805219,0.0469170704568715,5.05068295393745,42.8823779367049,43.23112176812,-21.7365,"1922442013"
6,192244,2019,41.356643155402,41.5919385523175,148.074180301833,0.0411831410572476,1.18079235506855,41.379521072692,41.5860982890298,-20.3739,"1922442019"
9,80628,2013,53.5417390940103,53.6734912279233,188.815487465158,0.0717201587193876,18.6780120095161,53.5431299809108,53.6734891242111,-22.1144,"806282013"
10,80628,2014,54.4308092399583,54.5447681044708,190.929822314882,0.0455434158925601,4.92900917774611,54.4406156264273,54.5446073922831,-19.2159,"806282014"
14,80628,2018,54.9359765601333,55.0595544723748,161.588635682216,0.0752526844429549,7.35026186208302,54.9422419071375,55.0556106575775,-19.0756,"806282018"
15,80628,2019,55.0463123644803,55.1764116010191,170.44020079964,0.034514572087386,2.23874926532178,55.0682167485425,55.175545580561,-20.5268,"806282019"
16,132539,2011,58.2706119345772,58.6856686644464,151.153612055603,0.0924766189066334,1.10977980347305,58.3002840427585,58.6856686602105,-30.907,"1325392011"
17,132539,2012,58.5844843422924,59.2504837930418,209.805217979603,0.0373075123096853,5.22525317391168,58.6319801726024,59.2492469917432,-23.4953,"1325392012"
18,132539,2013,59.1663089132032,59.4407101442585,140.657027252222,0.10945572885782,0.0974033926517286,59.1676849481847,59.4407100839735,-21.9942,"1325392013"
19,132539,2014,60.4514493273793,60.887833284119,193.174363082953,0.0577757471141333,2.5655740973427,60.4537275407521,60.887478556118,-19.2083,"1325392014"
20,132539,2015,60.8830575987584,61.0921474207386,205.064317041236,0.0956330625422987,7.13215050003171,60.8925136417398,61.0921455372816,-17.8468,"1325392015"
