"","tag","year","L","K","doy_ip","r","theta","a","b","ML_value"
"1","192244","2011","42.2857348763248","42.5030447249767","219.11800787665","0.0326824712681537","4.85670866648762","42.3","42.4982686684657","-31.6898"
"2","192244","2012","42.4616448399608","42.8964386342997","188.292354986385","0.0354052204214027","4.34548746532868","42.49712995","42.8954780441846","-24.7864"
"3","192244","2013","42.8686300621114","43.2360147172745","194.67396805219","0.0469170704568715","5.05068295393745","42.8823779367049","43.23112176812","-21.7365"
"4","192244","2014","44.2526748623729","44.7576077786227","197.376429368391","0.0253129023079996","4.24562339050738","44.3547094808962","44.74268296","-19.144"
"5","192244","2018","41.3331622655358","41.4138741380137","209.744599716179","1.30300301865121","13.4777589628897","41.3331622655358","41.4117781453036","-19.2137"
"6","192244","2019","41.356643155402","41.5919385523175","148.074180301833","0.0411831410572476","1.18079235506855","41.379521072692","41.5860982890298","-20.3739"
"7","80628","2011","53.2660570019583","53.405875818055","112.595296224624","0.0231893246740872","0.510694286671964","53.28","53.404745892299","-31.5899"
"8","80628","2012","53.4741429191076","53.5408855078974","243.93695123661","0.0368030296622793","3.70350452002973","53.4760690058205","53.5402368152121","-24.8795"
"9","80628","2013","53.5417390940103","53.6734912279233","188.815487465158","0.0717201587193876","18.6780120095161","53.5431299809108","53.6734891242111","-22.1144"
"10","80628","2014","54.4308092399583","54.5447681044708","190.929822314882","0.0455434158925601","4.92900917774611","54.4406156264273","54.5446073922831","-19.2159"
"11","80628","2015","53.7401326127788","54.68901570611","121.784114946961","0.0122383971296278","9.29343116762499","54.53922649","54.6784221741881","-17.8807"
"12","80628","2016","53.9639831877919","54.7957564975456","112.21414787509","0.0224906310127157","9.05074179882681","54.6815817642681","54.7944570640662","-20.6914"
"13","80628","2017","54.5551561601813","54.9336601080625","185.201329280246","0.0281143052478309","17.2828899781522","54.8063209552865","54.9331657861396","-15.1736"
"14","80628","2018","54.9359765601333","55.0595544723748","161.588635682216","0.0752526844429549","7.35026186208302","54.9422419071375","55.0556106575775","-19.0756"
"15","80628","2019","55.0463123644803","55.1764116010191","170.44020079964","0.034514572087386","2.23874926532178","55.0682167485425","55.175545580561","-20.5268"
"16","132539","2011","58.2706119345772","58.6856686644464","151.153612055603","0.0924766189066334","1.10977980347305","58.3002840427585","58.6856686602105","-30.907"
"17","132539","2012","58.5844843422924","59.2504837930418","209.805217979603","0.0373075123096853","5.22525317391168","58.6319801726024","59.2492469917432","-23.4953"
"18","132539","2013","59.1663089132032","59.4407101442585","140.657027252222","0.10945572885782","0.0974033926517286","59.1676849481847","59.4407100839735","-21.9942"
"19","132539","2014","60.4514493273793","60.887833284119","193.174363082953","0.0577757471141333","2.5655740973427","60.4537275407521","60.887478556118","-19.2083"
"20","132539","2015","60.8830575987584","61.0921474207386","205.064317041236","0.0956330625422987","7.13215050003171","60.8925136417398","61.0921455372816","-17.8468"
"21","132539","2016","61.3388067322434","61.6474933091042","174.878546900751","0.0803519696049114","1.05659090385297","61.3393822192625","61.6453403600619","-20.4098"
"22","132539","2017","61.6234263541044","62.1459498139943","166.102520817006","0.202794144266061","22.0887240632161","61.62651617","62.1300023530942","-14.8848"
"23","132539","2018","62.0751890858396","62.4998481368701","146.189267966478","0.0909802400421519","0.098005911308529","62.0822350801745","62.4998469200192","-18.8061"
"24","132539","2019","62.4631791383893","62.755183692997","178.831647622177","0.114996915407844","10.4076570261624","62.4632579011643","62.7541233951935","-19.736"
"25","72308","2011","65.2900823883584","65.4587599773653","180.668416995026","0.0495366255231075","6.98632552093674","65.2904032918868","65.458754204452","-31.5301"
"26","72308","2013","65.5396640550765","65.7196550991118","176.156148569942","0.0637256946303155","6.55099860293219","65.5470163503203","65.7192913290963","-22.0404"
"27","72308","2014","65.2659533864253","65.5928624268507","149.07542332354","0.0259781258427406","5.04256276409332","65.4213560211703","65.5875177191879","-19.1283"
"28","72308","2015","65.2198043140478","65.7057659952945","199.99521136691","0.0174556901394283","16.9825997208598","65.55767831314","65.7013095956628","-17.9269"
"29","72308","2016","64.9454056023521","65.8612385877681","241.368596124457","0.012353695174702","22.9393978078906","65.6726013994013","65.8454394309825","-20.5206"
"30","72308","2017","65.1019303540227","65.9339110906324","176.032484678473","0.0136382917908133","16.8967904328004","65.8255952298887","65.9268684006213","-15.1449"
"31","72308","2018","65.8891583985998","66.0875980407707","182.902743575055","0.0446798567638721","5.98788934756046","65.8997091765644","66.0870843316181","-19.2845"
"32","72308","2019","66.0250149364123","66.2304126160696","156.593753964419","0.0521891509680032","0.880273393808982","66.0341278905989","66.2284103151262","-20.4067"
"33","102177","2011","68.4142373018642","68.9023384239322","248.321657626641","0.0215078153341529","6.26083461917666","68.5","68.8863706832266","-29.2354"
"34","102177","2012","68.8000247178177","69.1888539382521","172.290221456824","0.0343762955486933","3.79346370025043","68.84756572","69.1884594387969","-24.8638"
"35","102177","2013","69.1870752847857","69.5256703976139","191.957714131677","0.0534490675191738","4.61301019914049","69.1972108285761","69.5254657238185","-20.6665"
"36","102177","2014","70.2479226022534","70.7201704126947","150.642599391548","0.040807345121103","1.07646586292792","70.27999878","70.7171451157821","-19.1548"
"37","102177","2015","70.6965093823091","71.0394443315712","173.068549114171","0.0388223564874458","2.91089177977251","70.72729712","71.0387697077393","-17.9656"
"38","102177","2016","70.98156570837","71.3827443415122","166.993186510061","0.0317906852569706","1.97994880212223","71.0522678084641","71.3783641189408","-20.5327"
"39","102177","2017","70.9051199876325","71.7190746355125","138.451618492026","0.0202785312620908","3.15198660663495","71.4175891805845","71.7124916054596","-15.1102"
"40","102177","2018","71.6740439660944","71.929945291508","170.239832480373","0.046291689508891","3.26834113283637","71.687386880407","71.9294044827072","-19.2867"
"41","192466","2011","77.9545665798645","78.5463346568585","182.818771118132","0.0410950655847401","4.53450548019367","78","78.546193526072","-31.3536"
"42","192466","2012","78.3785646234942","79.1945388411869","171.89128737244","0.0254627139107657","3.42544267852146","78.56478361","79.1867936324152","-24.7205"
"43","192466","2013","79.1617906978217","79.7548476574231","223.302058163523","0.0483217421978934","38.2921688947953","79.1916748404226","79.751087983618","-18.904"
"44","192466","2014","80.8692097175663","81.4464979529853","178.257133648655","0.0429990135790273","2.35501414411951","80.9","81.4451948972994","-19.342"
"45","192466","2015","81.3932652175424","82.195278195438","180.098873383112","0.037572871043188","2.50974750038404","81.4498715094463","82.19049651","-17.7495"
"46","192466","2016","82.2534816203075","82.6883763203124","203.614612073873","0.0457985252683096","2.97154331821876","82.2630563865329","82.6794226320058","-20.547"
"47","192466","2017","82.6739240031957","83.2525733244913","202.528529341288","0.036493483201999","5.62610045760501","82.7616359297139","83.2385959429431","-14.9691"
"48","192466","2018","83.2186218589461","83.7941752526981","192.329200913917","0.0419865355862867","5.23818492221478","83.2446311260924","83.7934537791967","-19.2487"
"49","192466","2019","83.7161686213864","84.2860601483484","145.161985003313","0.0461277168191816","1.22740877830789","83.76741254","84.2787374552022","-20.3627"
"50","192619","2011","74.9352432556368","75.226748265971","195.802460119636","0.0543869669781142","3.91809801103071","74.9502485500061","75.2266661764784","-28.7156"
"51","192619","2012","75.2072808362812","75.8225668338506","190.720003600217","0.0345672241214688","5.3169277983396","75.2365939475131","75.8195717048561","-25.9327"
"52","192619","2013","75.8349957703105","76.3479837862145","154.658204470468","0.0597703354010731","1.06945124547743","75.840550360193","76.3466363800824","-19.9547"
"53","192619","2014","78.5954364130551","79.2356961289322","162.547880809206","0.0264698592667219","1.60065275522372","78.707001751506","79.22073147","-19.1949"
"54","192619","2015","79.2045554522245","79.9071927212361","184.512926349217","0.0338695284486503","2.16595793748764","79.2564041927791","79.90076471","-17.7847"
"55","192619","2016","80.0189158075116","80.6778862186344","203.367086434493","0.0379963167815717","3.41678950999115","80.0562355391648","80.6741517580452","-20.5776"
"56","192619","2017","80.6571721229117","81.3497103236604","181.833308455858","0.0314639337649678","2.80415954900306","80.806426188661","81.3321262994413","-14.8351"
