"X1","plot","tag","year","L","K","doy_ip","r","theta","a","b","ML_value","site_tag","tag_year"
1,"A1",1,1998,12.815210074758,13.3375780240986,194.906240744691,0.0506942656098615,2.05683449271841,12.8920131738618,13.3309858739596,-23.4098,"A11","A111998"
2,"A1",1,1999,13.3464855327776,13.6740578183984,171.864394197657,0.0726668960683672,0.968544019754865,13.3464872521852,13.6740272454589,-24.8739,"A11","A111999"
3,"A1",1,2000,13.6706159154292,14.092658784531,186.051612420952,0.0664298988694061,1.334587089363,13.6718567759142,14.0924725365975,-26.1661,"A11","A112000"
4,"A1",1,2001,14.0442238666387,14.6178907990292,194.317130846204,0.0509389234042358,2.5650056249131,14.08925633,14.6142903576332,-19.2529,"A11","A112001"
5,"A1",1,2002,14.9956252014542,15.4128655224397,188.000320627828,0.0493599897691178,1.73043370266613,15.0278917195659,15.4124908678901,-24.7823,"A11","A112002"
6,"A1",1,2003,15.3899683303212,15.7259772909853,169.234633946058,0.0630605896385077,0.574079328131351,15.4,15.725927962472,-13.8014,"A11","A112003"
9,"A1",2,2000,32.4599723854393,32.6038625078674,154.26613512625,0.059241828821144,0.17528310480203,32.4611971739905,32.6000030844747,-26.2314,"A12","A122000"
10,"A1",2,2001,32.625885806265,32.7098128973403,163.280669707648,0.106878048268411,0.236918722960059,32.62631634,32.7098127376558,-19.3548,"A12","A122001"
11,"A1",2,2002,32.7237210231551,32.8327711016021,214.906982119287,0.0254791365928912,1.50937843039695,32.7429949234435,32.827905153094,-24.8582,"A12","A122002"
15,"A1",6,2000,33.0883453134503,33.1446651882158,179.577780914128,0.111827490140966,0.212086471371251,33.0889451714326,33.1437711320132,-26.2697,"A16","A162000"
18,"A1",6,2003,33.2968277153632,33.3724572761678,176.007339465043,0.0456974181519748,0.311483004263044,33.3,33.3720898783167,-13.8232,"A16","A162003"
19,"A1",8,1998,23.1544644465077,23.3221092654037,192.141836571543,0.0651739331919478,1.25418845071802,23.1687224790546,23.3220119972896,-23.5043,"A18","A181998"
21,"A1",8,2000,23.4775568139186,23.6154189101796,208.555190947198,0.0729425391048001,3.98605535682943,23.4776858288973,23.6105693768981,-26.2076,"A18","A182000"
22,"A1",8,2001,23.6334583778903,23.847468469788,199.284784422457,0.073530343261302,2.33137139163151,23.63792808,23.8474126885976,-19.3478,"A18","A182001"
23,"A1",8,2002,23.8440657364568,24.0114002113722,233.00944029491,0.0621289050499125,11.2823006129908,23.8484712842411,24.0113292886046,-24.8749,"A18","A182002"
24,"A1",8,2003,24.0214518524639,24.2157394617968,203.279555746132,0.071718708483569,2.25178198620695,24.0265388356864,24.215716412109,-13.8213,"A18","A182003"
27,"A1",9,2000,15.6122269312908,15.7291694724672,196.060167833358,0.0604947973330114,1.83000744808299,15.61364285,15.7290355658395,-26.2725,"A19","A192000"
28,"A1",9,2001,15.7252349077222,15.8016917820792,181.609686756925,0.143296129869908,6.17627153439644,15.7254230833854,15.798692053383,-19.3322,"A19","A192001"
29,"A1",9,2002,15.8060585713537,15.8765001303979,196.799345766849,0.0773317346602573,3.98739430133494,15.8075276711471,15.8744948661016,-24.8882,"A19","A192002"
31,"A1",10,1998,12.3812345289149,12.5128296809511,200.427925655124,0.084874662032319,0.996981701899993,12.3854794685231,12.5128078228402,-23.4978,"A110","A1101998"
32,"A1",10,1999,12.5701081283578,12.7073535571538,193.218542962638,0.0558665167799631,1.76161425544193,12.5701146857596,12.7071539538331,-24.8527,"A110","A1101999"
33,"A1",10,2000,12.714220111777,12.9885754640602,194.819438728545,0.0760932783293639,1.74302222016763,12.7171147522719,12.988514212551,-26.2725,"A110","A1102000"
34,"A1",10,2001,12.987976329042,13.1841276336938,200.752466181415,0.0651709542341071,3.90589273850757,12.99764046,13.1840497122322,-19.3462,"A110","A1102001"
35,"A1",10,2002,13.2074261397599,13.3538133478321,228.165737990254,0.0564266993040695,10.6449371081431,13.2117049159745,13.3537316612016,-24.8781,"A110","A1102002"
36,"A1",10,2003,13.4011148305206,13.589865071254,201.720316091448,0.0642800586947703,2.71136057022423,13.4034403219879,13.5898255809478,-13.8228,"A110","A1102003"
