"Species","coef","significant","significant2","ci.lower","ci.upper","chg_rad_inc_clim","chg_rad_inc_clim_ci.lower","chg_rad_inc_clim_ci.upper","chg_rad_inc_1SD_clim","variable","month","site","wood_type","Location","month_new","tmn","tmx","group"
"QURU",0.150743352510366,FALSE,FALSE,-0.0466317282518705,0.333815456533274,0.0068855450115174,-0.00213001010323837,0.0152477791771417,0.0178196912963314,"tmx","curr.jan","Sheridan_Mountain_QURU","RP","Sheridan_Mountain",1,-2.73865551231933,7.86470601328571,1
"QURU",0.102102923057605,FALSE,FALSE,-0.0881925444570382,0.266883476204485,0.00483680832820802,-0.00417784741848176,0.0126427743859857,0.0120698030065007,"tmx","curr.feb","Sheridan_Mountain_QURU","RP","Sheridan_Mountain",2,-2.73865551231933,7.86470601328571,1
"QURU",-0.150814072517074,FALSE,FALSE,-0.380402319964936,0.105694269845878,-0.00771225432356316,-0.0194528228558439,0.00540494050714293,-0.0178280512582602,"tmx","curr.mar","Sheridan_Mountain_QURU","RP","Sheridan_Mountain",3,-2.73865551231933,7.86470601328571,1
"QURU",0.0298671751012089,FALSE,FALSE,-0.160892543907979,0.23116754448485,0.00171464024655691,-0.00923665630313922,0.0132710634376471,0.0035306620911222,"tmx","curr.apr","Sheridan_Mountain_QURU","RP","Sheridan_Mountain",4,-2.73865551231933,7.86470601328571,1
"QURU",-0.234083801175525,TRUE,FALSE,-0.402213192695458,-0.0554962218108749,-0.013339546749821,-0.0229206021963592,-0.00316251889950088,-0.0276715424259443,"tmx","curr.may","Sheridan_Mountain_QURU","RP","Sheridan_Mountain",5,-2.73865551231933,7.86470601328571,1
"QURU",-0.0416721722373872,FALSE,FALSE,-0.230853038912581,0.135632864105874,-0.00368062790707467,-0.0203897251291433,0.0119795556108943,-0.0049261558307636,"tmx","curr.jun","Sheridan_Mountain_QURU","RP","Sheridan_Mountain",6,-2.73865551231933,7.86470601328571,1
"QURU",0.112758199977315,FALSE,FALSE,-0.0730907684155147,0.289865239363797,0.0109319668887329,-0.00708618850204421,0.0281025876571032,0.0133293858817926,"tmx","curr.jul","Sheridan_Mountain_QURU","RP","Sheridan_Mountain",7,-2.73865551231933,7.86470601328571,1
"QURU",0.341474460553204,TRUE,FALSE,0.146112479637292,0.511954233678487,0.0287190649845757,0.012288514318063,0.0430569445290927,0.0403664199535495,"tmx","curr.aug","Sheridan_Mountain_QURU","RP","Sheridan_Mountain",8,-2.73865551231933,7.86470601328571,1
"QURU",-0.0377413695054181,FALSE,FALSE,-0.254497837894244,0.204056931613876,-0.00232708931734467,-0.0156920431773413,0.0125819150685725,-0.0059240473213853,"tmx","curr.jan","Goodnow_Mtn_QURU","RP","Goodnow_Mtn",1,-3.69411771015126,8.82689093714286,2
"QURU",0.154361630775479,FALSE,FALSE,-0.0791185106292889,0.356308140196712,0.00982826550533637,-0.00503750656782355,0.0226862788762542,0.0242292639960738,"tmx","curr.feb","Goodnow_Mtn_QURU","RP","Goodnow_Mtn",2,-3.69411771015126,8.82689093714286,2
"QURU",-0.0247305018535004,FALSE,FALSE,-0.202562045830915,0.171250091381569,-0.00157343713364583,-0.0128876739609115,0.0108955028295095,-0.00388180569972987,"tmx","curr.mar","Goodnow_Mtn_QURU","RP","Goodnow_Mtn",3,-3.69411771015126,8.82689093714286,2
"QURU",0.0903431857879333,FALSE,FALSE,-0.09218588262716,0.276787450316787,0.00671586199027204,-0.00685284296514274,0.0205756117714315,0.0141806541412226,"tmx","curr.apr","Goodnow_Mtn_QURU","RP","Goodnow_Mtn",4,-3.69411771015126,8.82689093714286,2
"QURU",-0.046359094966541,FALSE,FALSE,-0.259630921882013,0.15598828554573,-0.00335111002161087,-0.0187676611216598,0.0112757573745447,-0.00727672249198477,"tmx","curr.may","Goodnow_Mtn_QURU","RP","Goodnow_Mtn",5,-3.69411771015126,8.82689093714286,2
"QURU",-0.170549837776563,FALSE,FALSE,-0.389035100224927,0.0588225960140165,-0.0176885972785894,-0.0403488229882096,0.00610079273799274,-0.0267702344372507,"tmx","curr.jun","Goodnow_Mtn_QURU","RP","Goodnow_Mtn",6,-3.69411771015126,8.82689093714286,2
"QURU",-0.106409790181768,FALSE,FALSE,-0.338824966373039,0.11869974407137,-0.0134849274290243,-0.0429380611960355,0.0150423887868961,-0.0167025373153186,"tmx","curr.jul","Goodnow_Mtn_QURU","RP","Goodnow_Mtn",7,-3.69411771015126,8.82689093714286,2
"QURU",0.0810029483237792,FALSE,FALSE,-0.164491784023466,0.30326412924979,0.00904403806426876,-0.0183656272611373,0.0338596604842007,0.0127145703860298,"tmx","curr.aug","Goodnow_Mtn_QURU","RP","Goodnow_Mtn",8,-3.69411771015126,8.82689093714286,2
"QURU",0.0330264875451012,FALSE,FALSE,-0.17059909233363,0.221786588700481,0.00219696519060341,-0.0113484749746303,0.0147535342489034,0.00507797727801454,"tmx","curr.jan","MI_Flu_QURU","RP","MI_Flu",1,-1.48823532361345,10.0554623400504,3
"QURU",0.154905028651012,FALSE,FALSE,-0.0604176761640922,0.358752126095015,0.0101745862154281,-0.00396839831747681,0.0235638214505312,0.0240139613129987,"tmx","curr.feb","MI_Flu_QURU","RP","MI_Flu",2,-1.48823532361345,10.0554623400504,3
"QURU",0.0294481252251704,FALSE,FALSE,-0.162663068012657,0.213497814729773,0.00195895765670505,-0.0108207249225553,0.0142023702920553,0.00456854702386016,"tmx","curr.mar","MI_Flu_QURU","RP","MI_Flu",3,-1.48823532361345,10.0554623400504,3
"QURU",0.0465646423156701,FALSE,FALSE,-0.126364221608335,0.236018178061698,0.00334585012901984,-0.00907975936560475,0.0169588213770734,0.00710673107507728,"tmx","curr.apr","MI_Flu_QURU","RP","MI_Flu",4,-1.48823532361345,10.0554623400504,3
"QURU",0.0196485113152239,FALSE,FALSE,-0.177715692430349,0.212207733595418,0.00144866720566221,-0.0131028194159383,0.0156458868316091,0.00294899066542561,"tmx","curr.may","MI_Flu_QURU","RP","MI_Flu",5,-1.48823532361345,10.0554623400504,3
"QURU",-0.0849752132554613,FALSE,FALSE,-0.281500476828717,0.0926489800107273,-0.00796140747275973,-0.0263740438411379,0.00868036988131436,-0.0125623420005864,"tmx","curr.jun","MI_Flu_QURU","RP","MI_Flu",6,-1.48823532361345,10.0554623400504,3
"QURU",-0.073592562391037,FALSE,FALSE,-0.322200235950401,0.178445535418253,-0.00737085554707653,-0.0322708072563815,0.0178726792742967,-0.0106861553041761,"tmx","curr.jul","MI_Flu_QURU","RP","MI_Flu",7,-1.48823532361345,10.0554623400504,3
"QURU",-0.110421971959059,FALSE,FALSE,-0.275378345845729,0.0540667032524934,-0.0112227280344992,-0.0279880555218009,0.0054950649364393,-0.0172395561820249,"tmx","curr.aug","MI_Flu_QURU","RP","MI_Flu",8,-1.48823532361345,10.0554623400504,3
"QURU",0.066290087679252,FALSE,FALSE,-0.148394469648619,0.25944783777445,0.00285275869092366,-0.00638607713152271,0.0111651998053409,0.00740535301869703,"tmx","curr.jan","Rooster_Hill_QURU","RP","Rooster_Hill",1,-1.45798321411765,10.8042018349496,4
"QURU",-0.0136222250842231,FALSE,FALSE,-0.177992576156683,0.164183935919879,-0.000650150796256526,-0.00849508904753333,0.00783604117615617,-0.00152175670873936,"tmx","curr.feb","Rooster_Hill_QURU","RP","Rooster_Hill",2,-1.45798321411765,10.8042018349496,4
"QURU",-0.15875668960304,FALSE,FALSE,-0.341158204998677,0.0148727282087648,-0.00697607386187545,-0.0149911467832096,0.000653536243237178,-0.017734918926019,"tmx","curr.mar","Rooster_Hill_QURU","RP","Rooster_Hill",3,-1.45798321411765,10.8042018349496,4
"QURU",-0.0391331506845251,FALSE,FALSE,-0.233373069646994,0.147529813359185,-0.00212546068773461,-0.0126753219823618,0.00801286921903198,-0.00437161581313576,"tmx","curr.apr","Rooster_Hill_QURU","RP","Rooster_Hill",4,-1.45798321411765,10.8042018349496,4
"QURU",0.017188263519179,FALSE,FALSE,-0.158049173489543,0.19040666305903,0.000931847293445257,-0.00856850340833763,0.0103227375719205,0.00192012355985691,"tmx","curr.may","Rooster_Hill_QURU","RP","Rooster_Hill",5,-1.45798321411765,10.8042018349496,4
"QURU",-0.090054912018848,FALSE,FALSE,-0.262757731245805,0.08786282067446,-0.00702975183581351,-0.0205110593324748,0.006858635593434,-0.0100601528511177,"tmx","curr.jun","Rooster_Hill_QURU","RP","Rooster_Hill",6,-1.45798321411765,10.8042018349496,4
"QURU",-0.0072855931063577,FALSE,FALSE,-0.199888687659856,0.187376378798551,-0.000641025823314611,-0.0175872861286505,0.0164863856292271,-0.000813883203235689,"tmx","curr.jul","Rooster_Hill_QURU","RP","Rooster_Hill",7,-1.45798321411765,10.8042018349496,4
"QURU",0.0822395491000192,FALSE,FALSE,-0.0908764420883996,0.270495233132535,0.00694171684374256,-0.0076707440112204,0.022832096437014,0.00918708836426421,"tmx","curr.aug","Rooster_Hill_QURU","RP","Rooster_Hill",8,-1.45798321411765,10.8042018349496,4
"QUVE",0.0524596328994805,FALSE,FALSE,-0.128198543900969,0.249953161218468,0.00343810576899091,-0.00840189168320544,0.0163814605262181,0.00871716303158251,"tmx","curr.jan","Hague,_Lake_George,_NY_QUVE_QUVE","RP","Hague,_Lake_George,_NY_QUVE",1,-1.12016808494118,11.278151447395,5
"QUVE",-0.161034631534463,FALSE,FALSE,-0.353475823416066,0.0388869927720102,-0.0109153882925283,-0.0239596031477354,0.0026358716854293,-0.0267589584453732,"tmx","curr.feb","Hague,_Lake_George,_NY_QUVE_QUVE","RP","Hague,_Lake_George,_NY_QUVE",2,-1.12016808494118,11.278151447395,5
"QUVE",-0.117418327340152,FALSE,FALSE,-0.297563199527804,0.0785328584057362,-0.00799865538455649,-0.0202703065361675,0.00534973785593054,-0.0195112822135277,"tmx","curr.mar","Hague,_Lake_George,_NY_QUVE_QUVE","RP","Hague,_Lake_George,_NY_QUVE",3,-1.12016808494118,11.278151447395,5
