tag,year,L,K,doy_ip,r,theta,a,b
192619,2019,818.0145237493953,823.8771363004594,172.01518861310194,0.05910843603414442,3.566178379510413,818.1913922321164,823.8116940473394
130838,2011,623.3669261878161,628.4156389511575,170.13200583357488,0.06348070749241935,2.568734620840462,623.4,628.4134054194609
130838,2012,627.4756966740604,633.5850085736779,169.27491068780924,0.06661767582030202,2.1531677678515257,627.5002319030606,633.5816647822342
130838,2013,632.8540053484111,638.3410452322253,185.6438672684543,0.09542501185806133,2.801486457728419,632.9862281207705,638.340538174346
130838,2014,652.0728647819606,657.4170679934178,172.94843624565505,0.07395836262758003,0.9716992326314713,652.1051458668127,657.4069140229899
130838,2015,657.3598866193569,662.9038343503975,178.89511885823015,0.07310103272298242,2.1073281519140377,657.453111542917,662.9035917890405
130838,2016,662.3976408326288,666.7510967861396,184.07608607354143,0.08056151936867631,2.82009127902052,662.4086417931803,666.750075285612
130838,2017,665.8906982052765,669.521729785996,171.28249391499548,0.09386510376012253,4.542459914527972,665.9335967600417,669.5212265986061
130838,2018,669.7531230322415,674.5659371813069,190.39632507242447,0.03451839212065968,2.3295513478519028,669.9064976494324,674.3951043328825
130838,2019,672.9884472959884,677.787680536009,172.149453518841,0.09700855061692461,2.2817565354212554,672.9998193390788,677.7601963147824
122482,2011,537.5035822499866,541.0536762011884,167.2508012202677,0.10129857366887995,2.7190062858623243,537.6926863362971,540.9710835855184
122482,2012,540.6512787104936,544.0185264106683,169.80397356670133,0.05023386996810092,1.1027350140105545,540.7693968921344,544.0080272587975
122482,2013,544.2036850925188,547.7635825592113,180.65237383277542,0.08907918085687269,1.9070669413542278,544.236506517819,547.763544841939
122482,2014,562.4361514458386,566.870974254542,174.08607598142862,0.06660565126164827,1.102184686567636,562.6064540391469,566.8559918848217
122482,2015,566.5986553369196,571.0517359211403,183.41231778896318,0.055582196606026084,2.3140777326463535,566.6590995640569,571.049622785603
122482,2016,570.6423733055618,573.6265849042278,186.7464773056304,0.06452585561076955,2.9486205976124626,570.67520339326245,573.6246462610804
122482,2017,573.018223970974,576.9241428633057,178.4230544867144,0.055400618706985136,2.949120917286717,573.274586527353,576.8503007726218
122482,2018,576.6816911336197,580.4315264363138,177.3325193006964,0.07070334781579414,2.062606766839131,576.6848547483983,580.4290969523781
122482,2019,579.6403349261465,582.3785073114409,173.1551169228898,0.09456269811388976,8.522567427080284,579.647076128621,582.3746630346968
82203,2011,611.0849430395051,616.2618364565212,167.10914352592346,0.09632663418872012,2.112530535140892,611.2993805548248,616.2618363962623
82203,2012,615.8311398199605,619.55293476659,179.9602397772918,0.06399810795523159,3.2871643154306356,615.9120036967454,619.54307342687
82203,2013,619.3241511308523,623.7842465108236,175.95002165178312,0.08026115475265788,0.9801858990463219,619.3520797845491,623.7740821076944
82203,2014,627.6898192864603,631.0764616076713,190.38303854517184,0.07410240094499113,2.7396350835727237,627.7426475651115,631.076094910456
82203,2015,631.2002844415014,635.9643613382352,180.80910503398812,0.05965873555367957,1.0960385914686084,631.2896319712013,635.9618822132692
82203,2016,635.8544985824501,640.5765743021273,195.61670577797935,0.06632027719991461,2.954852594672848,635.8745621840708,640.5728193410775
82203,2017,640.5075372649509,644.4595976145459,189.81585887169098,0.07192143424503325,3.3012171418556724,640.5493029843548,644.4594871914047
82203,2018,644.268091776896,648.698560532238,178.20962868423115,0.08936998265670619,2.358786415942096,644.3924482427147,648.6402601680392
82203,2019,642.9141455155017,656.9689040429587,101.43701106955191,0.16195327502374562,7.565135049720459,648.8452451442978,656.4997960756574
162543,2011,870.1319945636882,873.8162129376125,231.2838981843852,0.016824994173149425,1.5078774644320214,870.3,873.4737258121617
162543,2012,872.2698618021909,875.2801265425524,191.31335056568884,0.015148790537524897,2.080730602128475,873.0728826534323,875.1152438469668
162543,2013,873.4171122420296,879.049284887817,86.28835486363698,0.012273737829432134,0.4577424478432625,875.3172818897187,878.2946354991171
162543,2014,888.5441929387327,892.9988022755023,173.55424735484593,0.01559447602116799,1.841564701033429,890,892.6857540578152
162543,2015,892.1942705246297,894.5150530987459,180.11322168744874,0.029596110077670518,2.9447506311707716,892.5646553903238,894.4962178953456
162543,2016,888.281101407599,896.4646816743601,171.3840609541021,0.014742608964668611,10.205307023244867,894.5871483459622,896.3692912008929
162543,2017,893.0389642064275,898.2741847492188,171.7203333858348,0.02213145846907684,8.72547507818078,896.6014776695043,898.1974867998455
160910,2011,915.8525152373237,925.0540441631974,174.68488396039274,0.05007197690809806,1.6141846954867252,916.2,925.0502947465475
160910,2012,924.5408959439683,933.2685041420875,174.12137739921405,0.05641393824113725,1.3699024249006277,924.6850958271924,933.2621666481848
160910,2013,933.8244823855459,941.8335217938537,191.39289709290279,0.07001435687170347,1.9084169586939552,933.8522294430214,941.7995844496662
160910,2014,973.0760204100093,981.920690673101,187.53559801231285,0.06054907286540426,1.1305964471193624,973.0938127572733,981.8127310771514
160910,2015,980.9530051410993,990.1750006439331,177.40739055444715,0.04452616012915117,1.8024977821860355,981.2335956707085,990.158346971662
160910,2016,989.722793150508,997.696510021149,196.97343546098296,0.048479367108071415,1.938285830419546,989.8423690480136,997.6443981935779
160910,2017,996.9490368898823,1003.9019159664268,190.38211764588195,0.05118125984244837,1.8668863078924884,997.1353811435756,1003.8970223648423
160910,2018,1003.9999622745952,1010.738184453615,174.50432203085458,0.060666264004972964,1.1846334668037495,1004.067205837417,1010.7368284150679
160910,2019,1010.611513302839,1015.4483297490162,185.57431226502345,0.074601884080929,2.8407769265361495,1010.6364683140191,1015.4322264102085
60458,2013,268.6310615022002,273.24517366650986,200.25016420060746,0.05914488842787565,3.3889874978502066,269.5,273.24186136675587
60458,2014,273.61332410234,278.2560968788661,214.901055523141,0.06688455649707509,12.859065352751632,273.72376210654323,278.2548791950522
60458,2015,278.2067457475738,282.9553820580302,179.75630004525703,0.06341972715988943,2.2016221591037866,278.28968800422086,282.95466318754785
60458,2016,283.0078692643052,287.62953119204724,201.02491898920934,0.06297463907608779,4.467145468303212,283.089881000819,287.628741372249
60458,2017,287.58810337319863,291.56613100149036,190.9851959631146,0.06456838887170924,4.224015995952286,287.70152556471515,291.5659039503602
60458,2018,291.6632669975173,295.92926532983483,179.85337577565934,0.06489460305092576,2.198158389423568,291.6941644051615,295.9020622173223
60458,2019,295.7400024997131,300.31808796824816,197.62468358763624,0.06103121410724638,5.694446764647256,295.7652404092183,300.199650607309
60459,2013,99.26693613435292,101.60299713306748,211.81529921778414,0.048607935303261234,3.4210943072027726,99.7,101.59450680367118
60459,2014,99.64299176347822,104.3692295600875,231.3951978853317,0.043399779417112226,4.964064086051066,99.69999695,104.32123822028599
60459,2016,106.2785717139411,109.38264181924764,201.0022450598527,0.0403920073202981,1.661367917458623,106.43449910899395,109.36405922243348
60459,2018,110.15552457530961,112.61199795955935,160.35970080137514,0.05570316912694149,0.4792768801227577,110.19281320535292,112.61089866794376
60462,2013,208.69338077504372,213.29628731587331,205.2064280616154,0.05747897306711912,3.8193898059907894,209.5,213.2916702755466
60462,2014,213.31449574178313,217.84048673448834,203.38132650015874,0.06766898217181022,5.950828556649435,213.4103959432605,217.83938627159222
60462,2015,217.92934818036906,222.84145424328173,174.92973444714562,0.06325994463184344,1.1220562783619132,218.0005181884624,222.84035724895895
60462,2016,222.80570315355897,228.06410262426883,202.5233645563833,0.05266594909975614,2.7756973125532074,222.85859349262927,228.05903927665065
60462,2017,228.0688850542894,232.09283792299502,194.1663216607374,0.06248123790197288,1.881974880654091,228.1636857960235,232.09201488280283
60462,2018,232.1517912763324,236.82182075066686,195.93459446197556,0.058421009843784136,1.97371133996007,232.19311475749038,236.75429548362604
60462,2019,236.87973420273323,241.57184263448545,191.82564703298902,0.07334520624943905,4.811562722928921,236.9588352052991,241.51894613606603
60463,2013,467.7896858634699,470.2215375438053,208.02441405866057,0.07022818359114036,4.6507441300871095,468.0200954815962,470.2108534090173
60463,2014,469.26424588844554,474.2606530081846,178.33240474151086,0.054389326399893564,1.1263355677142246,469.3615556386171,474.2547296705436
60463,2015,473.18044592573136,477.97311846740934,177.5951664428648,0.0785435960729732,3.377421369777216,473.21009838489744,477.9730593162303
60463,2016,476.3132634486694,481.4297692281667,190.54975314518566,0.033267908569452984,2.379331957827293,476.78861972041597,481.31145442645834
60463,2017,476.97146256778126,483.07933479478004,162.3784639956143,0.03369124635457017,6.204647330678827,480.015046417855,482.97712769594256
60463,2018,482.37915831572707,487.97124692220825,179.38985279006977,0.054033720528993155,1.2018965768965408,482.45215575843497,487.938825124372
60463,2019,486.51277024661056,490.0450514732754,182.89090694966126,0.06905078445343713,3.5401896581581047,486.55602801888966,490.0448975817453
181030,2011,742.9611690851542,747.664267089009,174.99187583663235,0.024845955448264005,2.5315636786223372,744,747.5576349232091
181030,2012,746.9493233028618,751.8222045544899,235.67243103172441,0.022889307477742742,6.6390855351450835,747.71856427213,751.6490289894231
181030,2013,751.0847275104509,754.3152835423249,179.6748405360665,0.04709954320200089,2.546139578083574,751.2504727785566,754.3112961516239
181030,2014,764.7547988588976,768.9306243896259,171.26497245140195,0.031836037412284114,2.0514626404965024,765.2543496990853,768.838912965355
181030,2015,768.304921024474,771.5479858556914,165.75557672210311,0.03545615045190052,2.976098188329591,768.8162563585446,771.5404565017675
181030,2016,767.5293855717096,775.8254808397478,161.5498127154386,0.013530556178885787,2.2533543219321936,771.5510088715971,775.3027518360875
181030,2017,776.0759455192839,777.7712383327222,193.84083977891316,0.03978580439582073,1.2291397074216701,776.1919301957124,777.761805853877
181030,2018,777.4422132429465,781.5915292709171,178.85502192577653,0.03528255322554992,1.8508119371636589,777.7349922569288,781.517697135407
172470,2011,666.0830557946717,676.6507777578546,162.39069790074336,0.04200434284632435,2.326028554271821,667,676.648986663864
172470,2012,674.2599978565563,685.7697798647544,168.5676425574426,0.023316195519759386,2.6915897553010346,676.9836479451349,685.6801445721766
172470,2013,685.0746077433362,694.273602704817,184.87294037919241,0.03771489761396114,2.3817988288670304,685.765208777887,694.175977007808
172470,2014,709.3325629429041,718.0020315670638,173.62938265562764,0.03287400810361067,1.835676152566931,710.1419198219926,717.7258194037919
172470,2015,717.4441837923517,725.4298525867563,178.39460128587965,0.044574602855611586,1.8287112424740417,717.6851128614286,725.4150916803212
172470,2016,727.5195418941533,732.055830897636,200.00260413839402,0.03779899892019194,2.405956750448195,727.7315356411001,732.0150245648219
172470,2017,731.7299474265318,738.809952709639,188.1320031733807,0.030358344116644488,2.543174925472176,733.0223009417189,738.7512358976306
172470,2018,738.8012376271269,747.9686775904902,179.52679577174,0.03711930293906765,1.4213311111178442,738.9969241542517,747.9217141004209
172470,2019,748.3883753904413,758.5733311261224,169.6430187711518,0.0393758167025579,1.6804432972403267,749.1711908356659,758.5492705793756
190067,2011,690.5265204862035,695.7143473765452,176.59147192123123,0.0674769958617466,1.8570367059396937,690.7998615390378,695.7139730113666
190067,2012,695.0815257968136,701.1969141596436,179.45190356355448,0.060557670617181265,2.704138444995956,695.1970707353883,701.1925166201707
190067,2013,700.8498315348498,705.813815666337,181.83910183632025,0.08454373244297654,2.178760411431341,700.881493790262,705.813727423323
190067,2014,725.7927191479212,731.0540884373743,178.23041681577138,0.055222192623353025,0.6491617688239444,725.8490198854216,731.0212872120476
190067,2015,730.0347856225158,736.142005574385,176.51152981959322,0.06749296722247004,2.2013718038911714,730.2977452615594,736.141561377586
190067,2016,735.5194392072071,739.9632476323584,182.51449654284548,0.06100391229470224,1.8183193903484158,735.5628472450815,739.9537222994292
190067,2017,739.1254894282474,743.7549266235178,192.3226261443591,0.04310019359415531,2.1283711161468437,739.3852534825911,743.7460803049843
190067,2018,743.567087444303,748.4081886659385,179.1579837799781,0.07849724724058124,2.354374881154665,743.5948314736705,748.3821700139293
72324,2011,644.6173470653866,650.0261010068464,162.25023147318478,0.0712906293952684,1.080080881863634,644.8,650.0260927339614
72324,2012,649.8137814909263,654.7528022552075,180.38650226628747,0.057100397949873226,1.9060162048855231,649.902454424685,654.7524003609107
72324,2013,654.5429363998288,661.8400207767935,180.77277856491162,0.06779865282247986,1.3444326406057339,654.6403084596425,661.8372417285705
72324,2014,667.1872227362251,672.9368974477472,174.74202302877217,0.07028720564162227,0.9076520813792549,667.317161733105,672.9359466043184
72324,2015,672.65442742392,677.4994284309281,180.85619695228047,0.07533105542987681,2.507193966679564,672.72648664533,677.4992728685257
72324,2016,677.3928956048142,681.5131398533451,185.26391297636263,0.08052699778636016,2.394009661482497,677.4009567131852,681.5124152870762
72324,2017,681.0601920335391,685.5571185736752,186.8077574095953,0.0654991400774037,2.9757540629299952,681.1498290850991,685.4779797462343
72324,2018,685.3588130110752,689.3353225989547,179.09912884589275,0.06688185624812851,1.144652950940845,685.3851497623876,689.3279937407625
72324,2019,688.8992230681738,693.4464621292826,182.4574281010399,0.0863979709413421,3.700398846408164,688.9139591506693,693.4459231318305
142380,2011,545.414826239949,551.6608418651042,122.06287455141141,0.024416933986896417,0.49643475634469747,545.7,551.5198099194845
142380,2012,551.3184623837454,556.1476100316995,159.17556877937398,0.034465341401732505,1.266524943716285,551.632737686329,556.0949621757704
142380,2013,555.6834134631197,560.788999901084,174.73844110381907,0.040109697101695284,2.237607925440315,556.0225389571552,560.7751877096568
142380,2014,573.6052034390933,580.461180948845,169.84888542525002,0.029682030354612875,2.7920260343629018,574.9000244,580.2866738622703
142380,2015,579.0140215160909,583.6477343056691,129.0240915651488,0.029369292681553173,0.8777420971459169,579.9569376154105,583.6187260923176
142380,2016,579.6602930866484,588.4581280048942,156.82806194689664,0.015531712575468017,2.6223755159088387,584.1016953283056,588.0355381516962
172202,2011,538.8025957501026,540.07373570033,204.67755096433132,0.04543558655794374,2.23723586166266,538.8137919294145,540.0501143484455
172202,2012,539.1233219761682,541.6837725098028,174.59631602001392,0.021908600813520345,4.491619505520015,540.0490515218319,541.6651977723237
82365,2011,427.92455551826447,430.23151291327036,207.5663815879263,0.02568744450362063,4.051435815750693,428,430.1629625103292
82365,2012,429.34022123872273,432.2038464044864,185.3838669942621,0.018573020842395076,2.8273829059946145,430.104297412543,432.094410728465
82365,2013,431.90463823056064,433.84465497579345,181.14433110216507,0.04370129533623696,2.2299824746761017,431.9811902861231,433.80619743915616
82365,2014,437.7521495683177,439.9296179667334,168.94986398965233,0.029286725043532153,2.3871226954381246,438.10381311842144,439.87287858072216
102364,2011,609.5991520375508,612.9739972491068,171.83556686726143,0.033015836313342234,1.975230755993522,610,612.9690800970094
102364,2012,611.8551357900628,616.8020126781777,223.01139003502243,0.019462535657801087,5.712017512219732,613.0555870664911,616.6050187234615
102364,2013,616.5177546378271,619.468269395848,162.43364142314024,0.0678702702661417,2.1042416638471275,616.5377670009303,619.4600421826789
102364,2014,629.7159102692585,634.1077912269027,184.59691438556763,0.0254303864908818,2.4621938702690866,630.4998517244744,634.0149992141291
102364,2015,631.1494024114065,637.6554998166829,179.2892179863813,0.016645592179884917,3.106291524940977,633.7042020215108,637.4109128028446
102364,2016,637.3950804635155,641.9313777742518,185.78516124233212,0.031138695959243148,2.8315614070064994,638.0638310182343,641.8710526407075
102364,2017,636.7625502759272,645.1706426873964,203.9943019421694,0.016314534018150688,10.197265522640071,642.4841598071791,645.0442076104174
102364,2018,644.6192143338774,648.4341054237839,172.9990654482269,0.03263415798279659,2.1229635630084625,644.9782354488641,648.4149489299255
102364,2019,647.7036173372935,650.1691268462312,170.66669225848187,0.060618637274938846,15.583580716751772,648.0176441833373,650.1690928760818
172499,2011,1017.4249458532479,1020.4425289709113,187.71919530136122,0.032645449015636534,2.550712788434754,1017.5,1020.4364262791835
172499,2012,1019.2719029541271,1025.1861648952279,187.23167788491278,0.018510754853965895,1.9556380697541274,1020.5242796763094,1024.9928387335872
172499,2013,1024.9617681863972,1028.8366571630122,173.86596364597906,0.042669683501853975,1.247733103737736,1025.142592055845,1028.8235896781225
172499,2014,1031.2848921212956,1035.784044825435,174.80046025298776,0.02776291201520602,1.7355078465253848,1031.900024,1035.7052558269338
172499,2015,1033.3355756959795,1039.9146119727573,172.6056869217424,0.012352900672212019,1.6516817556130854,1035.8579008662027,1039.2279675570214
172499,2016,1038.7401321903162,1043.4351921571292,222.28974659068476,0.020860094012814752,3.0402977107946203,1039.595510815419,1043.148668903453
172499,2017,1042.6119345914744,1047.7719679481381,253.10839054663904,0.01713248721991805,3.110030959832244,1043.6730225478573,1047.1517247013364
172499,2018,1046.8844140539834,1051.1819732230742,177.94042230588525,0.03685150731617301,1.3569057499811898,1047.065735276858,1051.0826581035722
172499,2019,1041.9840847610321,1057.8930003624844,101.31320087104606,0.15464376389853285,10.780472466981333,1050.5904923289738,1057.5629017680537
62224,2012,1029.3983987559457,1033.3423251130168,210.58272868652162,0.04292192475792139,2.3738654790704414,1029.4984574450057,1033.3340272384921
62224,2013,1033.4907991796022,1036.5548610125047,195.74064629147767,0.04468250464063568,1.5792013813534675,1033.5157100867284,1036.51413192558
62224,2014,1040.4447794057983,1043.7602543739981,189.84176320379498,0.07277762212025918,2.5538152164218406,1040.5603143175424,1043.7598262814583
62224,2015,1043.7134166293342,1047.9649601062708,185.50001227184003,0.03315529616778995,0.9512993252211945,1044.0494610895794,1047.8842720812959
62224,2016,1049.402213917754,1053.2520600474431,214.5076623597233,0.025177123774165155,1.7542635827839523,1049.8050427182452,1053.0848538180394
62224,2018,1054.9249018122312,1058.7829365895618,180.02143290089333,0.07249543941587595,1.0058367647335025,1055.0265105424362,1058.7129646110175
62224,2019,1059.9893224613686,1063.2108125950276,189.2006900592331,0.10254504270086343,4.243893156544946,1060.133515179706,1063.2108094289224
110901,2011,507.82084177894257,510.74109119243167,176.24547492112637,0.07371920796816199,2.5336051877550165,508.0006603692586,510.7410877977554
110901,2012,510.5738974923196,514.2196572831675,146.97883818051895,0.07173188064307495,0.4144024027463199,510.63253769652187,514.2196441569721
110901,2013,514.5682762334205,518.5348462145444,180.86936149938273,0.08704774528461252,2.3694206168089607,514.6210431586951,518.5348021080626
110901,2014,523.8766969655599,528.6151065767921,174.34973864330183,0.046883509306431724,0.7070488292985444,523.9976338718315,528.4866337171611
110901,2015,527.2652374637933,533.4525340780926,172.91812587370416,0.048917725626895434,2.828411210469937,527.5223541466593,533.4492798675853
110901,2016,533.168288141826,537.760844170429,184.15188780625908,0.0680540463250796,2.344468459033779,533.1967056420123,537.7589958948885
110901,2017,537.2949757564973,541.7157325621852,186.5109762376721,0.062324731462833446,3.7194928494170556,537.4249991190428,541.6982220747161
110901,2018,541.5391806216794,545.7496067947797,177.67739181342804,0.06568916948088364,2.164525778010168,541.545942470861,545.7493204305467
110901,2019,545.5147325890912,549.6246880565601,174.2157460723669,0.07019914240953082,2.4277902436357373,545.5323833177955,549.6238906192
100960,2011,513.1071987530225,521.7871485124732,187.05495734624986,0.027707892934241383,2.0695348102312696,514.0080789255423,521.7200632332447
100960,2012,519.4938902363895,531.8006342420468,114.36886699800745,0.02592926396157357,0.577155920129044,521.6125264209406,531.659031120079
100960,2013,530.8473221166691,540.397687099508,178.90965552993006,0.03465726965630977,2.223184827940567,531.6985594450937,540.3377602869517
100960,2014,562.8809093731143,570.7220565442672,176.71705980282647,0.03357784500307664,1.504425761229337,563.5,570.6399004635239
100960,2015,570.4117836830495,578.6178597189027,178.41093571296784,0.033947068415118256,1.9852298844078116,570.8862792417151,578.531562634574
100960,2016,580.2093961978308,586.6117335933933,182.00004340844458,0.058934987511115755,2.2498613148724527,580.304114350235,586.6091377972283
100960,2017,588.0047579302369,592.9690842639789,191.64953028143543,0.02875984806621308,1.5162859892619183,588.6020233674826,592.8576382462013
100960,2018,592.2962559523733,598.6633748127505,196.61040859634178,0.03110868759533216,3.180208601278177,592.8758921307325,598.6085746692921
100960,2019,597.2538430536518,605.0898090430369,258.5017994668898,0.027071264454012475,19.163460759305035,598.6387937218443,604.989676798287
70126,2011,788.9817567781959,793.2025918126799,183.3953040315307,0.03421079432307804,2.9728987534394378,789.4,793.1555323874445
70126,2012,792.3735142994813,800.9585928075614,192.05889370115366,0.024965657768871108,2.220753741497315,793.2897841679435,800.8395108740425
70126,2013,800.1064357912916,807.2073912628384,177.2323784333975,0.034038832628949946,2.3351308711450547,800.7728265408738,807.164147026308
70126,2014,820.6687983001057,826.6468109627928,160.39991788380672,0.04525247332642689,1.8288432518615048,821,826.6409170246922
70126,2015,826.0065651621467,832.9360669553907,175.61445197428276,0.03658567774495747,2.4621764021439443,826.4319323955998,832.8697313899086
70126,2016,832.4433413005531,838.8762441997737,195.59724596038484,0.032751872112211214,4.338632099198502,833.360220231031,838.8030972149832
70126,2017,837.8281406248059,845.2906335622288,196.7091218190346,0.029036953041973262,4.180983331117654,839.629208153228,845.2412082978668
70126,2018,844.7708293444073,850.508699350508,162.25416223115934,0.043453824059833335,2.2057172774497995,845.1450645138278,850.5048183821681
70126,2019,849.8780693127726,855.5734595286999,161.31835575076786,0.05336016191498241,3.85908310182667,850.4451717396154,855.5729305392125
200551,2011,559.9027998773222,562.375997925845,168.99209337107905,0.10390703666367956,3.440690371933314,559.9999093872873,562.2920159777485
200551,2012,561.8278024441186,564.652564074364,167.50925784466375,0.07105745588957603,3.10379211572413,561.9084616157254,564.6521347736154
200551,2013,564.3248142985613,566.8321998984675,182.21587251680168,0.0771620641442183,2.840912559298406,564.3523661327745,566.815692599013
200551,2014,575.9726804992051,578.7128594957081,174.1367152633891,0.06884857410097775,1.0972396413270666,575.9963084170658,578.7026324326007
200551,2015,578.4105495492329,581.3462724657224,178.01282384293683,0.08263252082806022,4.324413103261806,578.467475825156,581.330169867519
200551,2016,580.9011017391551,583.814877230507,187.12150923463702,0.06229704556131811,2.2286866577738627,580.9245834564357,583.8121363432748
200551,2017,583.2351641902766,586.4383201448445,190.2742223243643,0.05021137083922096,3.97891756905841,583.4276145184085,586.399734379401
200551,2018,587.8344957444945,592.1776415375687,179.58013052850333,0.04092314403324187,1.3437664406948844,587.8919722102095,592.1019488803526
200551,2019,591.2259409461371,593.4495681664237,184.86568118707734,12.660711132297113,16.37032513708236,591.3389255722763,593.3178302520585
202215,2011,534.7929747204073,536.6204750956515,158.655921522457,0.037490295703889696,1.3507538223271864,535,536.6146067072309
202215,2012,536.0831709089462,538.9935495906166,189.6596118351593,0.031442688431815954,3.0183397311687523,536.3373219772526,538.983278365642
