"Species","coef","significant","significant2","ci.lower","ci.upper","chg_rad_inc_clim","chg_rad_inc_clim_ci.lower","chg_rad_inc_clim_ci.upper","chg_rad_inc_1SD_clim","variable","month","site","wood_type","Location","month_new","tmn","tmx","group"
"QURU",-0.0930484839835429,FALSE,FALSE,-0.305854242981078,0.130334174541049,-0.00451499905181784,-0.0148409899649549,0.00632421560545116,-0.0146052893555582,"tmn","curr.jan","Goodnow_Mtn_QURU","RP","Goodnow_Mtn",1,-3.69411771015126,8.82689093714286,1
"QURU",0.196329743730626,FALSE,FALSE,-0.0156651923275936,0.397178366373556,0.010144745153223,-0.000809451389890805,0.0205229896941214,0.0308167591080316,"tmn","curr.feb","Goodnow_Mtn_QURU","RP","Goodnow_Mtn",2,-3.69411771015126,8.82689093714286,1
"QURU",0.0268702873611796,FALSE,FALSE,-0.151033208875869,0.200113726114362,0.00172194120025148,-0.00967873180788082,0.0128239815637399,0.00421767561571919,"tmn","curr.mar","Goodnow_Mtn_QURU","RP","Goodnow_Mtn",3,-3.69411771015126,8.82689093714286,1
"QURU",0.0738533358908127,FALSE,FALSE,-0.0971135764781412,0.25377668344539,0.00725577569070475,-0.00954099525699488,0.0249324782476048,0.0115923365366095,"tmn","curr.apr","Goodnow_Mtn_QURU","RP","Goodnow_Mtn",4,-3.69411771015126,8.82689093714286,1
"QURU",-0.0266181594438177,FALSE,FALSE,-0.205559848632203,0.15213103941233,-0.00284074889586205,-0.0219378020583285,0.0162357612722654,-0.00417810053582496,"tmn","curr.may","Goodnow_Mtn_QURU","RP","Goodnow_Mtn",5,-3.69411771015126,8.82689093714286,1
"QURU",0.0680710278557702,FALSE,FALSE,-0.154104671887411,0.279546112565563,0.00873096711476089,-0.0197658661087185,0.0358553116171623,0.0106847206531557,"tmn","curr.jun","Goodnow_Mtn_QURU","RP","Goodnow_Mtn",6,-3.69411771015126,8.82689093714286,1
"QURU",0.22898966366335,TRUE,FALSE,0.0273705870630541,0.435798655963166,0.0331757216433223,0.00396541469641686,0.0631379367586799,0.0359432002978865,"tmn","curr.jul","Goodnow_Mtn_QURU","RP","Goodnow_Mtn",7,-3.69411771015126,8.82689093714286,1
"QURU",0.152540561217429,FALSE,FALSE,-0.0496088784629174,0.354231976725716,0.0184766097932402,-0.00600891908567906,0.0429066600910171,0.0239434211032801,"tmn","curr.aug","Goodnow_Mtn_QURU","RP","Goodnow_Mtn",8,-3.69411771015126,8.82689093714286,1
"QURU",0.116460958241883,FALSE,FALSE,-0.0630390267811443,0.297388338187656,0.00439950612422419,-0.00238140393635399,0.0112343383987281,0.0137670967865902,"tmn","curr.jan","Sheridan_Mountain_QURU","RP","Sheridan_Mountain",1,-2.73865551231933,7.86470601328571,2
"QURU",0.115853541016758,FALSE,FALSE,-0.0837262759619369,0.302799184777581,0.00473113971377118,-0.00341915064324522,0.0123654852137107,0.0136952927086024,"tmn","curr.feb","Sheridan_Mountain_QURU","RP","Sheridan_Mountain",2,-2.73865551231933,7.86470601328571,2
"QURU",-0.0930557847976035,FALSE,FALSE,-0.314629742239794,0.158583383687085,-0.00418894772604908,-0.0141631984101727,0.00713870186501606,-0.011000321611642,"tmn","curr.mar","Sheridan_Mountain_QURU","RP","Sheridan_Mountain",3,-2.73865551231933,7.86470601328571,2
"QURU",-0.0245838522057708,FALSE,FALSE,-0.2215860825699,0.182489749712619,-0.00194705871478926,-0.0175497765579009,0.014453318973918,-0.00290610929030086,"tmn","curr.apr","Sheridan_Mountain_QURU","RP","Sheridan_Mountain",4,-2.73865551231933,7.86470601328571,2
"QURU",-0.21543377926967,TRUE,FALSE,-0.381271710899317,-0.0421928885938685,-0.0181683334113815,-0.0321540641742894,-0.00355828352527352,-0.0254668837959108,"tmn","curr.may","Sheridan_Mountain_QURU","RP","Sheridan_Mountain",5,-2.73865551231933,7.86470601328571,2
"QURU",0.182370549571528,TRUE,FALSE,0.0244370568782798,0.320148093157281,0.0173592299064431,0.00232608000350685,0.0304738038366599,0.0215584093148217,"tmn","curr.jun","Sheridan_Mountain_QURU","RP","Sheridan_Mountain",6,-2.73865551231933,7.86470601328571,2
"QURU",0.30958029560657,TRUE,TRUE,0.126056068721041,0.477392659519956,0.0316550694839644,0.012889430208798,0.0488141461930888,0.03659614309531,"tmn","curr.jul","Sheridan_Mountain_QURU","RP","Sheridan_Mountain",7,-2.73865551231933,7.86470601328571,2
"QURU",0.339908263691303,TRUE,TRUE,0.145919076704234,0.485733038749498,0.0312087652910289,0.0133975978309309,0.044597704791898,0.0401812765019573,"tmn","curr.aug","Sheridan_Mountain_QURU","RP","Sheridan_Mountain",8,-2.73865551231933,7.86470601328571,2
"QURU",0.0418612395644909,FALSE,FALSE,-0.145601426794215,0.234626705470663,0.00219626225185877,-0.00763902170150182,0.0123097591438815,0.0063466592445257,"tmn","curr.jan","MI_Flu_QURU","RP","MI_Flu",1,-1.48823532361345,10.0554623400504,3
"QURU",0.140272195474574,FALSE,FALSE,-0.0949069182858829,0.336465660980136,0.00679937505551814,-0.00460039661178685,0.0163094062552222,0.0215822824575948,"tmn","curr.feb","MI_Flu_QURU","RP","MI_Flu",2,-1.48823532361345,10.0554623400504,3
"QURU",0.0589836201969341,FALSE,FALSE,-0.133574631871688,0.239992141085048,0.00356699518903057,-0.00807783699393221,0.0145133650630012,0.00913324875320102,"tmn","curr.mar","MI_Flu_QURU","RP","MI_Flu",3,-1.48823532361345,10.0554623400504,3
"QURU",0.076143941306131,FALSE,FALSE,-0.109621975994555,0.257365675629785,0.00756337867178954,-0.0108887522890792,0.0255641358789539,0.0115823081797283,"tmn","curr.apr","MI_Flu_QURU","RP","MI_Flu",4,-1.48823532361345,10.0554623400504,3
"QURU",0.1163958749742,FALSE,FALSE,-0.0842016639581641,0.30402976691358,0.0113707645793909,-0.00822569784602326,0.0297008025883021,0.017716530285517,"tmn","curr.may","MI_Flu_QURU","RP","MI_Flu",5,-1.48823532361345,10.0554623400504,3
"QURU",0.0635351600403128,FALSE,FALSE,-0.131862463553092,0.250061826346634,0.00689036439936983,-0.0143004349702265,0.02711911176122,0.00946564039317121,"tmn","curr.jun","MI_Flu_QURU","RP","MI_Flu",6,-1.48823532361345,10.0554623400504,3
"QURU",0.0854748096413472,FALSE,FALSE,-0.143670762565459,0.292361127875821,0.0102739467886035,-0.0172690149983274,0.0351413788864324,0.0126378276003665,"tmn","curr.jul","MI_Flu_QURU","RP","MI_Flu",7,-1.48823532361345,10.0554623400504,3
"QURU",-0.0456501512940259,FALSE,FALSE,-0.200419922680459,0.110728126072918,-0.00478845063494703,-0.0210229512676527,0.0116147734579304,-0.00704475255189291,"tmn","curr.aug","MI_Flu_QURU","RP","MI_Flu",8,-1.48823532361345,10.0554623400504,3
"QURU",0.0300716932191313,FALSE,FALSE,-0.172685780144809,0.212334324817209,0.0010688859432836,-0.00613804489347212,0.00754733607515452,0.00335934846300293,"tmn","curr.jan","Rooster_Hill_QURU","RP","Rooster_Hill",1,-1.45798321411765,10.8042018349496,4
"QURU",0.00794601691010598,FALSE,FALSE,-0.166686221684793,0.168751253406451,0.000306066856900982,-0.00642046556619832,0.00650000702396251,0.000887660016329835,"tmn","curr.feb","Rooster_Hill_QURU","RP","Rooster_Hill",2,-1.45798321411765,10.8042018349496,4
"QURU",-0.13427796018227,FALSE,FALSE,-0.306433653887776,0.0494824086608571,-0.00628391561321807,-0.0143404265261926,0.00231566878094901,-0.0150003678165519,"tmn","curr.mar","Rooster_Hill_QURU","RP","Rooster_Hill",3,-1.45798321411765,10.8042018349496,4
"QURU",-0.0277055732237682,FALSE,FALSE,-0.188837209683529,0.141171663759556,-0.00211042032667784,-0.0143843219748782,0.0107534879839088,-0.00309502608142694,"tmn","curr.apr","Rooster_Hill_QURU","RP","Rooster_Hill",4,-1.45798321411765,10.8042018349496,4
"QURU",0.0106949055093274,FALSE,FALSE,-0.179201639132739,0.197849416845844,0.000810040818165455,-0.0135728775025712,0.0149852753122121,0.00119474198286459,"tmn","curr.may","Rooster_Hill_QURU","RP","Rooster_Hill",5,-1.45798321411765,10.8042018349496,4
"QURU",0.129666714513625,FALSE,FALSE,-0.0327094827341456,0.303705354244649,0.0116518556923014,-0.00293927531068924,0.0272909742019112,0.0144852394885056,"tmn","curr.jun","Rooster_Hill_QURU","RP","Rooster_Hill",6,-1.45798321411765,10.8042018349496,4
"QURU",0.23101008464936,TRUE,FALSE,0.0232515141045259,0.399730279735505,0.0228774991339715,0.002302654858541,0.0395862766872352,0.0258064408661663,"tmn","curr.jul","Rooster_Hill_QURU","RP","Rooster_Hill",7,-1.45798321411765,10.8042018349496,4
"QURU",0.209611083950151,TRUE,FALSE,0.0258351615143525,0.364015464629632,0.0186355415238968,0.00229688342860626,0.0323629131561542,0.0234159303091169,"tmn","curr.aug","Rooster_Hill_QURU","RP","Rooster_Hill",8,-1.45798321411765,10.8042018349496,4
"QUVE",0.0146119548449665,FALSE,FALSE,-0.16509903009225,0.204209741085585,0.000768194947691217,-0.008679758603913,0.0107359277410659,0.00242805344897784,"tmn","curr.jan","Hague,_Lake_George,_NY_QUVE_QUVE","RP","Hague,_Lake_George,_NY_QUVE",1,-1.12016808494118,11.278151447395,5
"QUVE",-0.121733342281242,FALSE,FALSE,-0.31886792529096,0.0856799753128018,-0.00687758542026856,-0.0180151251323223,0.00484067337655854,-0.0202283037908092,"tmn","curr.feb","Hague,_Lake_George,_NY_QUVE_QUVE","RP","Hague,_Lake_George,_NY_QUVE",2,-1.12016808494118,11.278151447395,5
"QUVE",-0.169523469645554,FALSE,FALSE,-0.350810482584616,0.0281335750681025,-0.0119260883901373,-0.0246797498437148,0.00197921564308634,-0.0281695399091223,"tmn","curr.mar","Hague,_Lake_George,_NY_QUVE_QUVE","RP","Hague,_Lake_George,_NY_QUVE",3,-1.12016808494118,11.278151447395,5
"QUVE",-0.0976589005561382,FALSE,FALSE,-0.303245600595432,0.119026958588328,-0.0108245985601876,-0.0336120094829618,0.0131930529344645,-0.0162278786674733,"tmn","curr.apr","Hague,_Lake_George,_NY_QUVE_QUVE","RP","Hague,_Lake_George,_NY_QUVE",4,-1.12016808494118,11.278151447395,5
"QUVE",0.0379572381304792,FALSE,FALSE,-0.148812737061602,0.218091934278214,0.00446273646494299,-0.0174963211456502,0.0256416661419788,0.00630731506730128,"tmn","curr.may","Hague,_Lake_George,_NY_QUVE_QUVE","RP","Hague,_Lake_George,_NY_QUVE",5,-1.12016808494118,11.278151447395,5
"QUVE",0.00228768211477953,FALSE,FALSE,-0.194185692834546,0.196992991358991,0.000312360535024694,-0.0265141500718448,0.026897459126632,0.000380141774861069,"tmn","curr.jun","Hague,_Lake_George,_NY_QUVE_QUVE","RP","Hague,_Lake_George,_NY_QUVE",6,-1.12016808494118,11.278151447395,5
"QUVE",0.0980834238596914,FALSE,FALSE,-0.104562731574358,0.299636273699031,0.0152336382711683,-0.0162399594831401,0.0465374313704773,0.0162984212664822,"tmn","curr.jul","Hague,_Lake_George,_NY_QUVE_QUVE","RP","Hague,_Lake_George,_NY_QUVE",7,-1.12016808494118,11.278151447395,5
"QUVE",0.192861892458677,FALSE,FALSE,-0.00124974551471537,0.367398990840827,0.0252847888905574,-0.000163845491214755,0.048167140763718,0.0320476615298327,"tmn","curr.aug","Hague,_Lake_George,_NY_QUVE_QUVE","RP","Hague,_Lake_George,_NY_QUVE",8,-1.12016808494118,11.278151447395,5
"QURU",0.0759111893529959,FALSE,FALSE,-0.103294621070387,0.250087818982026,0.00323731967929625,-0.00440511751174946,0.0106652816909242,0.00962859906159782,"tmn","curr.jan","Pine_Lake,_Oneonta,_NY_QURU","RP","Pine_Lake,_Oneonta,_NY",1,-0.775630266798319,11.9756304629832,6
"QURU",-0.0317996937250606,FALSE,FALSE,-0.23214223377405,0.171992168034367,-0.00146087969049168,-0.0106646270733928,0.00790132972277741,-0.00403348312376471,"tmn","curr.feb","Pine_Lake,_Oneonta,_NY_QURU","RP","Pine_Lake,_Oneonta,_NY",2,-0.775630266798319,11.9756304629832,6
"QURU",-0.061627382697351,FALSE,FALSE,-0.281827394518172,0.176968073003499,-0.00373620051167396,-0.0170859707084038,0.0107288055401069,-0.00781683654631114,"tmn","curr.mar","Pine_Lake,_Oneonta,_NY_QURU","RP","Pine_Lake,_Oneonta,_NY",3,-0.775630266798319,11.9756304629832,6
"QURU",-0.0828377864691138,FALSE,FALSE,-0.235094943542379,0.0771995399797551,-0.00726901571463227,-0.0206295811595269,0.00677425958846031,-0.0105071708118333,"tmn","curr.apr","Pine_Lake,_Oneonta,_NY_QURU","RP","Pine_Lake,_Oneonta,_NY",4,-0.775630266798319,11.9756304629832,6
"QURU",0.0228558898313054,FALSE,FALSE,-0.170982777609419,0.221907725287889,0.00208035719312662,-0.0155629579038887,0.0201981780591502,0.00289904823330245,"tmn","curr.may","Pine_Lake,_Oneonta,_NY_QURU","RP","Pine_Lake,_Oneonta,_NY",5,-0.775630266798319,11.9756304629832,6
"QURU",-0.0738064047001569,FALSE,FALSE,-0.24405922502676,0.110422073093964,-0.00759300055277176,-0.0251081439079134,0.0113599201240985,-0.00936162751621798,"tmn","curr.jun","Pine_Lake,_Oneonta,_NY_QURU","RP","Pine_Lake,_Oneonta,_NY",6,-0.775630266798319,11.9756304629832,6
"QURU",0.150625174722677,FALSE,FALSE,-0.00209096208380576,0.302333906508844,0.0179845868914113,-0.000249660054184751,0.0360985500719856,0.0191053443945354,"tmn","curr.jul","Pine_Lake,_Oneonta,_NY_QURU","RP","Pine_Lake,_Oneonta,_NY",7,-0.775630266798319,11.9756304629832,6
"QURU",0.0798944412249562,FALSE,FALSE,-0.111797525585847,0.287837265757801,0.00834854187279063,-0.0116822435868827,0.0300774550630182,0.0101338359780966,"tmn","curr.aug","Pine_Lake,_Oneonta,_NY_QURU","RP","Pine_Lake,_Oneonta,_NY",8,-0.775630266798319,11.9756304629832,6
"QURU",-0.0448403756329171,FALSE,FALSE,-0.258476779155717,0.173943648176935,-0.00183250485260106,-0.01056324674809,0.00710860635898354,-0.0056969029738844,"tmn","curr.jan","Goose_Egg_Ridge,_NY_<U+393C><U+3E36>_QURU_QURU","RP","Goose_Egg_Ridge,_NY_<U+393C><U+3E36>_QURU",1,-0.58991597412605,12.4747901156218,7
"QURU",-0.136402878155687,FALSE,FALSE,-0.29878928500311,0.022492029333016,-0.00620145952956785,-0.0135842416514145,0.00102258406517895,-0.0173297826176345,"tmn","curr.feb","Goose_Egg_Ridge,_NY_<U+393C><U+3E36>_QURU_QURU","RP","Goose_Egg_Ridge,_NY_<U+393C><U+3E36>_QURU",2,-0.58991597412605,12.4747901156218,7
"QURU",-0.14274504116117,FALSE,FALSE,-0.310739871104345,0.0116508734187613,-0.00810471215849267,-0.0176430451872882,0.000661507921297794,-0.0181355449864106,"tmn","curr.mar","Goose_Egg_Ridge,_NY_<U+393C><U+3E36>_QURU_QURU","RP","Goose_Egg_Ridge,_NY_<U+393C><U+3E36>_QURU",3,-0.58991597412605,12.4747901156218,7
"QURU",-0.195509839276862,TRUE,FALSE,-0.37952398710824,-0.0201161018552807,-0.0177363129241475,-0.0344297566939307,-0.00182489780892325,-0.0248392340402782,"tmn","curr.apr","Goose_Egg_Ridge,_NY_<U+393C><U+3E36>_QURU_QURU","RP","Goose_Egg_Ridge,_NY_<U+393C><U+3E36>_QURU",4,-0.58991597412605,12.4747901156218,7
"QURU",-0.00523258311239634,FALSE,FALSE,-0.173053011813404,0.176984610211487,-0.000484512877504164,-0.0160239046209962,0.0163879523603495,-0.000664791895102345,"tmn","curr.may","Goose_Egg_Ridge,_NY_<U+393C><U+3E36>_QURU_QURU","RP","Goose_Egg_Ridge,_NY_<U+393C><U+3E36>_QURU",5,-0.58991597412605,12.4747901156218,7
"QURU",0.00248247539135978,FALSE,FALSE,-0.209988136526704,0.206029899496849,0.000255024561748841,-0.0215720698285936,0.0211654403540981,0.000315394803009868,"tmn","curr.jun","Goose_Egg_Ridge,_NY_<U+393C><U+3E36>_QURU_QURU","RP","Goose_Egg_Ridge,_NY_<U+393C><U+3E36>_QURU",6,-0.58991597412605,12.4747901156218,7
