"Species","coef","significant","significant2","ci.lower","ci.upper","chg_rad_inc_clim","chg_rad_inc_clim_ci.lower","chg_rad_inc_clim_ci.upper","chg_rad_inc_1SD_clim","variable","month"
"CACO",-0.0474122084918937,FALSE,FALSE,-0.19505340644559,0.0942492863049993,-0.00218946285824807,-0.00900743083630877,0.00435236658120378,-0.00603307124345908,"tmx","prev.jan"
"CACO",0.046775804377898,FALSE,FALSE,-0.152726352072851,0.244528700431172,0.00245052980793141,-0.00800115536629853,0.0128105732711773,0.00637142114520081,"tmx","prev.feb"
"CACO",0.0110191284049369,FALSE,FALSE,-0.17370545767021,0.174463302461526,0.000588877963015925,-0.00928306779978644,0.00932356810803157,0.00146246918151818,"tmx","prev.mar"
"CACO",0.0377989822744957,FALSE,FALSE,-0.139301717704695,0.207644390123448,0.00280553303643528,-0.0103393146464792,0.0154118751687888,0.00505632366833941,"tmx","prev.apr"
"CACO",-0.0551307134861571,FALSE,FALSE,-0.264483421154356,0.151956085139499,-0.00426340144420021,-0.0204531907608927,0.011751159233617,-0.00695527928695817,"tmx","prev.may"
"CACO",-0.01068465547828,FALSE,FALSE,-0.231503677580062,0.233276381579098,-0.00103873363307979,-0.0225061684555859,0.0226785059978715,-0.00141974350659701,"tmx","prev.jun"
"CACO",0.00579248046351063,FALSE,FALSE,-0.170742225063229,0.182278680981035,0.000575412335651777,-0.016961159064224,0.0181071653540381,0.000714748192940291,"tmx","prev.jul"
"CACO",-0.220533976485573,TRUE,FALSE,-0.398371626256223,-0.00321202301192928,-0.0225407244253817,-0.0407174676185105,-0.000328300095584676,-0.0270215752463377,"tmx","prev.aug"
"CACO",-0.195031437362038,TRUE,FALSE,-0.366711614544694,-0.00644338349835853,-0.0145546302926082,-0.0273666237909928,-0.000480851015203332,-0.0238281684210273,"tmx","prev.sep"
"CACO",-0.125563534369987,FALSE,FALSE,-0.321365943999709,0.0613469265202205,-0.00953681939983303,-0.0244084318314206,0.00465943047791439,-0.0154715460984395,"tmx","prev.oct"
"CACO",-0.114744434194226,FALSE,FALSE,-0.307358488075168,0.0923548618605303,-0.0083673778430154,-0.0224131533790098,0.00673468852980268,-0.0149556523093736,"tmx","prev.nov"
"CACO",0.0170809914741938,FALSE,FALSE,-0.188366563066692,0.235016325558656,0.000916508375402496,-0.0101071142712782,0.0126101831416665,0.00217660222361716,"tmx","prev.dec"
"CACO",0.0227342226892616,FALSE,FALSE,-0.167322762208752,0.198332326365165,0.00105574502260309,-0.00777023150448557,0.00921027163511593,0.00291665539236299,"tmx","curr.jan"
"CACO",-0.0818036729725917,FALSE,FALSE,-0.273065588711886,0.105525046743738,-0.00427909648765827,-0.014283881873481,0.0055199459935301,-0.0110456041028847,"tmx","curr.feb"
"CACO",-0.141459986303707,FALSE,FALSE,-0.343658444463281,0.0664329947472638,-0.00761276883525967,-0.0184942213296067,0.00357513842083334,-0.0189061455346513,"tmx","curr.mar"
"CACO",0.0700217288994534,FALSE,FALSE,-0.14398913249524,0.277268782081237,0.00521010482744441,-0.0107137953618686,0.0206307305278828,0.00918147942471219,"tmx","curr.apr"
