"Species","coef","significant","significant2","ci.lower","ci.upper","chg_rad_inc_clim","chg_rad_inc_clim_ci.lower","chg_rad_inc_clim_ci.upper","chg_rad_inc_1SD_clim","variable","month"
"ACRU",0.227998334019877,TRUE,FALSE,0.0483858170739909,0.429662723449192,0.0158079878781382,0.00335477192439827,0.0297901436568416,0.0377774212067412,"tmx","curr.jan"
"ACRU",-0.131157716960562,FALSE,FALSE,-0.314447560944085,0.0698319500100404,-0.00995052253768146,-0.023856145216632,0.00529792991619466,-0.021996171962927,"tmx","curr.feb"
"ACRU",-0.158923975569727,FALSE,FALSE,-0.328035473048147,0.041744817057035,-0.0116320109450182,-0.024009670027265,0.00305539908100379,-0.0263228083748708,"tmx","curr.mar"
"ACRU",-0.233964216933666,TRUE,FALSE,-0.427039991498877,-0.0124166804390214,-0.020981782100485,-0.0382967112118806,-0.0011135210623117,-0.0376710312589375,"tmx","curr.apr"
"ACRU",0.142411022802967,FALSE,FALSE,-0.055411785850701,0.338938022299887,0.0131368810400371,-0.00511152876097107,0.0312657573217451,0.0244790770034394,"tmx","curr.may"
"ACRU",-0.152465884322448,FALSE,FALSE,-0.346181084767324,0.0862757039544816,-0.018984951387312,-0.0431062404204145,0.0107429937704483,-0.0274241393933386,"tmx","curr.jun"
"ACRU",-0.140418078373154,FALSE,FALSE,-0.30594291487508,0.0518507716174893,-0.0198105229753056,-0.043163168264974,0.00731523258483777,-0.0241013548910034,"tmx","curr.jul"
"ACRU",-0.113801927868102,FALSE,FALSE,-0.309450445464294,0.0851333578974518,-0.0156288146462196,-0.042497906186237,0.0116916602004463,-0.0207848283529326,"tmx","curr.aug"
"ACRU",0.0780028922867909,FALSE,FALSE,-0.162442194110164,0.276473060335085,0.00988335129357614,-0.0205822274305835,0.0350305007723981,0.0129773510651679,"tmx","curr.sep"
"ACRU",0.159829907133235,FALSE,FALSE,-0.125022631643773,0.386216025006903,0.0168589265601367,-0.0131874403423157,0.0407382305272288,0.0261123450488412,"tmx","curr.oct"
"ACRU",0.177442228835455,FALSE,FALSE,-0.0188590068549506,0.389910246655311,0.0096736587000745,-0.00102814080354194,0.0212568263741944,0.0281496855710772,"tmn","curr.jan"
"ACRU",-0.0610098419360189,FALSE,FALSE,-0.255583397392206,0.118709216044629,-0.00392372928547913,-0.0164373489490716,0.00763455227337004,-0.0104160858638499,"tmn","curr.feb"
"ACRU",-0.0967640371406212,FALSE,FALSE,-0.293168578272033,0.0940147455735174,-0.00826026114070023,-0.0250263329883144,0.00802556789135596,-0.0166083667215328,"tmn","curr.mar"
"ACRU",-0.120073090973576,FALSE,FALSE,-0.344534959434799,0.113928217982143,-0.0157164644432168,-0.0450964607931494,0.0149121570243364,-0.0205632668433171,"tmn","curr.apr"
