"Species","coef","significant","significant2","ci.lower","ci.upper","chg_rad_inc_clim","chg_rad_inc_clim_ci.lower","chg_rad_inc_clim_ci.upper","chg_rad_inc_1SD_clim","variable","month"
"ACRU",-0.0125376287576953,FALSE,FALSE,-0.185650395569664,0.181534518610923,-0.00087124779910322,-0.0129009641032349,0.0126149491947553,-0.00207854164098032,"tmx","prev.jan"
"ACRU",0.0571296492792847,FALSE,FALSE,-0.13946519104158,0.270592957365123,0.00432052759408818,-0.0105472939867743,0.0204640559466179,0.00970493075751907,"tmx","prev.feb"
"ACRU",0.0775744621708324,FALSE,FALSE,-0.12098179616273,0.293085034171728,0.00566997215507156,-0.00884264481270414,0.0214217918670497,0.0128799258886478,"tmx","prev.mar"
"ACRU",0.0401291162289373,FALSE,FALSE,-0.165699649076283,0.238592833972769,0.00358357200452917,-0.0147971517788345,0.0213065893459557,0.00647135189309534,"tmx","prev.apr"
"ACRU",0.0212707829301067,FALSE,FALSE,-0.216939769787436,0.263532456719727,0.00196595717155054,-0.0200507098215211,0.0243570499932643,0.00367358458032021,"tmx","prev.may"
"ACRU",0.229227485689508,TRUE,FALSE,0.0242680423571176,0.412113313925353,0.0281977564841812,0.00298526307469384,0.0506949279446202,0.040775933482722,"tmx","prev.jun"
"ACRU",0.091047162102661,FALSE,FALSE,-0.104474007547879,0.283691303214066,0.0129111338981051,-0.014815155894715,0.0402294406210568,0.0155850187618939,"tmx","prev.jul"
"ACRU",-0.126384607859346,FALSE,FALSE,-0.316904838238708,0.115059901187804,-0.0169611555122258,-0.0425294846815954,0.0154413493092415,-0.0225583760893993,"tmx","prev.aug"
"ACRU",-0.070013350570178,FALSE,FALSE,-0.27901067040749,0.143255638103311,-0.00875108792651113,-0.0348740188733486,0.0179057661831788,-0.0114851398844363,"tmx","prev.sep"
"ACRU",0.119524033063236,FALSE,FALSE,-0.0801159170281656,0.329930205244983,0.0125536553745387,-0.00841460572079776,0.034652696935896,0.0193870258385061,"tmx","prev.oct"
"ACRU",0.108788347027177,FALSE,FALSE,-0.0795309160642678,0.296017981617726,0.0100366776077136,-0.00733742341156972,0.0273102508565643,0.0181033497093409,"tmx","prev.nov"
"ACRU",0.0451800491793278,FALSE,FALSE,-0.141033689344549,0.24027301889211,0.00327340469970705,-0.0102182345947667,0.0174083659389663,0.00741727920527324,"tmx","prev.dec"
"ACRU",0.237779555015922,TRUE,FALSE,0.0305741318307223,0.423953241230477,0.0164843380002259,0.00211958645110319,0.0293910404713582,0.0393937409839517,"tmx","curr.jan"
"ACRU",-0.130335537863628,FALSE,FALSE,-0.324848026196352,0.0492094227039185,-0.00986066338456266,-0.0245766971155126,0.00372298730327645,-0.0217975334113375,"tmx","curr.feb"
"ACRU",-0.155443799191574,FALSE,FALSE,-0.331765755200241,0.0191076702713861,-0.011373269019432,-0.0242741183948873,0.00139804016281955,-0.0257372850154153,"tmx","curr.mar"
"ACRU",-0.231180906530053,TRUE,FALSE,-0.44155685242967,-0.0336742308825542,-0.020716219370515,-0.0395680973692265,-0.00301756215323811,-0.0371942356343334,"tmx","curr.apr"
"ACRU",0.151952834693414,FALSE,FALSE,-0.0512874316705531,0.34433735005521,0.0140136271556902,-0.00472990811033035,0.0317560067187165,0.0261127932266532,"tmx","curr.may"
"ACRU",-0.143012787706239,FALSE,FALSE,-0.335901100394458,0.074216199033023,-0.0175832023298939,-0.0412985237599986,0.0091247675448004,-0.0253992850357548,"tmx","curr.jun"
"ACRU",-0.132572486189492,FALSE,FALSE,-0.317408215473811,0.0373934860289244,-0.0186279321085099,-0.0445994403399676,0.00525420725724105,-0.0226626224452708,"tmx","curr.jul"
"ACRU",-0.112891401600645,FALSE,FALSE,-0.310002230389773,0.0750655016957445,-0.0153762881065551,-0.0422236196961222,0.0102242399737402,-0.0204489922130654,"tmx","curr.aug"
"ACRU",0.0814082762468074,FALSE,FALSE,-0.131093651534221,0.304774618977098,0.0101786325199033,-0.0163908900443205,0.0381065536697577,0.0133650705768169,"tmx","curr.sep"
"ACRU",0.154167264564402,FALSE,FALSE,-0.12264268046709,0.383276603351838,0.0162113724632933,-0.0128964224575582,0.0403032368185204,0.0251093656507017,"tmx","curr.oct"
"ACRU",-0.047724883928894,FALSE,FALSE,-0.248114018395358,0.146474946748707,-0.00260223782863744,-0.0135286171768508,0.00798666473332947,-0.00756242590229701,"tmn","prev.jan"
"ACRU",0.0204365769224556,FALSE,FALSE,-0.175244679849327,0.224421848648387,0.0013194277346271,-0.0113141595002137,0.0144891393742953,0.00351107432930645,"tmn","prev.feb"
"ACRU",-0.0325285692277937,FALSE,FALSE,-0.23868290386158,0.181078192139083,-0.00277702273543059,-0.0203767908124239,0.0154589724786063,-0.00557907668045037,"tmn","prev.mar"
"ACRU",-0.0774707636343971,FALSE,FALSE,-0.274596763445629,0.165981499640443,-0.0100250967598183,-0.0355341679148377,0.0214788200886712,-0.0131290737066424,"tmn","prev.apr"
