"X1","plot","tag","year","L","K","doy_ip","r","theta","a","b","ML_value","site_tag","tag_year"
2,"A1",1,1999,13.3464855327776,13.6740578183984,171.864394197657,0.0726668960683672,0.968544019754865,13.3464872521852,13.6740272454589,6.39364098600486,"A11","A111999"
3,"A1",1,2000,13.6706159154292,14.092658784531,186.051612420952,0.0664298988694061,1.334587089363,13.6718567759142,14.0924725365975,8.20440333929993,"A11","A112000"
4,"A1",1,2001,14.0442238666387,14.6178907990292,194.317130846204,0.0509389234042358,2.5650056249131,14.08925633,14.6142903576332,7.34860812133692,"A11","A112001"
5,"A1",1,2002,14.9956252014542,15.4128655224397,188.000320627828,0.0493599897691178,1.73043370266613,15.0278917195659,15.4124908678901,7.15375184069193,"A11","A112002"
6,"A1",1,2003,15.3899683303212,15.7259772909853,169.234633946058,0.0630605896385077,0.574079328131351,15.4,15.725927962472,3.58456809583326,"A11","A112003"
8,"A1",2,1999,32.4233921502085,32.4837962277811,186.016422806431,0.0202042902629706,1.46133139946365,32.425586936277,32.4799288208129,4.09602992025916,"A12","A121999"
9,"A1",2,2000,32.4599723854393,32.6038625078674,154.26613512625,0.059241828821144,0.17528310480203,32.4611971739905,32.6000030844747,4.7176166918881,"A12","A122000"
10,"A1",2,2001,32.625885806265,32.7098128973403,163.280669707648,0.106878048268411,0.236918722960059,32.62631634,32.7098127376558,3.28821916321977,"A12","A122001"
11,"A1",2,2002,32.7237210231551,32.8327711016021,214.906982119287,0.0254791365928912,1.50937843039695,32.7429949234435,32.827905153094,4.18760728551005,"A12","A122002"
12,"A1",2,2003,32.8106510217892,32.9369504430978,107.500736867379,0.022691424945121,0.117692181148226,32.83055132,32.9285130833171,2.34027042261248,"A12","A122003"
15,"A1",6,2000,33.0883453134503,33.1446651882158,179.577780914128,0.111827490140966,0.212086471371251,33.0889451714326,33.1437711320132,4.37593075845117,"A16","A162000"
18,"A1",6,2003,33.2968277153632,33.3724572761678,176.007339465043,0.0456974181519748,0.311483004263044,33.3,33.3720898783167,2.31611190178059,"A16","A162003"
21,"A1",8,2000,23.4775568139186,23.6154189101796,208.555190947198,0.0729425391048001,3.98605535682943,23.4776858288973,23.6105693768981,4.72446901482417,"A18","A182000"
22,"A1",8,2001,23.6334583778903,23.847468469788,199.284784422457,0.073530343261302,2.33137139163151,23.63792808,23.8474126885976,3.86822740704888,"A18","A182001"
23,"A1",8,2002,23.8440657364568,24.0114002113722,233.00944029491,0.0621289050499125,11.2823006129908,23.8484712842411,24.0113292886046,4.63713369625164,"A18","A182002"
24,"A1",8,2003,24.0214518524639,24.2157394617968,203.279555746132,0.071718708483569,2.25178198620695,24.0265388356864,24.215716412109,2.739539217244,"A18","A182003"
26,"A1",9,2000,15.6122269312908,15.7291694724672,196.060167833358,0.0604947973330114,1.83000744808299,15.61364285,15.7290355658395,4.57020166624079,"A19","A192000"
27,"A1",9,2001,15.7252349077222,15.8016917820792,181.609686756925,0.143296129869908,6.17627153439644,15.7254230833854,15.798692053383,3.27960445373748,"A19","A192001"
28,"A1",9,2002,15.8060585713537,15.8765001303979,196.799345766849,0.0773317346602573,3.98739430133494,15.8075276711471,15.8744948661016,4.17507588548349,"A19","A192002"
31,"A1",10,1999,12.5701081283578,12.7073535571538,193.218542962638,0.0558665167799631,1.76161425544193,12.5701146857596,12.7071539538331,4.407292096604,"A110","A1101999"
32,"A1",10,2000,12.714220111777,12.9885754640602,194.819438728545,0.0760932783293639,1.74302222016763,12.7171147522719,12.988514212551,6.02935507146263,"A110","A1102000"
33,"A1",10,2001,12.987976329042,13.1841276336938,200.752466181415,0.0651709542341071,3.90589273850757,12.99764046,13.1840497122322,3.71974423739367,"A110","A1102001"
34,"A1",10,2002,13.2074261397599,13.3538133478321,228.165737990254,0.0564266993040695,10.6449371081431,13.2117049159745,13.3537316612016,4.47723471102866,"A110","A1102002"
35,"A1",10,2003,13.4011148305206,13.589865071254,201.720316091448,0.0642800586947703,2.71136057022423,13.4034403219879,13.5898255809478,2.68378778397695,"A110","A1102003"
37,"A1",11,1999,18.5075655614379,18.7063727200151,223.415294160809,0.059543867258527,12.4136085418537,18.5121505180598,18.7062053335367,4.80466377681834,"A111","A1111999"
38,"A1",11,2000,18.7056498807486,18.8837703551314,195.167932520934,0.0790809538647212,2.71572495710099,18.7058119311751,18.8798499966973,5.05220429667309,"A111","A1112000"
39,"A1",11,2001,18.8807539760324,19.0301418180958,184.374237059514,0.095838309209502,2.74917054608097,18.88421966,19.0301409814724,3.55990184027435,"A111","A1112001"
40,"A1",11,2002,19.0455241177626,19.1943158206138,218.292245726552,0.0784846428009216,9.1298975325254,19.047164775959,19.1926974946554,4.56348439023242,"A111","A1112002"
