"","tot","perc","tag","DOY","sp","year","dbh","max_rate_DOY","max_rate","wood_type","site_tag","site","realtag","tag_year","tag_year_perc","doy"
"21",0.0305344259846922,0.25,"C1355",186,"betual",1998,11.71098941,201,0.000595711723745396,"diffuse-porous","C1355","C1",355,"C13551998","C135519980.25",189
"22",0.0305344259846922,0.5,"C1355",200,"betual",1998,11.71098941,201,0.000595711723745396,"diffuse-porous","C1355","C1",355,"C13551998","C135519980.5",202
"23",0.0305344259846922,0.75,"C1355",214,"betual",1998,11.71098941,201,0.000595711723745396,"diffuse-porous","C1355","C1",355,"C13551998","C135519980.75",216
"24",0.0305344259846922,0.05,"C1355",186,"betual",1998,11.71098941,201,0.000595711723745396,"diffuse-porous","C1355","C1",355,"C13551998","C135519980.25",171
"25",0.0561524080526077,0.25,"C3414",185,"betual",1998,12.89228656,201,0.00100498963448103,"diffuse-porous","C3414","C3",414,"C34141998","C341419980.25",188
"26",0.0561524080526077,0.5,"C3414",200,"betual",1998,12.89228656,201,0.00100498963448103,"diffuse-porous","C3414","C3",414,"C34141998","C341419980.5",203
"27",0.0561524080526077,0.75,"C3414",216,"betual",1998,12.89228656,201,0.00100498963448103,"diffuse-porous","C3414","C3",414,"C34141998","C341419980.75",218
"28",0.0561524080526077,0.05,"C3414",185,"betual",1998,12.89228656,201,0.00100498963448103,"diffuse-porous","C3414","C3",414,"C34141998","C341419980.25",169
"29",0.139572662021457,0.25,"E1684",132,"betual",1998,29.07255377,157,0.00161710062255338,"diffuse-porous","E1684","E1",684,"E16841998","E168419980.25",160
"30",0.139572662021457,0.5,"E1684",156,"betual",1998,29.07255377,157,0.00161710062255338,"diffuse-porous","E1684","E1",684,"E16841998","E168419980.5",174
"31",0.139572662021457,0.75,"E1684",180,"betual",1998,29.07255377,157,0.00161710062255338,"diffuse-porous","E1684","E1",684,"E16841998","E168419980.75",193
"32",0.139572662021457,0.05,"E1684",132,"betual",1998,29.07255377,157,0.00161710062255338,"diffuse-porous","E1684","E1",684,"E16841998","E168419980.25",149
"33",0.0437447518456331,0.25,"E4819",196,"betual",1998,24.62498394,206,0.00135771740668389,"diffuse-porous","E4819","E4",819,"E48191998","E481919980.25",197
"34",0.0437447518456331,0.5,"E4819",205,"betual",1998,24.62498394,206,0.00135771740668389,"diffuse-porous","E4819","E4",819,"E48191998","E481919980.5",206
"35",0.0437447518456331,0.75,"E4819",214,"betual",1998,24.62498394,206,0.00135771740668389,"diffuse-porous","E4819","E4",819,"E48191998","E481919980.75",215
"36",0.0437447518456331,0.05,"E4819",196,"betual",1998,24.62498394,206,0.00135771740668389,"diffuse-porous","E4819","E4",819,"E48191998","E481919980.25",182
"37",0.0412805758908306,0.25,"F2983",70,"betual",1998,18.6607028,161,0.000133335559091563,"diffuse-porous","F2983","F2",983,"F29831998","F298319980.25",189
"38",0.0412805758908306,0.5,"F2983",139,"betual",1998,18.6607028,161,0.000133335559091563,"diffuse-porous","F2983","F2",983,"F29831998","F298319980.5",220
"39",0.0412805758908306,0.75,"F2983",223,"betual",1998,18.6607028,161,0.000133335559091563,"diffuse-porous","F2983","F2",983,"F29831998","F298319980.75",257
"40",0.0412805758908306,0.05,"F2983",70,"betual",1998,18.6607028,161,0.000133335559091563,"diffuse-porous","F2983","F2",983,"F29831998","F298319980.25",166
"41",0.00632814318245067,0.25,"F2985",206,"betual",1998,14.99421564,208,0.00303138611499776,"diffuse-porous","F2985","F2",985,"F29851998","F298519980.25",207
"42",0.00632814318245067,0.5,"F2985",207,"betual",1998,14.99421564,208,0.00303138611499776,"diffuse-porous","F2985","F2",985,"F29851998","F298519980.5",208
"43",0.00632814318245067,0.75,"F2985",208,"betual",1998,14.99421564,208,0.00303138611499776,"diffuse-porous","F2985","F2",985,"F29851998","F298519980.75",209
"44",0.00632814318245067,0.05,"F2985",206,"betual",1998,14.99421564,208,0.00303138611499776,"diffuse-porous","F2985","F2",985,"F29851998","F298519980.25",207
"45",0.03398775056929,0.25,"F2994",93,"betual",1998,10.88515005,235,9.48095989876663e-05,"diffuse-porous","F2994","F2",994,"F29941998","F299419980.25",196
"46",0.03398775056929,0.5,"F2994",184,"betual",1998,10.88515005,235,9.48095989876663e-05,"diffuse-porous","F2994","F2",994,"F29941998","F299419980.5",231
"47",0.03398775056929,0.75,"F2994",274,"betual",1998,10.88515005,235,9.48095989876663e-05,"diffuse-porous","F2994","F2",994,"F29941998","F299419980.75",267
"48",0.03398775056929,0.05,"F2994",93,"betual",1998,10.88515005,235,9.48095989876663e-05,"diffuse-porous","F2994","F2",994,"F29941998","F299419980.25",167
"49",0.115811151761347,0.25,"F35",192,"betual",1998,15.79009252,201,0.00373512040901502,"diffuse-porous","F35","F3",5,"F351998","F3519980.25",193
"50",0.115811151761347,0.5,"F35",200,"betual",1998,15.79009252,201,0.00373512040901502,"diffuse-porous","F35","F3",5,"F351998","F3519980.5",201
"51",0.115811151761347,0.75,"F35",209,"betual",1998,15.79009252,201,0.00373512040901502,"diffuse-porous","F35","F3",5,"F351998","F3519980.75",210
"52",0.115811151761347,0.05,"F35",192,"betual",1998,15.79009252,201,0.00373512040901502,"diffuse-porous","F35","F3",5,"F351998","F3519980.25",179
"53",0.0207112100415081,0.25,"G4253",164,"betual",1998,14.15188829,195,0.000189388600080775,"diffuse-porous","G4253","G4",253,"G42531998","G425319980.25",177
"54",0.0207112100415081,0.5,"G4253",194,"betual",1998,14.15188829,195,0.000189388600080775,"diffuse-porous","G4253","G4",253,"G42531998","G425319980.5",200
"55",0.0207112100415081,0.75,"G4253",224,"betual",1998,14.15188829,195,0.000189388600080775,"diffuse-porous","G4253","G4",253,"G42531998","G425319980.75",225
"56",0.0207112100415081,0.05,"G4253",164,"betual",1998,14.15188829,195,0.000189388600080775,"diffuse-porous","G4253","G4",253,"G42531998","G425319980.25",154
"57",0.030100681351545,0.25,"G4254",166,"betual",1998,18.04902342,177,0.000773569004572039,"diffuse-porous","G4254","G4",254,"G42541998","G425419980.25",169
"58",0.030100681351545,0.5,"G4254",176,"betual",1998,18.04902342,177,0.000773569004572039,"diffuse-porous","G4254","G4",254,"G42541998","G425419980.5",177
"59",0.030100681351545,0.75,"G4254",187,"betual",1998,18.04902342,177,0.000773569004572039,"diffuse-porous","G4254","G4",254,"G42541998","G425419980.75",186
"60",0.030100681351545,0.05,"G4254",166,"betual",1998,18.04902342,177,0.000773569004572039,"diffuse-porous","G4254","G4",254,"G42541998","G425419980.25",158
"61",0.116099171345738,0.25,"H2343",161,"betual",1998,43.37888038,184,0.00148159254769809,"diffuse-porous","H2343","H2",343,"H23431998","H234319980.25",171
"62",0.116099171345738,0.5,"H2343",183,"betual",1998,43.37888038,184,0.00148159254769809,"diffuse-porous","H2343","H2",343,"H23431998","H234319980.5",189
"63",0.116099171345738,0.75,"H2343",204,"betual",1998,43.37888038,184,0.00148159254769809,"diffuse-porous","H2343","H2",343,"H23431998","H234319980.75",209
"64",0.116099171345738,0.05,"H2343",161,"betual",1998,43.37888038,184,0.00148159254769809,"diffuse-porous","H2343","H2",343,"H23431998","H234319980.25",153
"65",0.0154950030813339,0.25,"A12",175,"acerru",1998,32.42965384,186,0.000440375850025987,"diffuse-porous","A12","A1",2,"A121998","A1219980.25",176
"66",0.0154950030813339,0.5,"A12",185,"acerru",1998,32.42965384,186,0.000440375850025987,"diffuse-porous","A12","A1",2,"A121998","A1219980.5",185
"67",0.0154950030813339,0.75,"A12",194,"acerru",1998,32.42965384,186,0.000440375850025987,"diffuse-porous","A12","A1",2,"A121998","A1219980.75",193
"68",0.0154950030813339,0.05,"A12",175,"acerru",1998,32.42965384,186,0.000440375850025987,"diffuse-porous","A12","A1",2,"A121998","A1219980.25",161
"69",0.31617789541264,0.25,"A111",129,"acerru",1998,18.45917882,157,0.0032480692566601,"diffuse-porous","A111","A1",11,"A1111998","A11119980.25",161
"70",0.31617789541264,0.5,"A111",156,"acerru",1998,18.45917882,157,0.0032480692566601,"diffuse-porous","A111","A1",11,"A1111998","A11119980.5",177
"71",0.31617789541264,0.75,"A111",183,"acerru",1998,18.45917882,157,0.0032480692566601,"diffuse-porous","A111","A1",11,"A1111998","A11119980.75",198
"72",0.31617789541264,0.05,"A111",129,"acerru",1998,18.45917882,157,0.0032480692566601,"diffuse-porous","A111","A1",11,"A1111998","A11119980.25",149
"73",0.0138290380512167,0.25,"A115",218,"acerru",1998,22.12063302,294,8.17588327812757e-05,"diffuse-porous","A115","A1",15,"A1151998","A11519980.25",214
"74",0.0138290380512167,0.5,"A115",270,"acerru",1998,22.12063302,294,8.17588327812757e-05,"diffuse-porous","A115","A1",15,"A1151998","A11519980.5",247
"75",0.0138290380512167,0.75,"A115",313,"acerru",1998,22.12063302,294,8.17588327812757e-05,"diffuse-porous","A115","A1",15,"A1151998","A11519980.75",273
"76",0.0138290380512167,0.05,"A115",218,"acerru",1998,22.12063302,294,8.17588327812757e-05,"diffuse-porous","A115","A1",15,"A1151998","A11519980.25",174
"77",0.0191536396890655,0.25,"A117",178,"acerru",1998,18.56189226,184,0.00117409495497611,"diffuse-porous","A117","A1",17,"A1171998","A11719980.25",179
"78",0.0191536396890655,0.5,"A117",183,"acerru",1998,18.56189226,184,0.00117409495497611,"diffuse-porous","A117","A1",17,"A1171998","A11719980.5",183
"79",0.0191536396890655,0.75,"A117",187,"acerru",1998,18.56189226,184,0.00117409495497611,"diffuse-porous","A117","A1",17,"A1171998","A11719980.75",187
"80",0.0191536396890655,0.05,"A117",178,"acerru",1998,18.56189226,184,0.00117409495497611,"diffuse-porous","A117","A1",17,"A1171998","A11719980.25",172
"81",0.15194422164328,0.25,"A118",162,"acerru",1998,26.13068979,176,0.00307868436235736,"diffuse-porous","A118","A1",18,"A1181998","A11819980.25",168
"82",0.15194422164328,0.5,"A118",175,"acerru",1998,26.13068979,176,0.00307868436235736,"diffuse-porous","A118","A1",18,"A1181998","A11819980.5",179
"83",0.15194422164328,0.75,"A118",189,"acerru",1998,26.13068979,176,0.00307868436235736,"diffuse-porous","A118","A1",18,"A1181998","A11819980.75",192
"84",0.15194422164328,0.05,"A118",162,"acerru",1998,26.13068979,176,0.00307868436235736,"diffuse-porous","A118","A1",18,"A1181998","A11819980.25",156
"85",0.0850649120374758,0.25,"A225",162,"acerru",1998,14.12737371,174,0.00210417160436727,"diffuse-porous","A225","A2",25,"A2251998","A22519980.25",165
"86",0.0850649120374758,0.5,"A225",173,"acerru",1998,14.12737371,174,0.00210417160436727,"diffuse-porous","A225","A2",25,"A2251998","A22519980.5",175
"87",0.0850649120374758,0.75,"A225",184,"acerru",1998,14.12737371,174,0.00210417160436727,"diffuse-porous","A225","A2",25,"A2251998","A22519980.75",186
"88",0.0850649120374758,0.05,"A225",162,"acerru",1998,14.12737371,174,0.00210417160436727,"diffuse-porous","A225","A2",25,"A2251998","A22519980.25",152
"89",0.129095491228226,0.25,"A227",152,"acerru",1998,10.66946902,164,0.00322561894076756,"diffuse-porous","A227","A2",27,"A2271998","A22719980.25",158
"90",0.129095491228226,0.5,"A227",163,"acerru",1998,10.66946902,164,0.00322561894076756,"diffuse-porous","A227","A2",27,"A2271998","A22719980.5",167
"91",0.129095491228226,0.75,"A227",174,"acerru",1998,10.66946902,164,0.00322561894076756,"diffuse-porous","A227","A2",27,"A2271998","A22719980.75",177
"92",0.129095491228226,0.05,"A227",152,"acerru",1998,10.66946902,164,0.00322561894076756,"diffuse-porous","A227","A2",27,"A2271998","A22719980.25",149
"93",0.127417719832927,0.25,"A229",151,"acerru",1998,15.63971833,169,0.00214202194325708,"diffuse-porous","A229","A2",29,"A2291998","A22919980.25",162
"94",0.127417719832927,0.5,"A229",168,"acerru",1998,15.63971833,169,0.00214202194325708,"diffuse-porous","A229","A2",29,"A2291998","A22919980.5",174
"95",0.127417719832927,0.75,"A229",184,"acerru",1998,15.63971833,169,0.00214202194325708,"diffuse-porous","A229","A2",29,"A2291998","A22919980.75",188
"96",0.127417719832927,0.05,"A229",151,"acerru",1998,15.63971833,169,0.00214202194325708,"diffuse-porous","A229","A2",29,"A2291998","A22919980.25",150
"97",0.0877400640774511,0.25,"A230",176,"acerru",1998,22.57171998,186,0.0024445606673531,"diffuse-porous","A230","A2",30,"A2301998","A23019980.25",178
"98",0.0877400640774511,0.5,"A230",185,"acerru",1998,22.57171998,186,0.0024445606673531,"diffuse-porous","A230","A2",30,"A2301998","A23019980.5",187
"99",0.0877400640774511,0.75,"A230",195,"acerru",1998,22.57171998,186,0.0024445606673531,"diffuse-porous","A230","A2",30,"A2301998","A23019980.75",197
"100",0.0877400640774511,0.05,"A230",176,"acerru",1998,22.57171998,186,0.0024445606673531,"diffuse-porous","A230","A2",30,"A2301998","A23019980.25",164
"101",0.0358657532351376,0.25,"A356",190,"acerru",1998,11.2194885,200,0.00115592731149583,"diffuse-porous","A356","A3",56,"A3561998","A35619980.25",191
"102",0.0358657532351376,0.5,"A356",199,"acerru",1998,11.2194885,200,0.00115592731149583,"diffuse-porous","A356","A3",56,"A3561998","A35619980.5",200
"103",0.0358657532351376,0.75,"A356",207,"acerru",1998,11.2194885,200,0.00115592731149583,"diffuse-porous","A356","A3",56,"A3561998","A35619980.75",208
"104",0.0358657532351376,0.05,"A356",190,"acerru",1998,11.2194885,200,0.00115592731149583,"diffuse-porous","A356","A3",56,"A3561998","A35619980.25",178
"105",0.0748957366143586,0.25,"A360",149,"acerru",1998,20.62228167,166,0.00127233712182928,"diffuse-porous","A360","A3",60,"A3601998","A36019980.25",160
"106",0.0748957366143586,0.5,"A360",165,"acerru",1998,20.62228167,166,0.00127233712182928,"diffuse-porous","A360","A3",60,"A3601998","A36019980.5",172
"107",0.0748957366143586,0.75,"A360",181,"acerru",1998,20.62228167,166,0.00127233712182928,"diffuse-porous","A360","A3",60,"A3601998","A36019980.75",186
"108",0.0748957366143586,0.05,"A360",149,"acerru",1998,20.62228167,166,0.00127233712182928,"diffuse-porous","A360","A3",60,"A3601998","A36019980.25",149
"109",0.247060450737582,0.25,"A366",125,"acerru",1998,24.29296705,155,0.00239634584134762,"diffuse-porous","A366","A3",66,"A3661998","A36619980.25",161
"110",0.247060450737582,0.5,"A366",154,"acerru",1998,24.29296705,155,0.00239634584134762,"diffuse-porous","A366","A3",66,"A3661998","A36619980.5",178
"111",0.247060450737582,0.75,"A366",182,"acerru",1998,24.29296705,155,0.00239634584134762,"diffuse-porous","A366","A3",66,"A3661998","A36619980.75",200
"112",0.247060450737582,0.05,"A366",125,"acerru",1998,24.29296705,155,0.00239634584134762,"diffuse-porous","A366","A3",66,"A3661998","A36619980.25",149
"113",0.144445813143644,0.25,"A367",103,"acerru",1998,12.07144578,152,0.000740878724126759,"diffuse-porous","A367","A3",67,"A3671998","A36719980.25",173
"114",0.144445813143644,0.5,"A367",155,"acerru",1998,12.07144578,152,0.000740878724126759,"diffuse-porous","A367","A3",67,"A3671998","A36719980.5",200
"115",0.144445813143644,0.75,"A367",209,"acerru",1998,12.07144578,152,0.000740878724126759,"diffuse-porous","A367","A3",67,"A3671998","A36719980.75",235
"116",0.144445813143644,0.05,"A367",103,"acerru",1998,12.07144578,152,0.000740878724126759,"diffuse-porous","A367","A3",67,"A3671998","A36719980.25",153
"117",0.0798163430752084,0.25,"A369",83,"acerru",1998,13.19928167,147,0.000499675381721687,"diffuse-porous","A369","A3",69,"A3691998","A36919980.25",156
"118",0.0798163430752084,0.5,"A369",111,"acerru",1998,13.19928167,147,0.000499675381721687,"diffuse-porous","A369","A3",69,"A3691998","A36919980.5",168
"119",0.0798163430752084,0.75,"A369",139,"acerru",1998,13.19928167,147,0.000499675381721687,"diffuse-porous","A369","A3",69,"A3691998","A36919980.75",187
"120",0.0798163430752084,0.05,"A369",83,"acerru",1998,13.19928167,147,0.000499675381721687,"diffuse-porous","A369","A3",69,"A3691998","A36919980.25",149
"121",0.124879013449593,0.25,"B1152",167,"acerru",1998,15.19484919,182,0.00249567741130541,"diffuse-porous","B1152","B1",152,"B11521998","B115219980.25",172
"122",0.124879013449593,0.5,"B1152",181,"acerru",1998,15.19484919,182,0.00249567741130541,"diffuse-porous","B1152","B1",152,"B11521998","B115219980.5",184
"123",0.124879013449593,0.75,"B1152",195,"acerru",1998,15.19484919,182,0.00249567741130541,"diffuse-porous","B1152","B1",152,"B11521998","B115219980.75",197
"124",0.124879013449593,0.05,"B1152",167,"acerru",1998,15.19484919,182,0.00249567741130541,"diffuse-porous","B1152","B1",152,"B11521998","B115219980.25",157
"125",0.607629378880738,0.25,"B1156",135,"acerru",1998,33.70123022,160,0.00694559266973727,"diffuse-porous","B1156","B1",156,"B11561998","B115619980.25",161
"126",0.607629378880738,0.5,"B1156",159,"acerru",1998,33.70123022,160,0.00694559266973727,"diffuse-porous","B1156","B1",156,"B11561998","B115619980.5",175
"127",0.607629378880738,0.75,"B1156",183,"acerru",1998,33.70123022,160,0.00694559266973727,"diffuse-porous","B1156","B1",156,"B11561998","B115619980.75",195
"128",0.607629378880738,0.05,"B1156",135,"acerru",1998,33.70123022,160,0.00694559266973727,"diffuse-porous","B1156","B1",156,"B11561998","B115619980.25",149
"129",0.0689096670877589,0.25,"B1159",147,"acerru",1998,28.36371338,159,0.00169878435951887,"diffuse-porous","B1159","B1",159,"B11591998","B115919980.25",155
"130",0.0689096670877589,0.5,"B1159",158,"acerru",1998,28.36371338,159,0.00169878435951887,"diffuse-porous","B1159","B1",159,"B11591998","B115919980.5",163
"131",0.0689096670877589,0.75,"B1159",169,"acerru",1998,28.36371338,159,0.00169878435951887,"diffuse-porous","B1159","B1",159,"B11591998","B115919980.75",173
"132",0.0689096670877589,0.05,"B1159",147,"acerru",1998,28.36371338,159,0.00169878435951887,"diffuse-porous","B1159","B1",159,"B11591998","B115919980.25",148
"133",0.0618112946514628,0.25,"B1160",112,"acerru",1998,34.75511626,160,0.00034001235137282,"diffuse-porous","B1160","B1",160,"B11601998","B116019980.25",177
"134",0.0618112946514628,0.5,"B1160",161,"acerru",1998,34.75511626,160,0.00034001235137282,"diffuse-porous","B1160","B1",160,"B11601998","B116019980.5",203
"135",0.0618112946514628,0.75,"B1160",211,"acerru",1998,34.75511626,160,0.00034001235137282,"diffuse-porous","B1160","B1",160,"B11601998","B116019980.75",236
"136",0.0618112946514628,0.05,"B1160",112,"acerru",1998,34.75511626,160,0.00034001235137282,"diffuse-porous","B1160","B1",160,"B11601998","B116019980.25",158
"137",0.0392980405720351,0.25,"B1161",89,"acerru",1998,18.4021557,154,0.000120335737790356,"diffuse-porous","B1161","B1",161,"B11611998","B116119980.25",189
"138",0.0392980405720351,0.5,"B1161",171,"acerru",1998,18.4021557,154,0.000120335737790356,"diffuse-porous","B1161","B1",161,"B11611998","B116119980.5",224
"139",0.0392980405720351,0.75,"B1161",257,"acerru",1998,18.4021557,154,0.000120335737790356,"diffuse-porous","B1161","B1",161,"B11611998","B116119980.75",262
"140",0.0392980405720351,0.05,"B1161",89,"acerru",1998,18.4021557,154,0.000120335737790356,"diffuse-porous","B1161","B1",161,"B11611998","B116119980.25",161
"141",0.0753120313348283,0.25,"B1162",151,"acerru",1998,31.52753851,176,0.000875416964095876,"diffuse-porous","B1162","B1",162,"B11621998","B116219980.25",169
"142",0.0753120313348283,0.5,"B1162",175,"acerru",1998,31.52753851,176,0.000875416964095876,"diffuse-porous","B1162","B1",162,"B11621998","B116219980.5",186
"143",0.0753120313348283,0.75,"B1162",199,"acerru",1998,31.52753851,176,0.000875416964095876,"diffuse-porous","B1162","B1",162,"B11621998","B116219980.75",206
"144",0.0753120313348283,0.05,"B1162",151,"acerru",1998,31.52753851,176,0.000875416964095876,"diffuse-porous","B1162","B1",162,"B11621998","B116219980.25",154
"145",0.0195820064547725,0.25,"B2185",151,"acerru",1998,13.83454673,207,0.000103920651836731,"diffuse-porous","B2185","B2",185,"B21851998","B218519980.25",173
"146",0.0195820064547725,0.5,"B2185",203,"acerru",1998,13.83454673,207,0.000103920651836731,"diffuse-porous","B2185","B2",185,"B21851998","B218519980.5",196
"147",0.0195820064547725,0.75,"B2185",254,"acerru",1998,13.83454673,207,0.000103920651836731,"diffuse-porous","B2185","B2",185,"B21851998","B218519980.75",218
"148",0.0195820064547725,0.05,"B2185",151,"acerru",1998,13.83454673,207,0.000103920651836731,"diffuse-porous","B2185","B2",185,"B21851998","B218519980.25",152
"149",0.51204952819575,0.25,"B2187",132,"acerru",1998,28.37489726,157,0.00602216500981356,"diffuse-porous","B2187","B2",187,"B21871998","B218719980.25",159
"150",0.51204952819575,0.5,"B2187",156,"acerru",1998,28.37489726,157,0.00602216500981356,"diffuse-porous","B2187","B2",187,"B21871998","B218719980.5",174
"151",0.51204952819575,0.75,"B2187",179,"acerru",1998,28.37489726,157,0.00602216500981356,"diffuse-porous","B2187","B2",187,"B21871998","B218719980.75",193
"152",0.51204952819575,0.05,"B2187",132,"acerru",1998,28.37489726,157,0.00602216500981356,"diffuse-porous","B2187","B2",187,"B21871998","B218719980.25",149
"153",0.235754024410539,0.25,"B2194",163,"acerru",1998,20.2006603,186,0.00294697985053816,"diffuse-porous","B2194","B2",194,"B21941998","B219419980.25",174
"154",0.235754024410539,0.5,"B2194",185,"acerru",1998,20.2006603,186,0.00294697985053816,"diffuse-porous","B2194","B2",194,"B21941998","B219419980.5",191
"155",0.235754024410539,0.75,"B2194",207,"acerru",1998,20.2006603,186,0.00294697985053816,"diffuse-porous","B2194","B2",194,"B21941998","B219419980.75",212
"156",0.235754024410539,0.05,"B2194",163,"acerru",1998,20.2006603,186,0.00294697985053816,"diffuse-porous","B2194","B2",194,"B21941998","B219419980.25",155
"157",0.0564271901110978,0.25,"B3211",124,"acerru",1998,16.80824594,146,0.000881197209952944,"diffuse-porous","B3211","B3",211,"B32111998","B321119980.25",153
"158",0.0564271901110978,0.5,"B3211",142,"acerru",1998,16.80824594,146,0.000881197209952944,"diffuse-porous","B3211","B3",211,"B32111998","B321119980.5",162
"159",0.0564271901110978,0.75,"B3211",159,"acerru",1998,16.80824594,146,0.000881197209952944,"diffuse-porous","B3211","B3",211,"B32111998","B321119980.75",175
"160",0.0564271901110978,0.05,"B3211",124,"acerru",1998,16.80824594,146,0.000881197209952944,"diffuse-porous","B3211","B3",211,"B32111998","B321119980.25",147
"161",0.00568544639104829,0.25,"B3216",117,"acerru",1998,16.46638099,255,7.45473412777642e-06,"diffuse-porous","B3216","B3",216,"B32161998","B321619980.25",241
"162",0.00568544639104829,0.5,"B3216",153,"acerru",1998,16.46638099,255,7.45473412777642e-06,"diffuse-porous","B3216","B3",216,"B32161998","B321619980.5",231
"163",0.00568544639104829,0.75,"B3216",189,"acerru",1998,16.46638099,255,7.45473412777642e-06,"diffuse-porous","B3216","B3",216,"B32161998","B321619980.75",223
"164",0.00568544639104829,0.05,"B3216",117,"acerru",1998,16.46638099,255,7.45473412777642e-06,"diffuse-porous","B3216","B3",216,"B32161998","B321619980.25",251
"165",0.0262492800831335,0.25,"B3217",163,"acerru",1998,11.59638421,206,0.000178070501569039,"diffuse-porous","B3217","B3",217,"B32171998","B321719980.25",193
"166",0.0262492800831335,0.5,"B3217",204,"acerru",1998,11.59638421,206,0.000178070501569039,"diffuse-porous","B3217","B3",217,"B32171998","B321719980.5",219
"167",0.0262492800831335,0.75,"B3217",244,"acerru",1998,11.59638421,206,0.000178070501569039,"diffuse-porous","B3217","B3",217,"B32171998","B321719980.75",249
"168",0.0262492800831335,0.05,"B3217",163,"acerru",1998,11.59638421,206,0.000178070501569039,"diffuse-porous","B3217","B3",217,"B32171998","B321719980.25",170
"169",0.0848949244296815,0.25,"B3218",187,"acerru",1998,12.81770553,203,0.00160289552906967,"diffuse-porous","B3218","B3",218,"B32181998","B321819980.25",190
"170",0.0848949244296815,0.5,"B3218",202,"acerru",1998,12.81770553,203,0.00160289552906967,"diffuse-porous","B3218","B3",218,"B32181998","B321819980.5",204
"171",0.0848949244296815,0.75,"B3218",217,"acerru",1998,12.81770553,203,0.00160289552906967,"diffuse-porous","B3218","B3",218,"B32181998","B321819980.75",218
"172",0.0848949244296815,0.05,"B3218",187,"acerru",1998,12.81770553,203,0.00160289552906967,"diffuse-porous","B3218","B3",218,"B32181998","B321819980.25",169
"173",0.0201920631271904,0.25,"B3221",94,"acerru",1998,24.16587133,146,8.74864725588509e-05,"diffuse-porous","B3221","B3",221,"B32211998","B322119980.25",169
"174",0.0201920631271904,0.5,"B3221",154,"acerru",1998,24.16587133,146,8.74864725588509e-05,"diffuse-porous","B3221","B3",221,"B32211998","B322119980.5",193
