"tot","perc","tag","DOY","sp","year","dbh","max_rate_DOY","max_rate","wood_type","site_tag","site","realtag","tag_year","tag_year_perc","doy","mean","SD","rm","dbh_total_growth"
0.327570728230413,0.25,"A11",156,"betual",1999,13.602760165,172,0.00594953401276399,"diffuse-porous","A11","A1",1,"A111999","A1119990.25",157,141.936842105263,38.3827316017637,"keep",0.3275399932737
0.327570728230413,0.5,"A11",171,"betual",1999,13.602760165,172,0.00594953401276399,"diffuse-porous","A11","A1",1,"A111999","A1119990.5",172,168.863157894737,32.6670264075805,"keep",0.3275399932737
0.327570728230413,0.75,"A11",186,"betual",1999,13.602760165,172,0.00594953401276399,"diffuse-porous","A11","A1",1,"A111999","A1119990.75",187,196.610526315789,32.2461743719513,"keep",0.3275399932737
0.137234891304001,0.25,"A110",162,"betual",1999,12.66682596,183,0.00191672105257901,"diffuse-porous","A110","A1",10,"A1101999","A11019990.25",163,141.936842105263,38.3827316017637,"keep",0.137039268073499
0.137234891304001,0.5,"A110",182,"betual",1999,12.66682596,183,0.00191672105257901,"diffuse-porous","A110","A1",10,"A1101999","A11019990.5",183,168.863157894737,32.6670264075805,"keep",0.137039268073499
0.137234891304001,0.75,"A110",202,"betual",1999,12.66682596,183,0.00191672105257901,"diffuse-porous","A110","A1",10,"A1101999","A11019990.75",203,196.610526315789,32.2461743719513,"keep",0.137039268073499
0.1794735901924,0.25,"B2193",155,"betual",1999,15.08850349,169,0.00383804675635169,"diffuse-porous","B2193","B2",193,"B21931999","B219319990.25",156,141.936842105263,38.3827316017637,"keep",0.1794712015018
0.1794735901924,0.5,"B2193",168,"betual",1999,15.08850349,169,0.00383804675635169,"diffuse-porous","B2193","B2",193,"B21931999","B219319990.5",169,168.863157894737,32.6670264075805,"keep",0.1794712015018
0.1794735901924,0.75,"B2193",180,"betual",1999,15.08850349,169,0.00383804675635169,"diffuse-porous","B2193","B2",193,"B21931999","B219319990.75",181,196.610526315789,32.2461743719513,"keep",0.1794712015018
0.141492435108992,0.25,"C1355",159,"betual",1999,11.851060485,172,0.00324179273820846,"diffuse-porous","C1355","C1",355,"C13551999","C135519990.25",160,141.936842105263,38.3827316017637,"keep",0.1406620833622
0.141492435108992,0.5,"C1355",171,"betual",1999,11.851060485,172,0.00324179273820846,"diffuse-porous","C1355","C1",355,"C13551999","C135519990.5",172,168.863157894737,32.6670264075805,"keep",0.1406620833622
0.141492435108992,0.75,"C1355",182,"betual",1999,11.851060485,172,0.00324179273820846,"diffuse-porous","C1355","C1",355,"C13551999","C135519990.75",184,196.610526315789,32.2461743719513,"keep",0.1406620833622
0.127931951592696,0.25,"C3414",164,"betual",1999,13.01221178,180,0.00237942375617628,"diffuse-porous","C3414","C3",414,"C34141999","C341419990.25",166,141.936842105263,38.3827316017637,"keep",0.127011252050501
0.127931951592696,0.5,"C3414",179,"betual",1999,13.01221178,180,0.00237942375617628,"diffuse-porous","C3414","C3",414,"C34141999","C341419990.5",180,168.863157894737,32.6670264075805,"keep",0.127011252050501
0.127931951592696,0.75,"C3414",194,"betual",1999,13.01221178,180,0.00237942375617628,"diffuse-porous","C3414","C3",414,"C34141999","C341419990.75",195,196.610526315789,32.2461743719513,"keep",0.127011252050501
0.233223558887847,0.25,"E1684",95,"betual",1999,29.20492093,135,0.00149442911233777,"diffuse-porous","E1684","E1",684,"E16841999","E168419990.25",96,141.936842105263,38.3827316017637,"keep",0.229112587419699
0.233223558887847,0.5,"E1684",136,"betual",1999,29.20492093,135,0.00149442911233777,"diffuse-porous","E1684","E1",684,"E16841999","E168419990.5",137,168.863157894737,32.6670264075805,"keep",0.229112587419699
0.233223558887847,0.75,"E1684",180,"betual",1999,29.20492093,135,0.00149442911233777,"diffuse-porous","E1684","E1",684,"E16841999","E168419990.75",179,196.610526315789,32.2461743719513,"keep",0.229112587419699
0.135851230202579,0.25,"E4819",163,"betual",1999,24.744834585,179,0.00253603696942406,"diffuse-porous","E4819","E4",819,"E48191999","E481919990.25",164,141.936842105263,38.3827316017637,"keep",0.134417772327701
0.135851230202579,0.5,"E4819",178,"betual",1999,24.744834585,179,0.00253603696942406,"diffuse-porous","E4819","E4",819,"E48191999","E481919990.5",179,168.863157894737,32.6670264075805,"keep",0.134417772327701
0.135851230202579,0.75,"E4819",192,"betual",1999,24.744834585,179,0.00253603696942406,"diffuse-porous","E4819","E4",819,"E48191999","E481919990.75",194,196.610526315789,32.2461743719513,"keep",0.134417772327701
0.0662396608474207,0.25,"F2985",173,"betual",1999,15.05474984,196,0.000801962830363934,"diffuse-porous","F2985","F2",985,"F29851999","F298519990.25",176,141.936842105263,38.3827316017637,"keep",0.0634480165008995
0.0662396608474207,0.5,"F2985",195,"betual",1999,15.05474984,196,0.000801962830363934,"diffuse-porous","F2985","F2",985,"F29851999","F298519990.5",197,168.863157894737,32.6670264075805,"keep",0.0634480165008995
0.0662396608474207,0.75,"F2985",218,"betual",1999,15.05474984,196,0.000801962830363934,"diffuse-porous","F2985","F2",985,"F29851999","F298519990.75",219,196.610526315789,32.2461743719513,"keep",0.0634480165008995
0.0573640324087741,0.25,"F2994",163,"betual",1999,10.90427527,185,0.000747562178318617,"diffuse-porous","F2994","F2",994,"F29941999","F299419990.25",166,141.936842105263,38.3827316017637,"keep",0.055756655594001
0.0573640324087741,0.5,"F2994",184,"betual",1999,10.90427527,185,0.000747562178318617,"diffuse-porous","F2994","F2",994,"F29941999","F299419990.5",186,168.863157894737,32.6670264075805,"keep",0.055756655594001
0.0573640324087741,0.75,"F2994",205,"betual",1999,10.90427527,185,0.000747562178318617,"diffuse-porous","F2994","F2",994,"F29941999","F299419990.75",207,196.610526315789,32.2461743719513,"keep",0.055756655594001
0.163069469867418,0.25,"F35",89,"betual",1999,16.02605866,139,0.000707837399575695,"diffuse-porous","F35","F3",5,"F351999","F3519990.25",86,141.936842105263,38.3827316017637,"keep",0.146692045065802
0.163069469867418,0.5,"F35",149,"betual",1999,16.02605866,139,0.000707837399575695,"diffuse-porous","F35","F3",5,"F351999","F3519990.5",140,168.863157894737,32.6670264075805,"keep",0.146692045065802
