"Species","coef","significant","significant2","ci.lower","ci.upper","chg_rad_inc_clim","chg_rad_inc_clim_ci.lower","chg_rad_inc_clim_ci.upper","chg_rad_inc_1SD_clim","variable","month","site","wood_type","Location","month_new","tmn","tmx","group"
"QURU",0.0940326920174923,FALSE,FALSE,-0.0801521959602798,0.273498160117129,0.00432348635213895,-0.00368528134091676,0.012575047435434,0.0111158038852791,"tmx","prev.jan","Sheridan_Mountain_QURU","RP","Sheridan_Mountain",-12,-2.73865551231933,7.86470601328571,1
"QURU",-0.111215475812191,FALSE,FALSE,-0.268258464657463,0.0626972613446344,-0.0052381134404699,-0.0126346469228345,0.00295296463852367,-0.0131470171874516,"tmx","prev.feb","Sheridan_Mountain_QURU","RP","Sheridan_Mountain",-11,-2.73865551231933,7.86470601328571,1
"QURU",-0.0565555659099353,FALSE,FALSE,-0.294892576864567,0.203302107101037,-0.0028803886546234,-0.0150189502848585,0.0103542255007652,-0.00668555335158192,"tmx","prev.mar","Sheridan_Mountain_QURU","RP","Sheridan_Mountain",-10,-2.73865551231933,7.86470601328571,1
"QURU",-0.00963497530593958,FALSE,FALSE,-0.235173815735329,0.20820235315813,-0.000552373021175488,-0.01348251209518,0.0119362384622725,-0.0011389708583522,"tmx","prev.apr","Sheridan_Mountain_QURU","RP","Sheridan_Mountain",-9,-2.73865551231933,7.86470601328571,1
"QURU",0.11076902499854,FALSE,FALSE,-0.0911954590596453,0.307350270764113,0.00632170211446047,-0.00520461858695743,0.0175407958731703,0.0130942412902344,"tmx","prev.may","Sheridan_Mountain_QURU","RP","Sheridan_Mountain",-8,-2.73865551231933,7.86470601328571,1
"QURU",0.0479230628349352,FALSE,FALSE,-0.145748373204066,0.220560945953615,0.00424368171077035,-0.0129063058400713,0.0195311066756618,0.00566508686102436,"tmx","prev.jun","Sheridan_Mountain_QURU","RP","Sheridan_Mountain",-7,-2.73865551231933,7.86470601328571,1
"QURU",-0.146747171239391,FALSE,FALSE,-0.311320335676919,0.0245861375840824,-0.0142422475662974,-0.0302145605648533,0.00238615746534784,-0.0173472942358504,"tmx","prev.jul","Sheridan_Mountain_QURU","RP","Sheridan_Mountain",-6,-2.73865551231933,7.86470601328571,1
"QURU",-0.0799123083514567,FALSE,FALSE,-0.278886701463682,0.134694791986166,-0.00682375127566626,-0.0238142724711376,0.0115016544710343,-0.00944660339501393,"tmx","prev.aug","Sheridan_Mountain_QURU","RP","Sheridan_Mountain",-5,-2.73865551231933,7.86470601328571,1
"QURU",-0.0874475869536994,FALSE,FALSE,-0.292928203014686,0.155599775476833,-0.0075069091651627,-0.0251463246562753,0.0133574112370048,-0.0103373646543841,"tmx","prev.sep","Sheridan_Mountain_QURU","RP","Sheridan_Mountain",-4,-2.73865551231933,7.86470601328571,1
"QURU",-0.0142560583433413,FALSE,FALSE,-0.195588700567708,0.167816515350905,-0.000931064865125691,-0.0127739212851384,0.0109601165671459,-0.00168523888151792,"tmx","prev.oct","Sheridan_Mountain_QURU","RP","Sheridan_Mountain",-3,-2.73865551231933,7.86470601328571,1
"QURU",-0.0227983753032236,FALSE,FALSE,-0.214725195034692,0.170768469191988,-0.00143391582610077,-0.0135052542704341,0.010740572839801,-0.00269504428020077,"tmx","prev.nov","Sheridan_Mountain_QURU","RP","Sheridan_Mountain",-2,-2.73865551231933,7.86470601328571,1
"QURU",0.0619364107367598,FALSE,FALSE,-0.103686632168209,0.22184189189647,0.00294741958152526,-0.00493422215397455,0.0105569749425308,0.00732163442667198,"tmx","prev.dec","Sheridan_Mountain_QURU","RP","Sheridan_Mountain",-1,-2.73865551231933,7.86470601328571,1
"QURU",0.150551944718963,FALSE,FALSE,-0.0533412593162177,0.333634812184079,0.00687680202589774,-0.00243648317405958,0.0152395278361921,0.0177970645754996,"tmx","curr.jan","Sheridan_Mountain_QURU","RP","Sheridan_Mountain",1,-2.73865551231933,7.86470601328571,1
"QURU",0.0972038377010655,FALSE,FALSE,-0.0792592536608602,0.273236495529335,0.00460472940095003,-0.00375466055930751,0.0129437289116692,0.0114906717397875,"tmx","curr.feb","Sheridan_Mountain_QURU","RP","Sheridan_Mountain",2,-2.73865551231933,7.86470601328571,1
"QURU",-0.148989501817435,FALSE,FALSE,-0.407344115423919,0.107981776586002,-0.00761895034315813,-0.020830558865788,0.0055219178783674,-0.0176123648875218,"tmx","curr.mar","Sheridan_Mountain_QURU","RP","Sheridan_Mountain",3,-2.73865551231933,7.86470601328571,1
"QURU",0.0356720405612466,FALSE,FALSE,-0.175469735331185,0.245053722484795,0.00204789091086984,-0.0100735161337491,0.0140682529806446,0.00421686754424488,"tmx","curr.apr","Sheridan_Mountain_QURU","RP","Sheridan_Mountain",4,-2.73865551231933,7.86470601328571,1
"QURU",-0.237665857568165,TRUE,FALSE,-0.407421944967288,-0.0616039224187173,-0.0135436745385452,-0.0232174292048466,-0.00351057355934097,-0.0280949849065573,"tmx","curr.may","Sheridan_Mountain_QURU","RP","Sheridan_Mountain",5,-2.73865551231933,7.86470601328571,1
"QURU",-0.0327916091436796,FALSE,FALSE,-0.209355448973502,0.125701548558907,-0.00289626638718461,-0.0184909849095578,0.0111023880625385,-0.0038763656394742,"tmx","curr.jun","Sheridan_Mountain_QURU","RP","Sheridan_Mountain",6,-2.73865551231933,7.86470601328571,1
"QURU",0.115357817454455,FALSE,FALSE,-0.0667094922646645,0.292706503502025,0.0111840011726181,-0.00646752041756796,0.0283780497120802,0.0136366921753023,"tmx","curr.jul","Sheridan_Mountain_QURU","RP","Sheridan_Mountain",7,-2.73865551231933,7.86470601328571,1
"QURU",0.341776509107191,TRUE,TRUE,0.136154016727186,0.490556215484791,0.0287444682081035,0.0114509765912342,0.0412573045968696,0.0404021257534998,"tmx","curr.aug","Sheridan_Mountain_QURU","RP","Sheridan_Mountain",8,-2.73865551231933,7.86470601328571,1
"QURU",0.0190303420936839,FALSE,FALSE,-0.17588046200938,0.202308068745486,0.00159196032928339,-0.0147130680487292,0.0169238376352489,0.00224961708576642,"tmx","curr.sep","Sheridan_Mountain_QURU","RP","Sheridan_Mountain",9,-2.73865551231933,7.86470601328571,1
"QURU",0.0227143117978384,FALSE,FALSE,-0.176428179807082,0.251670540207076,0.00147811824152366,-0.0114809426414796,0.0163772875729211,0.0026851069550033,"tmx","curr.oct","Sheridan_Mountain_QURU","RP","Sheridan_Mountain",10,-2.73865551231933,7.86470601328571,1
"QURU",0.100137785395208,FALSE,FALSE,-0.101253216592256,0.276361336171076,0.0062305629277501,-0.0062999649445548,0.0171951745189422,0.0157180565282555,"tmx","prev.jan","Goodnow_Mtn_QURU","RP","Goodnow_Mtn",-12,-3.69411771015126,8.82689093714286,2
"QURU",-0.0318235860583935,FALSE,FALSE,-0.207311600196397,0.138744976430406,-0.00198493495000987,-0.012930662182987,0.00865395095165182,-0.00499516663588575,"tmx","prev.feb","Goodnow_Mtn_QURU","RP","Goodnow_Mtn",-11,-3.69411771015126,8.82689093714286,2
"QURU",0.116077941900484,FALSE,FALSE,-0.0675169744238251,0.307419844557145,0.00736422670195965,-0.00428341765667871,0.0195033560290111,0.0182200918991231,"tmx","prev.mar","Goodnow_Mtn_QURU","RP","Goodnow_Mtn",-10,-3.69411771015126,8.82689093714286,2
"QURU",-0.0398569681664905,FALSE,FALSE,-0.223786125811759,0.161782874221301,-0.00296702206197996,-0.0166590285963284,0.012043398661434,-0.00625612076613544,"tmx","prev.apr","Goodnow_Mtn_QURU","RP","Goodnow_Mtn",-9,-3.69411771015126,8.82689093714286,2
"QURU",0.0439388985068725,FALSE,FALSE,-0.1442277867752,0.227933479756251,0.00317459838611577,-0.0104205001647454,0.0164682611891776,0.00689683806961195,"tmx","prev.may","Goodnow_Mtn_QURU","RP","Goodnow_Mtn",-8,-3.69411771015126,8.82689093714286,2
"QURU",0.116793586224772,FALSE,FALSE,-0.0630984479185763,0.287873979754779,0.0120878452094053,-0.0065305321640316,0.0297942397315751,0.0183324225033889,"tmx","prev.jun","Goodnow_Mtn_QURU","RP","Goodnow_Mtn",-7,-3.69411771015126,8.82689093714286,2
"QURU",0.00202035149459371,FALSE,FALSE,-0.194553088918589,0.177446046832202,0.000254732852647181,-0.0245299213845554,0.0223730067869313,0.000317123040754694,"tmx","prev.jul","Goodnow_Mtn_QURU","RP","Goodnow_Mtn",-6,-3.69411771015126,8.82689093714286,2
"QURU",-0.0763599380155653,FALSE,FALSE,-0.262098592651973,0.094740999148502,-0.00854345211438178,-0.0293246279889926,0.0105999979901623,-0.0119857835629764,"tmx","prev.aug","Goodnow_Mtn_QURU","RP","Goodnow_Mtn",-5,-3.69411771015126,8.82689093714286,2
"QURU",-0.0403371403680486,FALSE,FALSE,-0.237457124640831,0.190154315336825,-0.00422361929200613,-0.0248636488235478,0.0199106686142531,-0.00633149065550938,"tmx","prev.sep","Goodnow_Mtn_QURU","RP","Goodnow_Mtn",-4,-3.69411771015126,8.82689093714286,2
"QURU",0.0298909455395043,FALSE,FALSE,-0.146089045188204,0.199398696691332,0.0024106960511347,-0.0117820389416521,0.0160814468073589,0.0046918110862817,"tmx","prev.oct","Goodnow_Mtn_QURU","RP","Goodnow_Mtn",-3,-3.69411771015126,8.82689093714286,2
"QURU",-0.0773341232898969,FALSE,FALSE,-0.305143970135899,0.144716778508467,-0.00621692755809082,-0.0245306712796335,0.0116338517869375,-0.0121386958642671,"tmx","prev.nov","Goodnow_Mtn_QURU","RP","Goodnow_Mtn",-2,-3.69411771015126,8.82689093714286,2
"QURU",-0.1345442442098,FALSE,FALSE,-0.289423861257365,0.0272794631060924,-0.0090326489792641,-0.0194305164097877,0.00183141104271906,-0.0211186419561287,"tmx","prev.dec","Goodnow_Mtn_QURU","RP","Goodnow_Mtn",-1,-3.69411771015126,8.82689093714286,2
"QURU",-0.0385710703617613,FALSE,FALSE,-0.239050229256696,0.188100948951663,-0.00237824771526955,-0.0147395614441652,0.0115980875793331,-0.00605428072838621,"tmx","curr.jan","Goodnow_Mtn_QURU","RP","Goodnow_Mtn",1,-3.69411771015126,8.82689093714286,2
"QURU",0.148047203689348,FALSE,FALSE,-0.0885892684524352,0.352141906727502,0.00942622345897542,-0.00564051342875787,0.022421013159075,0.0232381244228182,"tmx","curr.feb","Goodnow_Mtn_QURU","RP","Goodnow_Mtn",2,-3.69411771015126,8.82689093714286,2
"QURU",-0.031590594358897,FALSE,FALSE,-0.212756456284597,0.160142744270247,-0.00200989913317087,-0.0135362764057171,0.0101888163051204,-0.0049585952588691,"tmx","curr.mar","Goodnow_Mtn_QURU","RP","Goodnow_Mtn",3,-3.69411771015126,8.82689093714286,2
"QURU",0.0906022191030165,FALSE,FALSE,-0.0812957287439393,0.269539343118556,0.00673511780884661,-0.00604329911416308,0.0200368075748617,0.0142213131219771,"tmx","curr.apr","Goodnow_Mtn_QURU","RP","Goodnow_Mtn",4,-3.69411771015126,8.82689093714286,2
"QURU",-0.0350802955700061,FALSE,FALSE,-0.241552168334029,0.149567568667577,-0.00253581158412529,-0.0174608217142768,0.0108116299214132,-0.00550635373671497,"tmx","curr.may","Goodnow_Mtn_QURU","RP","Goodnow_Mtn",5,-3.69411771015126,8.82689093714286,2
"QURU",-0.174362165524205,FALSE,FALSE,-0.387305884133823,0.0540735848697144,-0.0180839933170798,-0.0401694771298848,0.00560824846648693,-0.0273686337607946,"tmx","curr.jun","Goodnow_Mtn_QURU","RP","Goodnow_Mtn",6,-3.69411771015126,8.82689093714286,2
"QURU",-0.118623149225647,FALSE,FALSE,-0.339310963954488,0.092384011555763,-0.0150326821994266,-0.0429996499098684,0.0117074912872544,-0.0186195985634173,"tmx","curr.jul","Goodnow_Mtn_QURU","RP","Goodnow_Mtn",7,-3.69411771015126,8.82689093714286,2
"QURU",0.073184051512396,FALSE,FALSE,-0.162691699289667,0.307007425051173,0.00817105255144416,-0.0181646464920632,0.0342776021815597,0.0114872827883973,"tmx","curr.aug","Goodnow_Mtn_QURU","RP","Goodnow_Mtn",8,-3.69411771015126,8.82689093714286,2
