"Location","tmn","tmx"
"Albany_Pine_Bush,_NY",1.74369750783193,14.2714288205042
"Aquidneck_Rhode_Island",2.8957983645042,13.4504203708487
"Arnot_Forest,_NY",0.464705887831933,12.2638657785882
"Bear_Island,_MD",7.00420179889076,19.7991601460504
"Bellvale_Mtn,_NY",2.65714290763025,15.2168069398319
"Bent_Creek",4.32857148689076,18.5025213612605
"Big_Canoe",8.69159675631933,21.9806725786555
"Black_Rock",2.65714290763025,15.2168069398319
"Black_Rock_Blueberry_Fields,_Black_Rock_Forest",2.65714290763025,15.2168069398319
"Black_Rock_Lucky_Streak_Red,_Black_Rock_Forest",2.65714290763025,15.2168069398319
"Blanton_Forest",5.65630263039496,19.767227307479
"Blue_Ridge_Parkway/Patty's_Oaks_update",5.06722697085714,19.8554626494958
"Bronx,_Hunter_Island,_NY",5.64537825302521,14.7907565531933
"Callaway_Gardens,_GA",10.5319330025462,25.0588238327731
"Curtiss-Gale_Wildlife_Preserve,_Fulton,_NY",2.21008406362185,12.6537816978739
"DanielBoone_Angel_Hollow",5.92857152677311,20.2983197268908
"DanielBoone_London_District",5.92857152677311,20.2983197268908
"Dare_Co",9.87731107311765,19.8596642982353
"Fiddler<U+393C><U+3E32>s_Green,_VA_CAOV",5.06722697085714,19.8554626494958
"Fiddler<U+393C><U+3E32>s_Green,_VA_LITU",5.06722697085714,19.8554626494958
"Fiddler<U+393C><U+3E32>s_Green,_VA_MAAC",5.06722697085714,19.8554626494958
"Fiddler<U+393C><U+3E32>s_Green_QURU",5.06722697085714,19.8554626494958
"FLOMATON_NATURAL_AREA",12.8957984981597,25.4647062272269
"FORGECREEK",6.67899169841176,20.9857146705042
"FRICK_CREEK",6.91764717334454,20.7411768601681
"GillBrookAusableClubLand",-2.9831933254958,9.07563040606723
"GlenLake_Fen,_NY",0.289915971470588,13.0176473095882
"Goodnow_Mtn",-3.69411771015126,8.82689093714286
"Goose_Egg",-0.58991597412605,12.4747901156218
"Goose_Egg_Ridge,_NY_<U+393C><U+3E36>_QURU",-0.58991597412605,12.4747901156218
"Goose_Egg_Ridge,_NY_QUAL",-0.58991597412605,12.4747901156218
"Goose_Egg_Ridge,_NY_QUPR",-0.58991597412605,12.4747901156218
"Green_Ridge,_MD",4.27310930779832,17.4647062591597
"Greenbrook_Sanctuary,_NJ__LITU",5.64537825302521,14.7907565531933
"Hague,_Lake_George,_NY_QUVE",-1.12016808494118,11.278151447395
"HF_LyfordPlots",0.596638666554622,14.3882355080672
"High_Point,_NJ",1.78403364159664,15.4462187540336
"IA_Geo",4.53193286534454,17.2655465489916
"IA_Lac",4.83865552489916,17.3327734557143
"IA_Pal",3.79747904887395,16.5226894332773
"Ichauway",11.1579833866134,26.0546222
"IL_Bea",7.31764717458824,19.2235297183193
"IL_Fer",7.63361360236975,20.577311329916
"IL_Fox",6.356302629,18.641176807479
"IL_Gia",7.57899171956303,20.5966391105042
"IL_Kic",4.78067235734454,17.5084036487395
"IL_Lin",5.92184883705882,18.069748299916
"IL_Sta",4.0151261109916,16.1546221089916
"IN_Ben",3.58319336226891,14.6420170510168
"IN_Bro",5.06218494691597,18.00672301
"IN_Can",3.49663873227731,15.3554624578992
"IN_Don",5.52100848952101,19.1109247832773
"IN_Dou",2.37310927872269,14.6941178658067
"IN_Gin",3.68151267238655,15.5462187827731
"IN_Hem",7.34873962794958,19.7991601141176
"IN_Hoo",5.34033621463866,18.3117650044538
"IN_Lat",5.06218494691597,18.00672301
"IN_Lil",5.06218494691597,18.00672301
"IN_Mel",4.64789922596639,16.8092440663025
"IN_MMS",5.06218494691597,18.00672301
"IN_Opp",3.52689080478151,15.4151263026891
"IN_Pio",5.52100848952101,19.1109247832773
"IN_Sau",7.31764717458824,19.2235297183193
"IN_Wes",7.78319336984034,20.1210087993277
"Irish_Creek,_VA",5.06722697085714,19.8554626494958
"LavandarMnt",8.43361359262185,22.7445381695798
"Lincoln_coln_Mtn_Sta._Forest,_NY_NYSY",0.289915971470588,13.0176473095882
"Lisha_Kill,_NY_CAGL",1.74369750783193,14.2714288205042
"Lisha_Kill,_NY_QUAL",1.74369750783193,14.2714288205042
"MAMMOTH_CAVE",7.27563038386555,20.4873953651261
"Mashomack_Preserve,_Long_Island,_NY",3.16470593737815,13.2084035305798
"MI_Flu",-1.48823532361345,10.0554623400504
"MI_War",3.58319336226891,14.6420170510168
"Middleburgh,_Breglia_Cliffs,_NY",-0.00504201964705883,12.6252102645042
"MO_Bab",7.33613454191597,19.2193280935294
"MO_Flu",6.8890757540084,19.0974794178992
"Mohawk_Trail_St._Forest,_MA_<U+393C><U+3E36>_QURU",1.46470591015126,13.9126052847059
"Mohonk,_Enderly_Hamlet,_NY",2.05294120846218,15.3000003097479
"Mohonk,_Lenape_Lane,_Mohonk_Presever,_NY",2.05294120846218,15.3000003097479
"Mohonk_Preserve,_Bonticou_Crag,_NY",2.05294120846218,15.3000003097479
"Mohonk_Preserve,_NY",2.05294120846218,15.3000003097479
"MonteguePlains",0.596638666554622,14.3882355080672
"Montgomery_Place,_NY",1.97815128513445,14.8050422658824
"Mt._Agamenticus,_ME",0.568907573361345,12.9504204027983
"Mt_Pleasant,_VA",5.06722697085714,19.8554626494958
"MurphyTract",3.42857148968908,18.1554625441176
"NC_Joy",5.2689076652437,19.399160015126
"NC_Lil",4.49495805213445,18.7168070835294
"NC_Sho",5.30420175219328,19.6159668032773
"NewPort",2.8957983645042,13.4504203708487
"NorthRoundPondPlot1",0.596638666554622,14.3882355080672
"NorthRoundPondPlot2",0.596638666554622,14.3882355080672
"NorthRoundPondPlot3",0.596638666554622,14.3882355080672
"OH_Dav",2.83193281543697,15.5571431461345
"OH_Gol",2.35882356545378,15.0579834934454
"OH_Heu",4.35294125105882,16.6000003001681
"OH_Joh",3.27394963240336,15.1369750709244
"OH_Rid",4.15294123745378,18.1260508193277
"Otter_Creek,_PA",4.13949588468067,17.6260508113445
"outside_HF_LyfordPlots",0.596638666554622,14.3882355080672
"PA_Ala",2.96218493135294,14.6873952070588
"Palmaghatt1",2.05294120846218,15.3000003097479
"Palmaghatt2",2.05294120846218,15.3000003097479
"Palmaghatt5",2.05294120846218,15.3000003097479
"Pawtuckaway",-0.300840342697479,12.7327733152101
"Pine_Lake,_Oneonta,_NY",-0.775630266798319,11.9756304629832
"PisgahTract",0.596638666554622,14.3882355080672
"Potomac_River,_Dranesville,_VA",5.26638664116807,18.5344541998319
"Prospect_Mtn,_ADKs",0.289915971470588,13.0176473095882
"Prospect_Mtn,_ADKs,_NY",0.289915971470588,13.0176473095882
"Prospect_Mtn._ADKs,_NY",0.289915971470588,13.0176473095882
"RamsHornSwamp",1.97815128513445,14.8050422658824
"Raquette_Lake,_ADKs,_NY",-2.58319332131092,9.4630253812605
"RedRiverGorge_WhittletonRidge",5.88403370202521,20.0252103953782
"RomanoPineBarrens",4.58319333921849,16.9285717558824
"Rooster_Hill",-1.45798321411765,10.8042018349496
"Schunemunk",2.65714290763025,15.2168069398319
"Sheridan_Mountain",-2.73865551231933,7.86470601328571
"Shushan_Soutlier,_Shushan_Swamp,_NY",-0.58991597412605,12.4747901156218
"Singer_Farm",2.11512608486555,12.0361346511092
"SIPSEY_WILDERNESS",9.51344554931933,22.9159667378151
"SpreewellBluff",10.6680673707059,25.3470591843697
"Sterling_Forest,_NY",2.65714290763025,15.2168069398319
"Stott_Farm,_Argyle,_NY",-0.58991597412605,12.4747901156218
"ThreePonds",9.17983210942857,22.2647063294118
"TN_Boo",5.30420175219328,19.6159668032773
"TN_Chi",6.67899169841176,20.9857146705042
"TN_For",6.67899169841176,20.9857146705042
"TN_Gre",5.30420175219328,19.6159668032773
"TN_Por",5.30420175219328,19.6159668032773
"TN_Rai",5.30420175219328,19.6159668032773
"TN_Sco",6.67899169841176,20.9857146705042
"UTTERTOWN",2.65714290763025,15.2168069398319
"Wachusett_Mtn",1.82689079058824,13.0806724637563
"Warren_Cutler_Boy_Scout_Res.,_Naples,_NY",1.13613447341176,12.2050422851513
"WhiskeyHollow",2.21008406362185,12.6537816978739
"Winooski",0.342016810310924,11.7327732953277
"WV_Ced",2.67815129614286,17.1882356182353
"Zoar_Lick",-0.576470595235294,12.0168069184202
"SCBI",5.00689662119828,19.8094830993103
"HF",0.596638666554622,14.3882355080672
