"deltaAICc","WindowOpen","WindowClose","ModelBeta","Std.Error","ModelBetaQ","ModelBetaC","ModelInt","Function","Furthest","Closest","Statistics","Type","K","ModWeight","sample.size","Reference.day","Reference.month","Randomised"
-38.5262427540356,12,12,-0.783167108245661,0.121039975354736,NA,NA,165.018845179159,"lin",22,0,"mean","absolute",0,0.714972601253743,10,"05","06","no"
-36.253987686343,12,11,-0.86394779132494,0.137568486525663,NA,NA,166.074754306437,"lin",22,0,"mean","absolute",0,0.229549039907616,10,"05","06","no"
-31.5001748944078,12,8,-1.74481143146966,0.297498514953921,NA,NA,181.894060799108,"lin",22,0,"mean","absolute",0,0.0213107212728212,10,"05","06","no"
-29.0639485218398,13,11,-0.997042380717715,0.176725313431564,NA,NA,167.008013611633,"lin",22,0,"mean","absolute",0,0.00630345002130918,10,"05","06","no"
-29.0091182917577,12,9,-1.1368792498876,0.201694143461566,NA,NA,171.05286810047,"lin",22,0,"mean","absolute",0,0.00613298751477103,10,"05","06","no"
-28.6190939743401,13,12,-1.07877941704351,0.192633833801026,NA,NA,167.589979363605,"lin",22,0,"mean","absolute",0,0.00504637332682177,10,"05","06","no"
-27.9642074302728,12,10,-0.943510806030156,0.170358202519703,NA,NA,167.386621613103,"lin",22,0,"mean","absolute",0,0.00363724512077864,10,"05","06","no"
-27.0551090269391,13,2,-2.70412285492272,0.49602217290381,NA,NA,204.138229698929,"lin",22,0,"mean","absolute",0,0.00230868329183828,10,"05","06","no"
-25.8800215480596,12,4,-2.18837156477382,0.40999402423,NA,NA,193.690096552612,"lin",22,0,"mean","absolute",0,0.00128291344328935,10,"05","06","no"
-25.8509779748656,13,4,-2.31875396160905,0.434653136570594,NA,NA,194.382842637958,"lin",22,0,"mean","absolute",0,0.00126441786747723,10,"05","06","no"
-25.6302353168876,13,8,-1.64212748532722,0.309074844046816,NA,NA,178.95251462244,"lin",22,0,"mean","absolute",0,0.0011322881574756,10,"05","06","no"
-25.5151063686344,13,0,-2.92942195299859,0.552543704885762,NA,NA,211.834933657717,"lin",22,0,"mean","absolute",0,0.00106894911391572,10,"05","06","no"
-25.4870751033859,13,1,-2.65643383119999,0.501314429819349,NA,NA,205.18602833592,"lin",22,0,"mean","absolute",0,0.00105407161813992,10,"05","06","no"
-24.9462528141239,12,2,-2.40502480849455,0.458506428270423,NA,NA,200.296371282754,"lin",22,0,"mean","absolute",0,0.00080432589658562,10,"05","06","no"
-24.4844247034271,12,0,-2.73405651067724,0.52586249446093,NA,NA,209.851661685598,"lin",22,0,"mean","absolute",0,0.000638480079264146,10,"05","06","no"
-24.2597581584805,13,9,-1.1508381828838,0.222315710870388,NA,NA,170.400851935712,"lin",22,0,"mean","absolute",0,0.000570639238350043,10,"05","06","no"
-23.8729623388799,13,3,-2.44941091531433,0.476772076859825,NA,NA,198.067441914603,"lin",22,0,"mean","absolute",0,0.000470294593691894,10,"05","06","no"
-23.8632445056392,11,11,-0.708374976617136,0.137909991710149,NA,NA,163.974224368168,"lin",22,0,"mean","absolute",0,0.000468015014102602,10,"05","06","no"
