"deltaAICc","WindowOpen","WindowClose","ModelBeta","Std.Error","ModelBetaQ","ModelBetaC","ModelInt","Function","Furthest","Closest","Statistics","Type","K","ModWeight","sample.size","Reference.day","Reference.month","Randomised"
-56.5056266152292,15,2,-3.99716862514697,0.506443418593806,NA,NA,222.428432373153,"lin",22,0,"mean","absolute",0,0.419107358530652,10,"04","06","no"
-54.1404887916542,11,3,-3.44550837824548,0.446252211869962,NA,NA,219.536446824243,"lin",22,0,"mean","absolute",0,0.128452373439941,10,"04","06","no"
-53.8526962363749,16,2,-3.79459407974975,0.492810433888874,NA,NA,216.51110274136,"lin",22,0,"mean","absolute",0,0.111236873523508,10,"04","06","no"
-53.0939065629923,15,3,-3.66194214392318,0.47905427587446,NA,NA,214.626566772546,"lin",22,0,"mean","absolute",0,0.0761166541554297,10,"04","06","no"
-52.583307534323,15,1,-3.90442570051485,0.513309118374746,NA,NA,223.563411266176,"lin",22,0,"mean","absolute",0,0.0589663871512597,10,"04","06","no"
-51.905547454006,16,3,-3.56375280707686,0.471640090446778,NA,NA,210.674058554515,"lin",22,0,"mean","absolute",0,0.0420175560485217,10,"04","06","no"
-51.5158047191617,11,0,-4.21284750551933,0.559694744980385,NA,NA,241.441135163418,"lin",22,0,"mean","absolute",0,0.0345779489281857,10,"04","06","no"
-50.8869513792965,17,2,-3.65601911317615,0.488772316244019,NA,NA,212.100392209096,"lin",22,0,"mean","absolute",0,0.0252490743273348,10,"04","06","no"
-50.5938273903785,16,1,-3.72926853178925,0.500036051635825,NA,NA,218.023254952876,"lin",22,0,"mean","absolute",0,0.0218069232638348,10,"04","06","no"
-50.5710717755255,11,2,-3.40065399804882,0.456078624942713,NA,NA,220.566177484601,"lin",22,0,"mean","absolute",0,0.0215602144544948,10,"04","06","no"
-49.6653253018453,15,0,-4.11173364208971,0.556545191513918,NA,NA,229.332215003677,"lin",22,0,"mean","absolute",0,0.0137079568473911,10,"04","06","no"
-48.8052044578685,5,5,-1.75488374203837,0.239652638781656,NA,NA,192.196022987937,"lin",22,0,"mean","absolute",0,0.0089166118236097,10,"04","06","no"
-48.7555721221197,11,1,-3.49098207399948,0.476986408023234,NA,NA,224.862199392442,"lin",22,0,"mean","absolute",0,0.00869805872893707,10,"04","06","no"
-48.6014608171718,17,1,-3.63712709890614,0.497754658662794,NA,NA,214.29796270417,"lin",22,0,"mean","absolute",0,0.00805299614156698,10,"04","06","no"
-47.3846276326285,17,3,-3.33606706912095,0.462464297545699,NA,NA,205.118846954316,"lin",22,0,"mean","absolute",0,0.00438253630302089,10,"04","06","no"
