"deltaAICc","WindowOpen","WindowClose","ModelBeta","Std.Error","ModelBetaQ","ModelBetaC","ModelInt","Function","Furthest","Closest","Statistics","Type","K","ModWeight","sample.size","Reference.day","Reference.month","Randomised"
-54.4544716346991,14,5,-5.19731871815715,0.667495967876414,NA,NA,304.898875675634,"lin",27,0,"mean","absolute",0,0.352188199935454,10,"10","07","no"
-53.58047672268,13,5,-4.82960151489767,0.625497131661232,NA,NA,299.383173747242,"lin",27,0,"mean","absolute",0,0.22750409440575,10,"10","07","no"
-51.6015180099976,14,1,-6.53155409751985,0.862548953691254,NA,NA,346.755384158949,"lin",27,0,"mean","absolute",0,0.0845792427782206,10,"10","07","no"
-51.37920951245,13,1,-6.31139144581952,0.835333671366216,NA,NA,344.756377399425,"lin",27,0,"mean","absolute",0,0.075681567028012,10,"10","07","no"
-50.5631222924503,13,4,-5.09034341304381,0.679307783895665,NA,NA,307.980979839764,"lin",27,0,"mean","absolute",0,0.0503244488927476,10,"10","07","no"
-50.2554666363494,13,2,-5.84399439930068,0.782337465275577,NA,NA,330.618969889725,"lin",27,0,"mean","absolute",0,0.0431491704458679,10,"10","07","no"
-50.1074672002828,14,4,-5.30232712215541,0.710902566247545,NA,NA,310.027382820609,"lin",27,0,"mean","absolute",0,0.0400714245046166,10,"10","07","no"
-49.6985280780782,14,2,-5.99423522223359,0.807063999920868,NA,NA,331.083475787842,"lin",27,0,"mean","absolute",0,0.0326613987197205,10,"10","07","no"
-49.3234564008822,14,6,-4.09617171536168,0.553660163490508,NA,NA,278.785035601498,"lin",27,0,"mean","absolute",0,0.0270762801858381,10,"10","07","no"
-48.9724040594733,13,6,-3.78201574240507,0.513075847274128,NA,NA,274.075232575878,"lin",27,0,"mean","absolute",0,0.0227174171136769,10,"10","07","no"
-47.2109116717902,14,0,-6.57421867644947,0.908770570487066,NA,NA,350.629750276922,"lin",27,0,"mean","absolute",0,0.00941576780631867,10,"10","07","no"
-46.984961758144,13,0,-6.3873396527297,0.885106328473282,NA,NA,349.348796909831,"lin",27,0,"mean","absolute",0,0.00840990983993524,10,"10","07","no"
-45.9480824570996,13,3,-4.97771204197434,0.697675889107042,NA,NA,307.691712837182,"lin",27,0,"mean","absolute",0,0.00500767183164982,10,"10","07","no"
-45.7661396007911,8,2,-8.78259515384832,1.23346109015508,NA,NA,424.045384905926,"lin",27,0,"mean","absolute",0,0.00457222370767186,10,"10","07","no"
