date,lat,lon,pointid,Nadir_Reflectance_Band1,Nadir_Reflectance_Band2,BRDF_Albedo_Band_Mandatory_Quality_Band1,BRDF_Albedo_Band_Mandatory_Quality_Band2,EVI2
2000-02-24,-78.139494,38.89292526245117,SCBI,638,1475,1,1,0.16088480878350328
2000-02-25,-78.139494,38.89292526245117,SCBI,629,1487,1,1,0.16504316513549697
2000-02-26,-78.139494,38.89292526245117,SCBI,637,1482,1,1,0.1623651120607495
2000-02-27,-78.139494,38.89292526245117,SCBI,678,1572,0,0,0.1693284441481302
2000-02-28,-78.139494,38.89292526245117,SCBI,675,1566,0,0,0.1689291672986501
2000-02-29,-78.139494,38.89292526245117,SCBI,674,1556,0,0,0.1673802149754054
2000-03-01,-78.139494,38.89292526245117,SCBI,684,1564,0,0,0.16659598958017813
2000-03-02,-78.139494,38.89292526245117,SCBI,686,1569,0,0,0.1670399685215733
2000-03-03,-78.139494,38.89292526245117,SCBI,688,1573,0,0,0.16730690703407392
2000-03-04,-78.139494,38.89292526245117,SCBI,690,1577,0,0,0.16757349051613388
2000-03-05,-78.139494,38.89292526245117,SCBI,691,1580,0,0,0.16788282571912008
2000-03-06,-78.139494,38.89292526245117,SCBI,693,1585,0,0,0.1683247535514259
2000-03-07,-78.139494,38.89292526245117,SCBI,695,1584,0,0,0.16771053425897978
2000-03-08,-78.139494,38.89292526245117,SCBI,706,1593,0,0,0.166887427186658
2000-03-09,-78.139494,38.89292526245117,SCBI,700,1578,0,0,0.165560416352391
2000-03-10,-78.139494,38.89292526245117,SCBI,701,1582,0,0,0.1660459576007961
2000-03-11,-78.139494,38.89292526245117,SCBI,697,1576,0,0,0.16586407825614397
2000-03-12,-78.139494,38.89292526245117,SCBI,708,1609,1,1,0.1692565485940999
2000-03-13,-78.139494,38.89292526245117,SCBI,712,1618,1,1,0.16995827955698292
2000-03-14,-78.139494,38.89292526245117,SCBI,733,1711,1,1,0.18151178156226333
2000-03-15,-78.139494,38.89292526245117,SCBI,743,1604,1,1,0.16078791681606314
2000-03-16,-78.139494,38.89292526245117,SCBI,754,1770,1,1,0.18704527379304253
2000-03-17,-78.139494,38.89292526245117,SCBI,,,,,
2000-03-18,-78.139494,38.89292526245117,SCBI,,,,,
2000-03-19,-78.139494,38.89292526245117,SCBI,721,1722,1,1,0.18602628527251647
2000-03-20,-78.139494,38.89292526245117,SCBI,722,1724,1,1,0.18615123952202603
2000-03-21,-78.139494,38.89292526245117,SCBI,722,1726,1,1,0.18649508128510714
2000-03-22,-78.139494,38.89292526245117,SCBI,721,1744,1,1,0.1898043697678561
2000-03-23,-78.139494,38.89292526245117,SCBI,688,1653,1,1,0.18133371416545152
2000-03-24,-78.139494,38.89292526245117,SCBI,712,1701,1,1,0.1843800802398246
2000-03-25,-78.139494,38.89292526245117,SCBI,688,1687,1,1,0.1872441558831027
2000-03-26,-78.139494,38.89292526245117,SCBI,690,1692,1,1,0.18766856457896317
2000-03-27,-78.139494,38.89292526245117,SCBI,692,1700,1,1,0.18861146039159335
2000-03-28,-78.139494,38.89292526245117,SCBI,695,1707,1,1,0.18915887850467294
2000-03-29,-78.139494,38.89292526245117,SCBI,699,1729,1,1,0.1920695776706995
2000-03-30,-78.139494,38.89292526245117,SCBI,742,1777,0,0,0.1908495478617475
2000-03-31,-78.139494,38.89292526245117,SCBI,778,1889,0,0,0.20190895741556536
2000-04-01,-78.139494,38.89292526245117,SCBI,782,1900,0,0,0.20287730096974624
2000-04-02,-78.139494,38.89292526245117,SCBI,809,1987,0,0,0.21143546372212574
2000-04-03,-78.139494,38.89292526245117,SCBI,815,1992,0,0,0.21096214511041012
2000-04-04,-78.139494,38.89292526245117,SCBI,841,2073,0,0,0.21857303035894232
2000-04-05,-78.139494,38.89292526245117,SCBI,846,2084,0,0,0.21927960097489085
2000-04-06,-78.139494,38.89292526245117,SCBI,851,2095,0,0,0.21998387256496954
2000-04-07,-78.139494,38.89292526245117,SCBI,859,2128,0,0,0.22357924113435193
2000-04-08,-78.139494,38.89292526245117,SCBI,864,2137,0,0,0.22395254246829832
2000-04-09,-78.139494,38.89292526245117,SCBI,829,2237,0,0,0.24742383984929642
2000-04-10,-78.139494,38.89292526245117,SCBI,825,2245,1,1,0.249560632688928
2000-04-11,-78.139494,38.89292526245117,SCBI,827,2254,1,1,0.25054779897182344
2000-04-12,-78.139494,38.89292526245117,SCBI,841,2242,0,0,0.24561022131216514
2000-04-13,-78.139494,38.89292526245117,SCBI,843,2250,0,0,0.2464408822128184
2000-04-14,-78.139494,38.89292526245117,SCBI,822,2319,1,1,0.26186344617193075
2000-04-15,-78.139494,38.89292526245117,SCBI,824,2361,1,1,0.26798292720349265
2000-04-16,-78.139494,38.89292526245117,SCBI,792,2372,1,1,0.2767501821646769
2000-04-17,-78.139494,38.89292526245117,SCBI,795,2381,1,1,0.2774861781790188
2000-04-18,-78.139494,38.89292526245117,SCBI,734,2424,1,1,0.2978372434017595
2000-04-19,-78.139494,38.89292526245117,SCBI,726,2398,1,1,0.2956069135243699
2000-04-20,-78.139494,38.89292526245117,SCBI,728,2406,1,1,0.2963994008422124
2000-04-21,-78.139494,38.89292526245117,SCBI,731,2413,1,1,0.29680816522438846
2000-04-22,-78.139494,38.89292526245117,SCBI,696,2521,1,1,0.32149752667108245
2000-04-23,-78.139494,38.89292526245117,SCBI,697,2532,1,1,0.3229542126605092
2000-04-24,-78.139494,38.89292526245117,SCBI,699,2543,1,1,0.32417760150767194
2000-04-25,-78.139494,38.89292526245117,SCBI,615,2499,1,1,0.33703041144901613
2000-04-26,-78.139494,38.89292526245117,SCBI,632,2821,1,1,0.381683382387814
2000-04-27,-78.139494,38.89292526245117,SCBI,591,2830,1,1,0.3928511271441004
2000-04-28,-78.139494,38.89292526245117,SCBI,574,2868,1,1,0.4025804458920649
2000-04-29,-78.139494,38.89292526245117,SCBI,538,2981,1,1,0.4279298216112442
2000-04-30,-78.139494,38.89292526245117,SCBI,539,2992,1,1,0.42927843422747386
2000-05-01,-78.139494,38.89292526245117,SCBI,539,3002,1,1,0.430726936959624
2000-05-02,-78.139494,38.89292526245117,SCBI,427,2902,0,0,0.44428727345836805
2000-05-03,-78.139494,38.89292526245117,SCBI,426,2918,0,0,0.4469025279045078
2000-05-04,-78.139494,38.89292526245117,SCBI,399,3088,0,0,0.4786196388904711
2000-05-05,-78.139494,38.89292526245117,SCBI,396,3107,0,0,0.4821304081835902
2000-05-06,-78.139494,38.89292526245117,SCBI,394,3125,0,0,0.48523161769931633
2000-05-07,-78.139494,38.89292526245117,SCBI,392,3144,0,0,0.4884698398273316
2000-05-08,-78.139494,38.89292526245117,SCBI,382,3216,0,0,0.5013160873995246
2000-05-09,-78.139494,38.89292526245117,SCBI,370,3136,0,0,0.49308328579577854
2000-05-10,-78.139494,38.89292526245117,SCBI,371,3138,0,0,0.49310684040945507
2000-05-11,-78.139494,38.89292526245117,SCBI,328,3303,0,0,0.5278491433762474
2000-05-12,-78.139494,38.89292526245117,SCBI,286,3152,1,0,0.5177621690368829
2000-05-13,-78.139494,38.89292526245117,SCBI,300,3491,1,1,0.5613609175990429
2000-05-14,-78.139494,38.89292526245117,SCBI,299,3494,1,1,0.562040868023305
2000-05-15,-78.139494,38.89292526245117,SCBI,288,3530,1,1,0.5699237757713836
2000-05-16,-78.139494,38.89292526245117,SCBI,288,3528,1,1,0.5696523011139867
2000-05-17,-78.139494,38.89292526245117,SCBI,263,3636,1,1,0.5910409891219021
2000-05-18,-78.139494,38.89292526245117,SCBI,265,3666,1,1,0.5944972731086561
2000-05-19,-78.139494,38.89292526245117,SCBI,252,3787,1,1,0.6140649536541642
2000-05-20,-78.139494,38.89292526245117,SCBI,241,3819,1,1,0.6212927334101991
2000-05-21,-78.139494,38.89292526245117,SCBI,242,3833,1,1,0.6228406110810474
2000-05-22,-78.139494,38.89292526245117,SCBI,242,3846,1,1,0.6245321207752239
2000-05-23,-78.139494,38.89292526245117,SCBI,239,3864,1,1,0.6277012799911342
2000-05-24,-78.139494,38.89292526245117,SCBI,235,3985,1,1,0.6443741837927006
2000-05-25,-78.139494,38.89292526245117,SCBI,242,4263,1,1,0.677218771473612
2000-05-26,-78.139494,38.89292526245117,SCBI,237,4300,1,1,0.6831418809856882
2000-05-27,-78.139494,38.89292526245117,SCBI,237,4010,1,1,0.6470011249211184
2000-05-28,-78.139494,38.89292526245117,SCBI,237,4007,1,1,0.6466197395683255
2000-05-29,-78.139494,38.89292526245117,SCBI,237,4003,1,1,0.6461109814847856
2000-05-30,-78.139494,38.89292526245117,SCBI,237,3999,1,1,0.6456019440135092
2000-05-31,-78.139494,38.89292526245117,SCBI,237,3996,1,1,0.6452199824233769
2000-06-01,-78.139494,38.89292526245117,SCBI,239,3991,1,1,0.6440272990676023
2000-06-02,-78.139494,38.89292526245117,SCBI,251,4017,1,1,0.6440072780004651
2000-06-03,-78.139494,38.89292526245117,SCBI,247,4006,1,1,0.6437172918322054
2000-06-04,-78.139494,38.89292526245117,SCBI,246,3946,1,1,0.6363336176770039
2000-06-05,-78.139494,38.89292526245117,SCBI,247,3954,1,1,0.6370816949432179
2000-06-06,-78.139494,38.89292526245117,SCBI,247,3963,1,1,0.6382335563830226
2000-06-07,-78.139494,38.89292526245117,SCBI,248,3971,1,1,0.6389792808007579
2000-06-08,-78.139494,38.89292526245117,SCBI,248,3979,1,1,0.6400008233728095
2000-06-09,-78.139494,38.89292526245117,SCBI,258,3883,1,1,0.6249051867992443
2000-06-10,-78.139494,38.89292526245117,SCBI,257,3885,1,1,0.6254396006013047
2000-06-11,-78.139494,38.89292526245117,SCBI,257,3885,1,1,0.6254396006013047
2000-06-12,-78.139494,38.89292526245117,SCBI,233,4141,1,1,0.664616807934586
2000-06-13,-78.139494,38.89292526245117,SCBI,233,4142,1,1,0.6647416537425516
2000-06-14,-78.139494,38.89292526245117,SCBI,239,4205,1,1,0.6709025212131055
2000-06-15,-78.139494,38.89292526245117,SCBI,238,4208,1,1,0.6715519107935476
2000-06-16,-78.139494,38.89292526245117,SCBI,238,4210,1,1,0.6717993126403811
2000-06-17,-78.139494,38.89292526245117,SCBI,202,4246,1,1,0.6863171042984767
2000-06-18,-78.139494,38.89292526245117,SCBI,202,4209,1,1,0.6817501259034422
2000-06-19,-78.139494,38.89292526245117,SCBI,,,,,
2000-06-20,-78.139494,38.89292526245117,SCBI,,,,,
2000-06-21,-78.139494,38.89292526245117,SCBI,,,,,
2000-06-22,-78.139494,38.89292526245117,SCBI,,,,,
2000-06-23,-78.139494,38.89292526245117,SCBI,200,4358,1,1,0.7005661140315407
2000-06-24,-78.139494,38.89292526245117,SCBI,200,4358,1,1,0.7005661140315407
2000-06-25,-78.139494,38.89292526245117,SCBI,213,4309,1,1,0.690948840096625
2000-06-26,-78.139494,38.89292526245117,SCBI,213,4308,1,1,0.6908267652774779
2000-06-27,-78.139494,38.89292526245117,SCBI,213,4306,1,1,0.6905825662068408
2000-06-28,-78.139494,38.89292526245117,SCBI,214,4305,1,1,0.6901799090332421
